Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Italy,2058,858,33174,36478,2003,2004,2007,2007,430,509,482,481,38,60,78,92,14,51,35,43,5238.5,403296,411039,25273467,69117908,81069060,12281,38492,45495
Turkey,704,526,17578,26208,2006,2006,2008,2008,825,951,927,946,75,104,120,128,15,30,31,33,2175.3,167813,171035,14516229,40396272,47658719,20620,70911,86831
Spain,618,433,27430,35675,2006,2005,2009,2009,987,1206,1025,1061,83,128,135,142,15,34,28,31,3190.1,245671,250388,20129134,53423757,61872400,32571,105735,127396
Greece,501,324,10921,11431,2003,2004,2005,2006,587,874,662,687,56,128,128,135,15,70,45,54,1887.7,145266,148055,14188578,37273794,41626770,28321,82344,95447
Libya,405,176,2108,3054,2004,2003,2006,2006,250,413,367,370,37,79,114,111,19,45,62,65,527.6,40424,41200,3841130,10292848,12633502,9484,29124,36905
Tunisia,383,214,1446,1899,2001,2001,2004,2004,280,378,339,340,29,62,80,78,18,78,72,62,467.7,35663,36348,2375254,6612324,8066567,6202,20000,24795
Algeria,355,175,4225,5997,2003,2004,2005,2005,630,725,713,713,66,87,102,103,26,37,51,54,827.2,63098,64309,4427594,14191825,16465614,12472,47274,58492
Egypt,298,251,8303,12336,2006,2006,2007,2008,901,1096,1091,1060,94,173,279,272,14,41,255,225,1182.6,90996,92743,7420685,20892361,24375017,24902,87122,106471
France,228,184,22088,27267,2007,2007,2011,2011,754,1123,1645,1534,93,126,141,143,18,29,31,31,1914.2,147821,150659,11323192,30599302,34033124,49663,165269,204314
Morocco,190,124,7757,9961,2008,2008,2009,2009,1155,1307,1113,1126,95,178,116,123,15,20,20,19,975.0,75293,76738,6322371,18069218,21106349,33276,114994,137388
Singapore,172,87,104531,112059,2010,2010,2011,2011,5982,5967,5958,5955,359,448,363,367,21,31,23,23,9980.3,770290,785080,51467537,138893065,160231146,299230,1041193,1256997
Croatia,159,77,2617,2918,2004,2004,2003,2006,737,776,730,777,64,83,74,87,22,49,40,49,529.5,40879,41664,2828468,8468886,9607341,17789,56832,65620
Saudi Arabia,135,69,17693,22351,2009,2009,2008,2009,1712,1980,1855,1895,152,203,191,211,14,23,24,26,1699.2,131610,134137,11392372,31308401,35677430,84388,277734,327416
United States of America,122,117,22737,37756,2010,2011,2011,2011,5568,5109,5187,5171,434,435,451,456,12,16,17,17,2135.1,162736,165861,13522385,34897173,41131391,110839,411534,513772
Slovenia,105,62,3791,4234,2006,2005,2007,2007,768,872,842,820,62,75,67,68,16,19,20,20,472.7,36588,37291,3106274,8566438,9711388,29584,91358,105693
Belgium,75,43,11821,13201,2008,2008,2008,2008,2442,2473,2474,2477,153,200,159,162,23,26,28,28,1421.8,109169,111265,9426482,24176036,26730959,125686,376766,443550
Netherlands,60,60,7199,9196,2009,2009,2011,2010,2422,2475,2462,2478,210,244,180,193,15,23,22,23,708.0,54459,55505,4065337,12289489,13542691,67756,240758,296793
India,55,53,9267,14007,2009,2009,2011,2010,4091,4331,4318,4318,379,394,387,401,11,17,20,21,875.5,64878,66123,7003342,16676422,19657372,127333,414660,538953
Russian Federation,53,51,5688,10026,2007,2007,2008,2008,3653,2983,3236,3270,319,290,337,338,13,29,32,33,604.7,46281,47169,4336918,10152702,11744450,81829,251352,307911
Gibraltar,52,52,2278,3882,2008,2008,2008,2008,1042,1100,1113,1109,96,278,661,670,22,69,73,71,335.3,25904,26401,1860865,4415991,5121045,35786,108192,134074
Israel,50,38,1614,2135,2005,2006,2009,2009,1053,1197,1218,1227,111,173,170,190,11,22,31,34,198.1,14778,15062,1027260,3223515,3862506,20545,83110,105486
Albania,44,23,247,349,1994,2001,2000,2000,436,667,778,819,52,81,190,203,24,77,47,44,60.9,4658,4747,408508,1148578,1432471,9284,32753,41399
United Kingdom of Great Britain and Northern Ireland,43,43,4003,6264,2008,2008,2010,2010,2327,2420,2425,2437,199,212,199,207,10,26,31,33,415.8,32060,32676,3230845,7569481,8989488,75136,228211,282602
Germany,41,21,6952,7935,2008,2007,2009,2009,2720,2681,2735,2742,186,212,187,191,14,15,19,20,690.5,53079,54099,5674170,13918500,15366391,138394,382623,438611
Cyprus,38,34,1177,1621,2007,2007,2007,2006,1063,1162,1144,1185,126,173,229,276,54,203,305,405,264.0,20384,20776,974513,2763818,3146346,25645,87482,104630
Bulgaria,34,14,456,609,2004,2008,2005,2005,1021,1037,1070,1058,100,119,118,118,13,19,22,22,115.6,8877,9047,495535,1645054,1945131,14575,56429,68869
United Arab Emirates,32,32,5389,8507,2010,2010,2012,2012,3951,3893,4037,4001,354,404,426,428,19,74,62,63,539.7,40842,41626,4195245,9732593,11344278,131101,398172,504880
Ukraine,31,27,762,1148,2005,2006,2008,2007,1256,1266,1301,1295,114,124,126,127,11,14,13,12,97.5,7529,7673,645004,1659192,2171536,20807,75181,91911
Brazil,27,27,5388,9658,2009,2009,2010,2010,4916,4915,4804,4780,429,467,511,512,9,10,9,9,459.7,35574,36257,2686409,6669636,8174489,99497,369060,446660
Indonesia,24,23,2934,4882,2009,2010,2011,2011,5943,5594,5993,6017,537,511,553,552,8,12,13,13,381.7,29529,30096,1907694,7321095,8493141,79487,362814,439601
Lebanon,22,17,708,946,1997,1997,2007,2007,1061,1292,1316,1343,104,132,142,151,10,21,24,28,97.0,7492,7635,564249,1889959,2189966,25648,98097,121063
Canada,20,18,3355,5953,2008,2009,2009,2009,4264,4389,4328,4316,367,415,433,433,9,10,9,9,281.4,21640,22055,2593188,5406789,6871561,129659,383570,470365
Qatar,19,14,10087,8693,2008,2008,2008,2008,4207,4266,4292,4284,307,418,417,413,27,62,67,65,1224.4,92501,94277,3121228,15596544,13685748,164275,848524,1178362
Denmark,18,18,1689,3066,2007,2007,2007,2007,2855,2890,2861,2861,240,256,244,243,8,29,44,45,174.0,13347,13603,1197768,2788454,3452057,66543,222515,276739
Norway,18,17,3128,3713,2006,2006,2009,2009,3150,3288,3541,3438,278,320,299,306,14,36,74,55,321.6,21804,22222,1376957,4785840,4961919,76498,339701,470557
Romania,18,15,297,450,2008,2009,2007,2008,1081,1102,1078,1076,124,161,169,172,20,30,18,17,45.9,3529,3597,310340,781397,1005728,17241,61592,75930
Portugal,17,17,477,813,2002,2002,2009,2010,1366,1369,1375,1380,125,155,131,129,11,20,21,21,57.4,4425,4510,402742,1070755,1315630,23691,83362,107145
Jordan,16,14,1307,1529,2008,2008,2009,2009,1333,1373,1376,1364,138,145,137,138,16,16,18,18,122.6,9234,9411,823878,2358120,2595856,51492,174467,212658
Argentina,14,14,2628,4575,2010,2010,2010,2010,6359,6387,6398,6400,549,548,550,551,8,9,9,10,239.6,18555,18911,1700685,4099812,5097106,121478,454156,549359
Lithuania,14,14,2061,3649,2011,2011,2009,2009,3494,3481,3486,3490,300,316,312,311,11,27,45,48,174.7,13349,13605,1267931,2760891,3424520,90567,297416,365867
Oman,13,12,3217,2792,2008,2008,2007,2010,3637,3523,3633,3676,268,316,264,276,27,168,167,97,522.5,39717,40480,1302606,6044173,5998274,100200,485576,642029
Sri Lanka,13,12,1235,2036,2012,2012,2012,2012,4704,4653,4606,4590,422,455,430,431,20,65,29,28,151.9,11718,11943,1025646,2342140,2805904,78896,275466,343802
Guinea,13,13,861,1435,2004,2004,2005,2005,2968,3017,2990,2993,293,361,327,326,6,8,8,8,88.2,6812,6943,625000,1375426,1840133,48077,173235,209672
Malaysia,9,8,3365,5822,2011,2011,2015,2016,5712,6581,8516,9192,491,527,771,823,13,21,42,45,312.0,24168,24632,1776566,4776774,5250480,197396,691594,841319
Estonia,9,9,2063,3845,2009,2009,2009,2009,3696,3649,3694,3697,318,324,320,319,46,49,56,56,175.4,13395,13652,1579243,3439324,3885102,175471,490130,601319
Latvia,9,9,1902,3599,2006,2006,2009,2009,3583,3782,3613,3603,342,544,347,343,17,40,40,40,169.4,12923,13171,1238109,2519448,2915036,137568,401181,488187
