Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,466,254,1190,1651,1996,1996,2002,2002,418,525,453,450,58,90,99,97,29,63,64,65,315.7,24040,24501,2118000,6383244,9074739,4545,18062,24379
Container,272,28,1999,2549,2002,2001,2000,2000,568,513,478,482,45,45,52,52,15,19,22,22,418.9,32132,32748,2590382,9228195,10400709,9523,35748,42779
Chemical tanker,242,108,1098,1684,2009,2008,2007,2007,540,583,576,582,60,76,105,105,31,50,61,61,394.5,30037,30614,1399880,4952920,6083337,5785,23183,29073
Ferry-RoPax,153,4,1839,684,1990,1990,1990,1990,568,577,561,566,46,46,47,48,26,24,34,38,419.4,32034,32649,4251866,10514528,12901393,27790,59321,54029
Oil tanker,113,71,2438,4399,2009,2009,2008,2008,574,608,673,675,61,74,96,95,30,48,43,43,322.0,24792,25268,2633228,5271045,5795965,23303,60831,75862
Ro-Ro,68,7,609,413,1980,1988,1979,1979,562,440,564,556,64,97,69,71,33,72,83,86,179.3,13860,14126,462362,1007887,1032947,6799,16016,17349
Bulk carrier,59,52,1055,1683,2004,2004,2010,2010,615,983,1006,982,62,124,280,272,53,90,69,72,128.9,9951,10142,765542,1748188,2346564,12975,47611,58265
Vehicle,20,2,82,29,1987,1996,1987,1987,609,425,491,505,66,44,65,66,12,11,17,17,16.1,1225,1248,29643,130694,151356,1482,5634,6063
Liquefied gas tanker,18,10,76,88,2004,2002,2006,2006,666,667,824,822,76,85,95,94,15,46,61,59,40.3,3070,3129,66246,191925,211946,3680,20150,26497
Ferry-pax only,13,1,0,0,1981,1981,1981,1981,139,139,139,139,9,9,13,13,18,18,18,18,0.6,48,49,2231,4543,5723,172,399,526
Miscellaneous - fishing,6,5,18,15,2000,2003,2000,1998,1761,4383,2486,1748,1364,1327,1558,1312,26,145,253,218,22.6,1696,1728,102506,227378,258506,17084,40207,47663
Service - tug,5,4,1,1,1992,1995,1995,1997,257,979,703,567,59,1582,4390,3863,46,214,440,386,7.4,557,567,22599,53440,71554,4520,11671,15758
Service - other,3,3,12,8,2002,2002,2000,1990,2758,2253,999,1686,1425,1096,920,1452,346,637,660,1157,18.8,1413,1440,53593,109962,118491,17864,39751,44885
