Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Turkey,518,250,3986,6027,2002,2001,2004,2005,585,637,535,551,57,98,80,79,16,41,33,33,714.1,54739,55790,4863302,14298876,17071472,9389,31986,39811
Ukraine,342,159,2571,1986,1992,1998,1992,1998,545,470,556,552,50,91,59,66,23,58,45,69,554.2,42435,43250,4314525,10812202,13461798,12616,31670,33828
Russian Federation,292,155,850,1237,2001,2001,2004,2005,264,325,315,324,34,71,61,61,42,82,89,95,330.9,25176,25660,1213075,3426472,4164663,4154,14698,18645
Bulgaria,164,57,1105,1069,1999,2003,1997,2000,626,691,635,635,58,115,72,78,42,104,92,86,357.5,27347,27872,2204312,5887012,7252330,13441,37014,40413
Romania,81,52,502,667,2003,2004,2003,2005,582,640,608,611,65,195,87,83,27,56,34,36,121.5,9249,9427,662592,2112531,2483561,8180,29366,36736
Greece,12,11,179,248,2005,2004,2007,2007,950,977,954,956,82,93,90,90,21,39,44,48,35.5,2727,2779,175553,617485,735285,14629,61649,76307
Italy,7,7,480,838,2006,2006,2006,2006,1760,1754,1753,1751,165,165,170,171,31,32,35,36,56.2,4352,4436,484021,1175065,1334009,69146,203354,249046
Spain,5,5,158,243,2001,2001,2004,2004,2417,2462,2443,2449,279,256,261,262,107,81,66,64,29.8,2298,2342,103880,363517,495093,20776,108346,138206
Indonesia,3,2,1,1,1997,2000,1996,1995,233,246,252,253,40,43,42,42,11,12,11,11,0.6,44,45,9551,24017,32957,3184,8862,12237
Venezuela (Bolivarian Republic of),2,2,1,1,1990,1990,1990,1990,131,131,82,95,170,170,189,212,50,50,52,54,0.5,37,38,1923,5543,7896,961,3287,4582
Malta,2,2,42,66,2006,2006,2004,2004,1547,1547,1542,1540,174,174,166,163,21,21,20,20,7.2,553,564,26338,79822,121887,13169,66915,88320
Belgium,1,1,30,47,2010,2010,2010,2010,3563,3563,3563,3563,357,357,357,357,65,65,65,65,9.3,710,724,56254,159856,189350,56254,176328,206709
India,1,1,142,228,2016,2016,2016,2016,6082,6082,6082,6082,455,455,455,455,36,36,36,36,13.5,1047,1067,101553,200991,249294,101553,324200,376943
Gibraltar,1,1,1,1,2012,2012,2012,2012,3416,3416,3416,3416,1425,1425,1425,1425,346,346,346,346,5.5,410,418,5635,11562,12459,5635,12539,14159
Sweden,1,1,101,154,2012,2012,2012,2012,4179,4179,4179,4179,402,402,402,402,2,2,2,2,10.6,819,835,68874,136314,169073,68874,219875,255646
Panama,1,1,164,244,2013,2013,2013,2013,6925,6925,6925,6925,669,669,669,669,28,28,28,28,15.3,1181,1204,108691,215119,266817,108691,346988,403438
Argentina,1,1,0,0,2003,2003,2003,2003,61,61,61,61,43,43,43,43,31,31,31,31,0.6,48,49,547,1695,2162,547,1883,2429
United Arab Emirates,1,1,49,64,2007,2007,2007,2007,5059,5059,5059,5059,450,450,450,450,7,7,7,7,11.6,894,911,24357,88937,131315,24357,145736,199017
Portugal,1,1,24,36,2008,2008,2008,2008,2781,2781,2781,2781,239,239,239,239,0,0,0,0,6.0,465,473,43359,123212,145945,43359,135908,159325
Saudi Arabia,1,1,7,4,1973,1973,1973,1973,2178,2178,2178,2178,260,260,260,260,68,68,68,68,1.0,74,76,12666,36336,52218,12666,41285,59379
Lebanon,1,1,27,42,1998,1998,1998,1998,1499,1499,1499,1499,142,142,142,142,75,75,75,75,3.2,246,250,17068,47382,73642,17068,80411,104219
