Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,465,251,1398,1957,1996,1995,2003,2003,560,494,534,536,57,82,69,70,55,81,71,72,375.1,28562,29110,2252669,6857779,9769963,4844,19723,26636
Container,273,30,2495,3153,2002,2001,2001,2001,597,586,595,594,50,55,57,57,34,33,37,37,581.2,44545,45400,3342773,11726310,13249837,12245,45347,54239
Chemical tanker,246,110,1160,1777,2009,2008,2008,2008,593,599,601,605,64,80,95,95,39,52,63,64,455.0,34603,35268,1514605,5347156,6590148,6157,24610,30974
Ferry-RoPax,152,4,1895,702,1990,1990,1989,1990,574,582,581,585,49,48,51,51,22,23,24,23,412.6,31542,32148,4363735,10791171,13240836,28709,61282,55815
Oil tanker,111,70,2052,3695,2009,2009,2008,2008,569,549,586,587,70,89,114,114,39,46,49,49,386.4,29783,30355,2254207,4417208,4845171,20308,53340,66756
Ro-Ro,67,7,607,413,1980,1988,1979,1979,568,482,574,565,62,62,118,122,27,41,29,30,165.6,12807,13053,462472,1014471,1034803,6903,16261,17628
Bulk carrier,56,49,594,970,2005,2005,2008,2008,589,618,592,589,56,125,124,121,168,200,219,221,98.4,7585,7731,460648,1084933,1436514,8226,30384,37474
Vehicle,20,2,104,36,1987,1996,1989,1989,630,651,622,619,74,68,82,83,7,13,13,13,19.3,1473,1501,36360,160307,185652,1818,6910,7437
Liquefied gas tanker,17,10,69,79,2004,2002,2005,2004,617,777,789,775,78,88,123,122,71,98,116,113,54.1,4096,4175,59306,171818,189742,3489,19100,25117
Ferry-pax only,13,2,1,0,1981,1984,1982,1982,186,288,369,370,7,28,20,21,135,326,239,250,4.4,327,334,6459,13154,16571,497,1155,1523
Service - tug,6,5,1,0,1993,1995,1996,1998,310,360,251,229,56,52,50,44,53,48,44,49,2.0,148,151,12499,29556,39574,2083,5379,7263
Miscellaneous - fishing,4,3,2,2,1992,1993,1989,1989,258,580,364,287,30,393,532,304,52,67,40,48,3.3,246,251,15178,33668,38277,3795,8930,10586
Service - other,2,2,7,2,2012,2012,2011,2011,2408,2408,698,883,301,301,185,276,272,272,161,248,11.6,871,887,15749,32313,34820,7875,17522,19785
