Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Shanghai,12707,3455,113108,136276,2006,2007,2008,2008,84,319,324,319,12,67,128,147,13,70,116,126,16443.6,1265354,1289649,93663235,259626498,299331589,7371,23670,28017
Luhuashan,9423,4430,123284,184435,2007,2008,2007,2008,327,579,491,487,32,71,153,144,23,48,65,66,16208.2,1249145,1273129,99440329,263558194,317149604,10553,36975,45049
Dalian,8709,1593,72927,88174,2006,2007,2008,2008,123,551,320,439,13,78,157,202,11,65,54,65,10948.6,842515,858691,68740426,182797627,215558084,7893,24112,28101
Taicang,7299,3308,67584,115335,2006,2007,2008,2008,111,305,398,405,19,66,184,187,15,36,51,51,7907.9,609416,621117,46099866,119695377,145283028,6316,22728,27681
Zhoushan,5646,2262,125519,173035,2007,2008,2009,2009,371,662,511,544,42,111,146,159,26,99,81,86,16999.0,1309716,1334863,86361271,216780136,251972712,15296,49015,59480
Beilun,5560,1881,107371,138358,2007,2008,2009,2009,294,601,475,502,49,87,121,132,16,56,48,56,13242.2,1022197,1041823,80250161,219661397,251820102,14433,47618,57054
Tianjin,4972,2078,84945,109163,2007,2008,2009,2009,425,679,640,644,59,103,149,157,28,54,45,47,10947.3,843702,859901,76643944,209385508,249829810,15415,50621,61334
Yantai,4910,523,23062,18604,2006,2006,2008,2007,94,631,198,310,8,100,78,112,5,57,34,59,3472.7,266170,271280,24912191,64528548,78242392,5074,13514,14635
Qianwan,4210,1380,116423,137622,2007,2008,2010,2009,439,601,591,585,43,88,116,122,15,27,24,25,12502.5,966053,984602,73148949,215994264,245869407,17375,60596,72616
Zhangjiagang,4137,1921,27389,46710,2006,2007,2008,2008,139,281,346,354,16,55,144,145,36,79,167,171,5074.7,390351,397845,22109006,55758184,66799500,5344,18354,22539
Yangshan,3998,1440,139845,151125,2009,2009,2011,2011,253,537,425,430,43,81,100,104,20,41,37,39,12878.8,993536,1012612,70382771,199624599,227378431,17604,61588,73965
Nansha,3644,1073,115553,145266,2007,2008,2009,2009,479,608,729,737,52,74,111,119,18,56,44,50,13309.3,1029166,1048926,100365877,261753077,296310499,27543,82896,96806
Guishan,3350,1191,65068,97149,2006,2007,2006,2005,544,807,927,952,60,106,162,167,16,36,43,44,8155.8,627812,639866,56501142,147729859,174310814,16866,56079,67460
