Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Luhuashan,17436,6199,68345,102069,2006,2007,2009,2009,103,194,177,184,13,38,109,113,20,68,184,183,14206.0,1090098,1111028,57560258,153883207,183942794,3301,11424,13936
Shanghai,8992,2569,126393,145039,2006,2007,2007,2008,265,506,453,441,42,72,145,162,15,44,53,56,17918.4,1379978,1406473,119718522,334548969,384998213,13314,42383,50094
Dalian,8437,1337,74320,87515,2006,2007,2008,2008,143,606,334,458,14,89,126,155,7,64,50,65,11219.8,863258,879832,69906230,179005454,210763593,8286,24510,28459
Beilun,6523,2493,133023,176350,2008,2008,2009,2009,296,499,465,470,38,78,94,100,20,51,46,55,15911.3,1229366,1252970,92029723,247974721,283424941,14108,46273,55357
Taicang,5802,2563,46223,75546,2006,2007,2007,2007,126,337,405,407,19,57,164,172,35,66,98,102,7364.9,566379,577254,36480432,98306496,120636569,6288,23189,28375
Zhoushan,5666,2183,132519,170494,2007,2008,2010,2009,429,657,511,523,48,137,176,190,21,56,49,56,16811.4,1296203,1321090,87564178,230430039,266900993,15454,51094,61751
Tianjin,5276,1973,96155,115819,2007,2008,2008,2008,457,675,643,635,48,84,126,134,21,61,44,51,12082.5,931840,949731,83804237,239003276,282078221,15884,52972,63746
Yantai,4854,540,21985,20715,2006,2005,2008,2008,94,575,191,358,8,85,104,150,4,65,40,61,3485.4,267415,272549,26845745,67182408,80807667,5531,14491,15751
Qianwan,4597,1601,143090,168682,2007,2008,2009,2009,466,604,589,587,47,73,85,89,17,44,36,39,15565.3,1203649,1226759,95142521,269104683,307912171,20697,69313,82314
Guishan,4500,1743,18128,27022,2006,2007,2007,2007,65,227,209,220,8,35,193,172,27,72,133,120,5123.1,392076,399604,23766254,58020140,68444754,5281,16024,19373
Yangshan,3822,1436,134810,142583,2009,2008,2012,2012,211,433,447,444,37,60,73,76,19,42,33,33,12434.2,960830,979278,61675854,185608226,204871826,16137,57339,69288
Majishan,3421,1264,17616,28545,2005,2006,2007,2008,124,273,302,302,19,59,158,153,26,53,79,79,2720.7,208655,212661,17384854,41566183,49348252,5082,15352,18581
Qinhuangdao,3172,828,75101,131177,2005,2006,2005,2005,718,766,804,819,93,132,176,171,43,66,65,66,8254.4,638523,650783,47469805,113202173,136863167,14965,54256,65219
Nansha,3074,853,121812,157078,2006,2007,2008,2008,850,749,861,908,82,96,141,155,23,46,45,46,13132.7,1015624,1035124,103574406,274009307,311320615,33694,103256,121163
Zhangjiagang,2806,1349,32566,54564,2006,2007,2006,2006,324,559,620,623,48,82,271,260,34,62,80,80,4360.6,335608,342052,31964780,77671979,94204457,11392,37448,45440
Huanghua,2751,712,84442,146276,2006,2007,2006,2006,779,972,919,918,101,140,215,196,45,69,70,69,8150.4,630761,642872,58489237,133442738,156916243,21261,70123,83042
Liuheng,2644,1304,62792,81354,2007,2008,2008,2008,240,631,468,481,45,108,171,196,17,62,82,96,7181.5,555098,565756,45418829,115139653,132984297,17178,53820,63164
Lianyungang,2605,1207,43299,67777,2006,2008,2008,2008,420,772,580,599,44,126,317,324,22,70,77,82,5051.7,389297,396771,35583282,90825026,107989420,13660,44962,53883
Bayuquan,2578,981,56417,80730,2005,2008,2006,2006,681,595,728,702,68,79,129,126,25,65,44,48,7118.6,550101,560663,51023721,136705888,159104721,19792,63794,76139
Tangshan (Jingtang),2537,912,61156,103980,2006,2007,2006,2006,680,758,806,822,76,100,170,175,35,71,69,72,6027.9,466131,475081,41766872,101356083,121059782,16463,55634,66490
Xiamen,2338,860,64372,76246,2006,2007,2009,2008,403,772,615,626,44,89,97,105,16,51,45,50,7138.8,551381,561967,45100877,132954941,150827845,19290,66175,78743
Caofeidian,2324,977,61017,105915,2006,2007,2007,2007,716,724,775,773,86,103,206,172,44,72,122,91,5955.5,460506,469348,36341114,84928769,104058060,15637,54362,65547
Tianjin Xin Gang,2155,1072,76955,106430,2007,2007,2009,2008,519,742,776,810,63,97,155,159,25,51,54,61,7501.0,576569,587639,45059670,127464720,142913700,20909,72161,86958
Changshu,2054,1276,16300,26394,2006,2007,2008,2008,195,447,503,505,36,71,271,273,29,59,84,83,2609.3,199997,203837,14424786,38455173,49733372,7023,26624,33543
Rizhao,1984,1076,49871,80997,2006,2008,2006,2007,494,662,617,600,66,117,176,170,30,86,77,81,5217.3,403177,410918,35828943,88108685,103106829,18059,56633,67319
Changzhou,1804,948,13189,22021,2007,2007,2008,2008,226,417,474,482,33,58,114,114,29,50,91,93,2274.3,174448,177797,11924317,30573019,37219345,6610,23164,28215
Huizhou,1706,425,20309,34708,2008,2007,2008,2008,387,969,1020,1057,45,140,415,405,25,63,102,98,3454.5,264159,269231,40493132,90918049,115663778,23736,65478,84694
