Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,27688,2614,1996025,2184335,2007,2008,2010,2010,763,1453,1620,1586,64,115,298,293,14,28,28,28,200139.1,15476101,15773243,1217500512,3594915895,4052068957,43972,150366,178209
Bulk carrier,19282,6604,3882001,7278392,2009,2010,2010,2010,2811,3243,3862,3904,291,340,595,598,69,105,101,101,245935.7,19044832,19410492,1595857221,3769411877,4408084861,82764,276192,331723
General cargo,10618,2099,154548,215943,2003,2004,2006,2007,926,1757,1884,1868,107,202,409,409,32,73,88,87,25061.4,1922650,1959564,150382202,486650752,700268033,14163,66768,89912
Chemical tanker,8327,1600,157197,253805,2007,2008,2008,2008,928,1856,1884,1905,98,196,361,363,24,49,63,64,31556.1,2427522,2474130,148456717,571859098,678807746,17828,78469,95523
Oil tanker,4209,1574,1551814,2958667,2008,2008,2010,2010,1872,4095,5299,5401,201,428,828,832,52,105,93,93,103694.9,8027270,8181393,856291788,1501967421,1613675152,203443,545741,679996
Liquefied gas tanker,3631,727,446275,398666,2007,2009,2011,2011,1232,3452,4298,4195,123,267,435,434,26,46,60,60,54188.1,3668975,3739419,112542888,711521314,608844920,30995,240596,362184
Vehicle,1515,457,170385,58269,2005,2007,2007,2006,1057,2524,2356,2344,85,184,372,368,14,41,56,56,10773.7,833821,849831,59005416,260150620,301280932,38947,148039,159323
Ferry-pax only,1168,77,477,43,2006,2004,2001,2001,313,1170,775,751,16,90,384,375,8,45,95,102,610.4,45827,46707,3432443,7018578,8844854,2939,6848,9029
Ferry-RoPax,1125,29,9684,2799,2006,2001,2002,2004,251,1318,424,400,16,79,31,28,11,207,252,254,2725.8,208858,212868,17409720,43044290,52821764,15475,33036,30117
Cruise,673,43,53451,4675,2006,2002,2008,2007,555,662,740,747,38,43,52,57,9,19,47,47,8876.8,687565,700766,6235888,68163022,87228197,9266,88761,108150
Refrigerated bulk,539,199,8710,9481,1991,1991,1991,1991,1047,3428,2883,2851,99,465,1532,1500,62,146,166,164,5513.7,417655,425674,28126182,61457073,69225613,52182,111200,120062
Service - tug,449,115,530,457,2008,2007,2009,2008,650,1229,1128,1178,96,270,459,475,22,87,274,304,465.2,35109,35783,11691777,27647533,37018552,26040,67239,90784
Ro-Ro,318,23,2273,1088,1997,1998,1998,1999,422,1213,520,579,32,110,132,163,7,54,30,39,522.5,40386,41162,2004128,10661074,6075010,6302,15149,19399
Service - other,253,91,3852,3005,2002,2002,2005,2005,597,2976,2298,1812,69,540,2076,2343,20,282,393,331,1041.1,79583,81111,20972130,43030207,46367654,82894,184453,208273
Miscellaneous - fishing,244,110,2170,1358,1994,1993,1995,1992,934,4225,4961,4608,86,678,3510,3465,38,289,245,237,768.2,58186,59303,9548205,21179758,24079241,39132,92095,109173
Other liquids tankers,26,4,132,145,2003,2007,2007,2007,1075,1071,1266,1220,82,104,217,211,23,19,14,14,62.3,4825,4917,74303,212158,457413,2858,9901,15998
