Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
"Korea, Republic of",14163,4403,328208,380535,2006,2007,2009,2009,705,1097,888,897,58,123,183,169,17,47,38,44,45595.3,3509651,3577036,281065794,820758156,962052745,19845,67723,81193
Japan,13829,3061,245203,251106,2006,2007,2008,2008,930,1191,1046,1144,82,135,158,189,12,51,34,46,40381.6,3108127,3167803,216935360,699078693,835727849,15687,56964,69536
"Taiwan, Province of China",8737,2310,126282,160028,2005,2006,2008,2007,429,1090,571,608,36,123,154,175,15,64,57,64,18598.9,1427398,1454804,117650691,316810724,376642347,13466,46557,56779
Hong Kong,7171,3030,126502,168567,2006,2007,2008,2008,382,702,658,670,35,87,224,216,9,24,37,32,15311.2,1170192,1192660,92662751,269887891,314008276,12922,45512,55700
Singapore,6991,4000,779682,1046087,2009,2009,2010,2010,1622,2141,1819,1904,135,207,189,214,15,29,28,28,70260.4,5412284,5516200,431729165,1190861421,1352882560,61755,217730,266105
Australia,6411,2566,1852678,3339501,2011,2011,2011,2011,3744,3974,3758,3722,315,366,343,344,69,105,106,108,103978.2,7869095,8020181,735216330,1843926028,2059271625,114680,387987,473160
Malaysia,4099,2409,679802,1132960,2008,2009,2009,2009,2081,2249,2155,2234,172,215,241,257,21,49,37,34,46137.5,3547297,3615405,319672600,817571031,905610725,77988,251645,307091
Indonesia,3607,2438,424507,760147,2008,2009,2009,2009,2083,2288,2293,2302,183,231,285,288,42,108,80,79,31113.3,2393661,2439619,232003633,549692743,622629187,64320,211351,258742
Viet Nam,3512,1332,93106,120245,2005,2007,2007,2007,995,1528,1203,1260,81,172,184,200,22,90,69,76,13341.4,1028548,1048296,81641469,252546661,298918910,23246,86694,105339
Philippines,2356,1074,73860,109017,2007,2007,2008,2009,1173,1571,1326,1413,106,167,188,199,39,101,118,124,10080.5,775694,790587,61140680,173525526,204849782,25951,93301,111728
Russian Federation,1912,1177,79543,126555,2005,2006,2008,2008,1233,1530,1438,1417,127,196,225,212,49,89,77,76,8751.7,668509,681344,61657824,152523252,184123579,32248,106252,130554
United States of America,1720,1001,800143,930057,2009,2010,2010,2010,5847,6951,7007,6889,424,549,496,514,69,99,81,86,86971.3,6695543,6824097,423232389,1187446886,1376162832,246065,896229,1091247
Thailand,1414,707,69206,91209,2007,2007,2007,2007,2145,2559,2373,2430,147,228,256,275,23,84,76,89,10216.9,788437,803575,60959009,191199592,224193800,43111,161902,196457
Canada,678,557,182579,275699,2010,2011,2010,2011,5239,5418,5108,5163,468,529,469,502,72,129,107,118,15755.7,1215634,1238974,90462855,245426459,293043190,133426,511533,619642
United Arab Emirates,494,340,252919,459576,2008,2008,2009,2009,5608,5376,5553,5576,445,485,541,545,27,85,67,68,14960.6,1158514,1180757,120600123,258377166,268284394,244130,768474,990956
Mexico,278,211,116869,139010,2008,2009,2008,2008,7081,7307,7029,7020,437,533,472,490,40,75,55,63,12904.3,999013,1018194,68203722,193286733,229239880,245337,878669,1049526
Macao,252,84,1151,1689,2005,2005,1996,1996,230,514,736,816,28,61,75,68,10,19,164,179,163.2,12438,12677,1199143,3004411,3609166,4759,15267,18805
Papua New Guinea,179,104,18814,20375,2003,2003,2010,2008,2978,3364,3623,3468,276,383,337,349,37,127,73,91,2077.3,151153,154055,9078912,37759651,41225162,50720,269065,369722
India,175,112,11077,18680,2007,2007,2008,2008,854,3154,2431,2408,154,320,454,458,41,96,131,139,1234.5,95271,97100,8358945,21251213,25705320,47765,167690,205310
New Zealand,162,120,30825,45495,2012,2011,2011,2011,5426,5632,5571,5642,454,471,486,512,58,68,66,73,3017.9,233549,238033,21924046,56388873,69384067,135334,474008,571625
Netherlands,152,43,138210,137274,2013,2012,2016,2015,9822,7310,8926,8257,586,621,608,610,39,79,43,45,11414.5,882862,899813,48522588,147427955,158847275,319228,1172676,1452044
Brazil,133,117,81937,152827,2011,2011,2011,2011,10516,8966,8861,8893,892,824,966,964,74,110,120,118,4069.5,315179,321231,28997845,76650318,88395037,218029,790154,970433
Iran (Islamic Republic of),133,67,27707,40370,2007,2006,2007,2007,4994,4576,4902,4709,317,414,441,471,35,106,99,99,3186.7,246791,251529,20345538,53608879,59064018,152974,481119,576738
Sri Lanka,107,65,29350,34120,2010,2007,2012,2011,2891,2948,2802,2830,166,284,224,248,16,45,21,22,2295.6,177706,181118,12198059,29870634,37173885,114001,426926,534112
Solomon Islands,104,48,7789,13309,1996,1998,1997,1997,3314,3400,3633,3641,304,338,345,346,14,65,205,208,676.3,52211,53213,4503750,13216515,18975782,43305,206286,264150
Brunei Darussalam,104,77,5295,7592,2007,2007,2008,2007,1930,2073,2236,2257,166,199,230,240,66,134,114,121,650.0,49036,49977,3807683,11068118,13310929,36612,138899,178832
Bangladesh,100,70,5960,7846,2007,2007,2008,2007,3594,3018,2684,2549,257,296,323,328,126,193,205,208,1027.9,79159,80679,4961676,16515021,19504405,49617,196449,240067
Panama,95,88,30555,39302,2011,2011,2012,2011,9068,8698,8780,8762,666,685,658,681,38,109,49,50,3308.4,253796,258668,15012687,49832786,57181429,158028,738406,970322
South Africa,90,81,32213,56624,2008,2009,2011,2011,7210,6499,6507,6549,597,606,709,709,54,80,87,92,2103.3,159508,162571,14134993,34383912,40097073,157055,541728,662706
Saudi Arabia,78,63,20740,29157,2009,2009,2010,2010,5789,4476,4425,4052,386,360,489,498,34,76,57,69,1441.2,111620,113763,9308048,28238717,31700314,119334,442819,541963
Chile,76,69,41663,69803,2012,2012,2012,2012,10249,10056,10347,10352,892,873,895,898,146,166,201,209,2573.3,199134,202957,18172412,47714376,58739537,239111,914787,1129420
Peru,74,66,43630,72810,2011,2011,2011,2011,9788,9644,9855,9849,797,801,820,849,88,138,198,223,2737.3,205943,209897,19293384,50163118,58752979,260721,934336,1141287
Korea (Democratic People's Republic of),69,30,1027,1452,1995,1995,1992,1993,1391,5578,3995,4061,220,649,3247,3036,86,629,598,570,234.2,17830,18173,2819732,8044532,11080943,40866,149223,193682
Colombia,57,48,19492,35385,2011,2011,2012,2012,9080,8154,7479,7841,743,752,881,889,67,137,82,82,1300.6,100646,102578,9525625,22643672,28138457,167116,604568,737484
Norway,46,10,1905,2204,2013,2004,2012,2013,171,2738,1868,1308,30,238,760,702,19,69,71,93,194.9,12639,12882,617433,2727623,2693685,13422,77302,109710
Venezuela (Bolivarian Republic of),46,8,332,515,2015,2010,2012,2011,100,1374,398,360,34,277,597,487,22,94,127,117,144.4,11040,11252,463763,945285,1077387,10082,27466,34040
Cambodia,44,25,1406,1850,2006,2005,2007,2007,1346,2334,2141,2161,94,195,337,335,26,50,44,43,259.6,20012,20397,1395416,4617697,5478118,31714,123697,151381
New Caledonia,38,33,4854,8373,2011,2011,2011,2011,4340,4563,4525,4523,382,490,532,525,123,259,268,273,446.9,34573,35237,3378567,8081174,10193501,88910,330168,400109
Oman,34,28,7812,11712,2007,2006,2009,2010,3492,4671,4687,4520,306,429,476,506,24,118,110,114,711.6,50198,51162,3470341,9508411,9951981,102069,400415,527207
Kuwait,34,26,23207,43168,2010,2009,2011,2011,6266,5385,6108,6139,446,435,489,492,35,130,67,56,1319.2,102179,104140,10679733,21105111,21610514,314110,952956,1233268
Pakistan,33,31,2738,4203,2008,2008,2008,2009,4471,3314,3746,3643,375,320,439,439,58,119,148,152,336.4,25948,26446,1683099,4805167,6684229,51003,235816,305726
Iraq,32,19,8429,15876,2006,2007,2012,2012,765,3638,3551,3847,68,378,509,512,37,300,97,98,417.2,32276,32896,4196714,7408393,7898577,131147,358479,443074
Nigeria,31,18,8800,10164,2003,2007,2013,2012,343,5560,6525,5543,41,431,736,799,22,48,58,74,797.4,52685,53696,3248691,13250282,12225795,104796,532651,770052
Gabon,31,2,92,151,1996,2003,2000,2001,38,490,77,79,12,107,81,83,1,78,61,63,11.8,911,929,100673,167689,221800,3248,8171,10048
Qatar,31,26,12474,14383,2009,2009,2009,2009,5750,5081,5810,5759,375,442,430,457,34,58,71,58,1130.1,82473,84056,4130877,19049783,16975767,133254,718127,1031366
Guinea,29,9,5304,9648,2004,2009,2009,2009,124,5612,3134,3916,25,460,782,817,11,71,140,139,290.7,22509,22941,1992827,5209087,5953273,68718,218692,268313
Turkey,29,25,3465,5845,2007,2007,2012,2013,1481,4417,4240,4375,330,429,735,747,10,55,51,52,304.6,23554,24006,2089233,5170860,6553895,72043,276921,348737
Morocco,28,21,29622,30520,2011,2012,2014,2013,8281,7153,7686,7426,459,483,515,527,18,56,30,33,2547.3,197265,201052,6426998,30118075,31223850,229536,1209121,1510652
Costa Rica,27,25,8842,12616,2008,2008,2008,2009,9328,9204,9394,9279,890,895,956,938,136,151,197,189,775.5,59990,61142,4190034,10944969,13938105,155186,637548,789008
Angola,26,11,3694,3552,1999,2007,2014,2014,118,3463,3696,2345,38,236,521,502,8,25,22,23,425.8,28599,29148,969074,5340664,4629887,37272,233344,341556
Spain,26,24,4258,6068,2008,2007,2009,2009,732,3874,3973,4252,154,399,938,999,28,66,58,53,380.5,28042,28580,1815043,5694810,6762392,69809,325366,430416
Egypt,24,21,2829,3741,2008,2008,2012,2011,878,2893,3304,2809,133,260,560,513,30,52,56,65,251.8,18566,18923,1407271,4471144,4922736,58636,262840,347531
