Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Luhuashan,9030,3662,292681,426836,2006,2007,2008,2008,889,1957,1863,2009,76,189,347,371,20,46,60,64,35774.7,2759813,2812802,235704785,671639959,816673826,26102,95144,115695
Shanghai,4056,1367,221206,205488,2007,2007,2007,2007,877,1798,1495,1677,75,184,304,350,12,55,53,64,26085.5,2010079,2048673,154897279,488815203,561438884,38190,130367,153088
Beilun,3417,1922,527060,901785,2008,2009,2010,2010,1415,2839,3085,3478,154,299,548,576,24,53,58,60,39598.2,3063236,3122050,261566868,630610025,693529919,76549,249798,307808
Qianwan,2959,1360,431160,631451,2008,2009,2010,2010,1145,2599,2689,2987,97,258,499,553,19,36,39,44,36978.5,2861724,2916670,234657923,604680994,690318530,79303,258743,309519
Chiwan,2938,695,133565,155039,2006,2007,2009,2009,560,1265,1150,1145,60,113,212,217,11,28,24,27,15787.6,1220506,1243940,94455666,288381063,320706546,32150,109676,130021
Zhoushan,2569,1648,374602,544870,2008,2007,2010,2010,1179,2727,2488,2741,130,300,514,556,34,112,87,90,33323.5,2516511,2564828,194777217,522847291,570016149,75818,253963,314762
Dalian,2489,1204,322351,545589,2005,2006,2010,2010,1067,2624,4091,4543,94,252,663,713,41,103,129,139,24695.1,1870639,1906555,159680920,420327907,466081037,64155,210527,261871
Tianjin,2462,1432,231215,297635,2008,2008,2010,2010,1392,2548,2818,2892,130,242,363,391,26,52,49,56,22838.0,1728146,1761326,129159317,388562893,441666838,52461,197286,242477
Lianyungang,2172,1231,243869,419803,2007,2008,2008,2008,1270,2909,3580,3851,124,284,547,567,42,78,83,86,18101.0,1398848,1425706,111882828,293596094,346310478,51511,179413,216025
Xiamen,1989,641,132363,149887,2006,2008,2011,2011,310,1956,1956,2038,29,179,440,461,12,35,28,31,13271.7,1025950,1045648,72755147,217299004,253392068,36579,133871,159897
Yantian,1947,688,286597,302335,2009,2010,2012,2012,542,1554,1631,1630,54,119,447,450,15,19,20,20,24051.6,1861914,1897663,131091959,390178734,438919137,67330,242546,291307
Rizhao,1797,1291,542171,979078,2009,2009,2009,2009,3433,3868,4718,4781,290,364,653,667,82,105,109,111,33171.9,2517063,2565390,207926768,508467437,567096923,115708,384252,474990
Yangshan,1511,793,265338,280436,2010,2009,2013,2012,848,1785,1993,1951,87,149,340,337,22,39,31,32,21965.0,1678253,1710475,108558517,342365773,377529930,71845,273925,335001
Guishan,1488,941,46973,62869,2006,2007,2007,2007,1403,1658,1968,1971,123,174,311,321,16,45,55,66,6010.0,460600,469444,34962764,109757860,131045763,23496,92054,112166
Lanshan,1487,1120,422184,798657,2009,2010,2011,2011,2956,4018,5053,5111,334,402,782,789,71,116,104,103,26432.3,2046262,2085550,199211693,398845373,456000236,133969,407098,498912
Taicang,1401,853,42347,66118,2006,2007,2009,2009,863,2024,2082,2273,96,236,438,456,16,50,72,74,5559.0,428451,436678,33237538,100217559,125355826,23724,96598,120146
Qinzhou,1351,624,45830,73329,2006,2009,2010,2010,929,1812,1631,1719,95,201,316,325,19,94,106,114,5305.3,409693,417559,30148407,85944239,99018181,22316,87176,109268
Nansha,1283,659,111119,127736,2008,2008,2011,2010,670,1627,1725,1884,75,160,299,330,12,65,42,50,10724.5,829291,845213,56258408,163372391,191403484,43849,162336,198954
Liuheng,1268,773,162459,263186,2008,2008,2009,2009,967,2600,2559,2781,108,277,468,494,20,87,69,69,13097.9,1012613,1032056,86476343,209430468,240448712,68199,214712,254399
Tianjin Xin Gang,1241,814,290559,454744,2008,2009,2011,2011,2431,3363,3544,4033,182,304,521,562,39,68,60,65,21861.2,1637465,1668904,116138279,325072810,357025234,93584,328748,409053
Majishan,1077,632,230099,443898,2006,2006,2010,2010,979,2700,5454,5699,118,276,850,861,23,43,67,67,12032.0,930973,948847,80293855,212184703,240368464,74553,236956,291755
Fangcheng,956,851,138158,258482,2009,2010,2010,2010,1550,2478,3061,3084,151,238,439,440,113,161,165,165,9751.9,754687,769177,63664102,144036908,167452258,66594,218572,265030
Caofeidian,953,777,397690,708572,2010,2010,2010,2010,3885,4252,4948,4950,348,386,578,588,74,87,92,94,24318.5,1837134,1872406,143614430,368621646,399009014,150697,505929,634947
Zhangzhou,943,528,98876,118743,2008,2009,2011,2011,394,2050,1776,1828,65,189,375,381,23,57,41,51,8194.3,633914,646085,51762312,142452834,168361892,54891,197442,236642
Yantai,935,508,121045,212438,2007,2007,2008,2009,904,3124,4092,4805,104,309,792,843,32,67,94,98,8232.6,636692,648916,61056985,141808918,165105639,65302,203533,242563
Shekou,920,311,32544,32970,2008,2008,2008,2009,563,1056,1024,1072,54,90,170,193,12,22,34,37,4518.1,349092,355795,22474899,73601184,83637456,24429,90120,106349
Tangshan (Jingtang),915,594,213569,406931,2009,2010,2011,2011,3722,3593,3970,4009,354,387,489,490,48,58,63,63,12792.8,990498,1009516,83314206,197191854,225775945,91054,288734,346270
Zhanjiang,847,668,237351,449621,2008,2008,2009,2009,1794,3309,4215,4276,243,358,763,765,61,84,81,80,14486.1,1121548,1143082,101682848,217938877,243767970,120051,361317,442283
Jiangyin,780,176,39875,42849,2004,2005,2013,2013,421,1396,2708,2646,53,134,282,280,20,53,30,34,4126.3,318648,324766,20481504,52353185,63847097,26258,93583,114679
Longkou,759,534,101963,187780,2008,2008,2010,2010,2746,2969,3351,3393,257,292,505,514,82,107,112,112,8027.3,621421,633352,55542398,131715590,151994998,73178,240471,293245
Qingdao Gang,732,624,189220,331546,2008,2008,2011,2011,1550,3139,4211,4683,162,319,737,774,30,79,80,72,14359.6,1111134,1132468,97035512,204101742,227214965,132562,394027,480599
Bayuquan,720,611,154527,293215,2009,2009,2011,2011,2752,3323,4539,4613,264,376,727,731,76,164,198,199,10410.2,805827,821298,70585793,154175118,176289250,98036,307249,376004
Taizhou,651,220,1954,2821,1997,1999,2002,2003,1049,1195,1176,1178,109,139,182,180,34,44,76,77,520.4,39402,40158,6212439,16520678,22696730,9543,30130,41367
Shidao,638,259,7133,7052,2008,2002,2005,2004,233,1608,627,992,24,207,551,643,19,191,270,416,1717.7,131069,133586,11744332,31121404,35530219,18408,49240,56846
Xiuyu,544,467,105189,181541,2008,2008,2009,2009,1779,2507,3971,3923,165,243,532,524,62,80,113,91,7677.5,569629,580566,46025180,112736679,118535138,84605,301802,391362
Lian Jiang,540,363,68375,128811,2008,2006,2006,2006,1253,2947,3962,4145,100,333,661,662,34,120,115,114,4160.4,321378,327548,28885555,69920926,81145174,53492,172967,211826
Weitou,528,103,2123,2926,2001,2003,2004,2005,171,1251,830,815,17,146,298,289,10,39,42,36,529.6,40402,41177,3350280,9447151,11698542,6345,20729,25675
Chek Lap Kok,509,180,11658,20693,2007,2007,2007,2007,424,1563,1879,1964,48,197,407,399,4,72,114,117,1205.9,92951,94736,8227436,19054679,23336271,16164,53490,65770
Zhenhai,502,359,10740,17026,2004,2005,2008,2008,1107,1787,2623,2689,144,207,521,527,28,46,41,40,1937.2,148936,151796,7913173,32242568,38959972,15763,78582,98476
Qingdao,464,385,49074,71980,2006,2007,2010,2011,1140,2622,3183,3912,96,241,671,771,45,82,74,83,4336.5,335092,341525,27286946,69919081,83547969,58808,206577,249786
Xinsha,459,329,27754,44335,2007,2008,2008,2009,1305,2236,2708,2784,125,236,510,517,26,61,92,99,3100.5,238696,243279,12242210,46731508,49873249,26671,136991,179710
Mcid,458,341,39200,51349,2007,2008,2007,2007,1495,2135,2127,2429,180,310,559,612,41,68,89,118,3159.4,244452,249145,16078361,52372771,60653517,35106,140648,164481
Zhapu,447,247,6732,9712,2010,2008,2010,2010,1056,1604,1718,1735,119,204,393,402,22,34,59,67,1605.3,123219,125585,7031621,21631207,25632062,15731,65671,82307
Zhuhai,437,275,39068,47881,2007,2008,2011,2010,1251,2291,3257,2886,119,213,417,392,26,55,51,57,4132.8,295689,301367,12742988,59691523,58353713,29160,176905,249959
