Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,48488,2505,1237991,1402637,2007,2008,2009,2009,288,432,510,513,33,47,95,96,14,22,30,30,135795.2,10499658,10701251,880939850,2531977684,2838304619,18168,59082,69460
Bulk carrier,44043,5333,1053177,1890351,2006,2009,2007,2007,508,564,671,672,64,95,214,214,48,86,96,96,93324.6,7223648,7362342,559008973,1302713962,1583740951,12692,46123,55239
Chemical tanker,23249,1427,68040,105862,2008,2008,2008,2008,208,306,412,411,28,42,164,167,23,44,64,66,25550.5,1952910,1990406,118477076,369128956,449122437,5096,18085,22220
General cargo,20349,1861,99790,142957,2003,2004,2003,2003,227,461,531,530,37,83,274,270,28,69,135,137,19201.9,1464960,1493088,106431431,341101683,490227121,5230,24089,32478
Oil tanker,11835,938,199322,348668,2008,2009,2009,2009,259,772,640,656,37,117,223,226,35,113,120,122,37809.7,2916181,2972172,217101776,403761057,459133877,18344,50975,62414
Ferry-RoPax,9058,32,26875,7094,2008,2005,2007,2007,92,3054,122,122,8,410,302,303,4,111,68,68,5754.1,439162,447594,44486619,109856364,134905957,4911,10489,9617
Liquefied gas tanker,7497,462,30686,30609,2006,2007,2008,2008,250,483,646,619,28,56,349,329,22,44,129,116,9561.9,719831,733652,14234216,59353162,57423697,1899,12260,17255
Service - tug,4572,209,6596,5601,2008,2006,2008,2007,224,736,743,765,46,161,555,547,26,91,273,278,5569.8,418919,426963,143269539,338789330,453620602,31336,80916,109250
Vehicle,4431,347,73603,24240,2004,2006,2006,2006,535,538,573,567,43,51,131,131,14,20,62,62,6694.9,515757,525659,24546363,108223142,125333429,5540,21056,22661
Service - other,2823,207,19358,17500,2005,2005,2006,2006,313,1205,999,937,64,317,897,850,39,143,331,306,5956.6,450808,459463,122114466,250552076,269985035,43257,96254,108684
Ferry-pax only,1224,55,710,98,2007,2005,2007,2009,655,3790,1297,1215,41,318,999,836,17,26,117,125,989.4,74289,75715,8062493,16420021,20684153,6587,15318,20194
Miscellaneous - fishing,1039,42,515,483,1983,1992,1991,1989,320,1534,860,822,43,200,437,368,12,263,292,278,582.4,43752,44592,3395556,7531997,8563118,3268,7691,9118
Refrigerated bulk,503,110,1995,2257,1987,1991,1986,1987,231,1180,946,964,46,176,1317,1331,37,208,280,277,2509.2,189138,192770,6694811,14628486,16477614,13310,28363,30623
Ro-Ro,250,15,1080,548,2001,2000,2002,2003,199,379,247,257,18,56,127,146,23,65,65,64,376.8,29022,29579,717029,2398489,1814017,2868,6807,7878
Cruise,92,29,5247,511,2004,2003,2008,2007,519,735,848,842,37,50,76,79,24,33,75,71,1276.8,98879,100777,1114397,8461950,10448795,12113,80141,92752
Other liquids tankers,5,2,31,40,2010,2012,2012,2012,112,382,203,222,62,65,654,583,14,38,45,47,100.0,7749,7898,20361,58138,125346,4072,14108,22797
