Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Shanghai,7807,2239,380368,459412,2007,2007,2008,2008,870,1986,1712,2024,67,180,272,302,11,54,56,68,45365.1,3495213,3562322,250579531,795428556,925980413,32097,115946,138854
Chiwan,4131,1021,269879,309626,2007,2008,2008,2008,1413,1486,1389,1394,91,115,129,134,16,30,27,29,32947.0,2548840,2597778,202620584,592269337,671547877,49049,163745,192956
Taicang,2812,1718,205438,361036,2006,2008,2010,2011,1101,2351,2766,2897,125,223,355,353,25,72,93,96,15604.5,1204880,1228014,105720075,288952199,351798623,37596,141225,175433
Dalian,2749,1426,204846,345125,2005,2006,2010,2010,1069,2299,2452,2676,96,242,374,385,23,65,84,90,17488.1,1329123,1354643,117303408,311922951,357805827,42671,145943,181025
Qianwan,2637,1110,225120,363192,2008,2008,2009,2009,895,2091,1886,2184,66,188,343,372,15,50,57,63,18378.6,1421068,1448352,124834592,325812053,371292510,47340,156674,189497
Zhoushan,2586,1737,359511,525088,2008,2007,2010,2010,1645,2492,2618,2722,157,294,376,391,25,71,65,71,32601.4,2463794,2511099,179475760,487423428,543063175,69403,243431,301170
Beilun,2531,1324,271903,406525,2008,2008,2009,2009,1021,2053,2393,2498,84,185,307,319,22,63,60,62,24871.1,1922394,1959304,169359849,430089676,478435057,66914,211365,254311
Xiamen,2465,621,85929,97131,2006,2008,2010,2010,745,1571,1529,1550,60,140,241,248,12,46,69,74,11692.3,902331,919656,59908222,190989120,222521761,24304,90223,108416
Yantian,2418,732,476318,501857,2010,2010,2013,2012,1303,2018,2126,2116,79,128,320,324,17,26,39,40,44367.0,3433475,3499398,230075899,666289699,752989679,95151,333576,398591
Tianjin,2232,1517,184483,269858,2007,2008,2011,2011,1360,2670,2749,2918,122,238,403,419,25,63,79,89,16565.3,1250567,1274578,100478028,297865742,346571455,45017,180418,228063
Nansha,1850,835,104751,128639,2009,2008,2010,2009,1426,1394,1285,1392,98,142,173,205,16,40,40,47,12992.8,1005270,1024571,77205422,222445358,256685494,41733,140172,167075
Zhangjiagang,1790,1065,100596,167033,2006,2007,2009,2009,1159,2316,2812,2817,108,218,395,389,25,74,98,101,9471.6,731297,745338,59312272,182371022,211127656,33135,135059,171412
Lianyungang,1778,1034,124834,210370,2005,2007,2009,2009,1130,2348,2654,2804,112,227,372,367,25,77,97,103,9939.6,767388,782122,64523077,176498878,211449544,36290,128664,155977
Yangshan,1659,774,521131,558799,2010,2009,2011,2011,974,2821,3250,3217,82,200,434,430,21,42,50,50,53274.2,4100403,4179131,245054181,694750644,790772291,147712,523669,631774
Rizhao,1646,1162,294180,501743,2008,2008,2010,2010,2478,2785,3403,3350,222,273,439,435,36,79,91,93,17397.0,1306831,1331922,118526003,306946107,342271058,72009,257202,321714
Liuheng,1366,997,233491,374940,2008,2008,2009,2009,2116,2765,2955,3042,201,270,381,385,31,81,87,94,18379.3,1421769,1449067,123075549,305402640,349968657,90099,288560,342255
Lanshan,1178,882,195174,367658,2009,2009,2011,2011,2290,2634,3053,3074,212,258,385,385,39,81,82,81,10481.5,811057,826630,92834993,190796277,219805518,78807,242493,295286
Shekou,1110,380,65836,71544,2009,2008,2010,2010,1291,1570,1411,1511,90,123,144,157,14,38,29,31,8524.4,659174,671830,48198365,142646451,162769449,43422,147598,173939
Luhuashan,1103,921,49485,81689,2006,2006,2009,2009,941,1723,2150,2291,95,177,363,365,30,83,96,98,4987.5,384773,392161,32279666,86919085,105006507,29265,107739,132528
Tianjin Xin Gang,1088,764,221942,350473,2009,2009,2011,2011,1820,2789,2596,3068,164,239,329,339,26,63,81,87,14250.1,1061673,1082057,82410627,236844453,257446483,75745,272418,342849
Changshu,1037,814,56457,94215,2007,2007,2009,2010,1176,2114,2775,2795,124,210,402,393,38,74,112,111,5092.2,392836,400379,34695113,90182134,115573648,33457,128687,160029
Yantai,981,493,78093,131875,2008,2007,2009,2009,1031,2280,2513,2858,85,212,410,423,11,58,64,70,5454.3,421538,429632,44361677,106421547,123577605,45221,140962,168093
Qinzhou,962,507,30888,50942,2006,2008,2009,2010,838,1644,1430,1520,78,170,300,305,26,76,88,92,3363.7,259591,264575,21976578,58999561,69206726,22845,83613,101754
Zhangzhou,926,581,102551,133089,2008,2009,2011,2011,730,1704,1802,1872,76,159,271,274,30,74,92,92,9152.4,707595,721181,46025634,113893946,139667657,49704,180706,220498
Bayuquan,924,735,115317,214489,2007,2008,2011,2011,1501,2712,3336,3370,172,265,406,403,35,67,83,82,7071.2,546772,557270,56493923,133956285,161062008,61141,208841,258058
Nantong,884,718,77235,140302,2007,2008,2010,2010,1424,2266,2846,2901,151,231,373,370,36,84,94,95,5360.4,414177,422129,39350486,96064371,115042242,44514,155011,187329
Fangcheng,858,787,85893,158065,2009,2010,2011,2011,1479,2132,2220,2221,160,236,428,431,26,76,79,78,5827.0,450765,459419,41294608,99041044,115754875,48129,168138,205246
Taixing,791,616,54167,95251,2008,2008,2010,2010,1578,2426,3173,3241,166,258,436,436,35,75,105,106,4658.8,359529,366432,29035546,74597442,90379673,36707,142243,175874
Tangshan (Jingtang),760,609,179389,340789,2010,2010,2011,2011,3370,3097,3502,3532,278,285,367,367,49,90,104,104,8731.6,676044,689024,68501063,163390067,187075080,90133,287621,345938
Longkou,755,524,76721,140303,2007,2007,2010,2010,1495,2691,2919,2934,196,267,411,412,33,78,95,94,5612.8,434142,442478,44425246,108719689,126278518,58841,197290,242818
Xinsha,742,482,25903,40228,2006,2008,2008,2008,852,1551,1852,1905,80,139,354,360,24,58,110,113,3031.2,231763,236213,14675827,51527846,55903587,19779,91545,119062
Caofeidian,732,624,230217,409131,2010,2010,2011,2011,3035,3191,3501,3498,276,291,354,357,38,75,89,80,12324.0,921204,938891,83448990,212919527,227566871,114001,383373,483509
Shidao,706,304,13695,18756,2008,2003,2007,2007,435,1547,998,1699,43,287,643,681,9,101,63,69,2001.7,153379,156323,11818039,35019898,37800846,16739,51381,61202
Zhanjiang,675,550,82892,154413,2007,2008,2010,2010,1365,1992,2119,2144,120,184,368,370,22,74,105,102,4706.7,364168,371160,38657228,87990688,101754046,57270,186546,228589
Changzhou,656,487,27419,49245,2006,2007,2010,2010,1063,1816,2544,2645,98,173,328,330,30,63,98,99,2764.1,213095,217186,18708540,48579888,58114454,28519,99795,120373
Qingdao Gang,630,511,109051,193532,2008,2008,2010,2011,1199,2276,2779,2990,116,220,370,375,21,54,57,58,6718.8,519665,529642,54220367,118716097,133773319,86064,262313,320683
Mcid,610,405,40357,54945,2007,2008,2008,2008,1511,1761,1705,1987,120,176,290,349,22,63,77,97,2933.7,226844,231199,17140839,52329524,60808011,28100,106923,125185
Weitou,548,78,2028,2731,2001,2003,2003,2003,289,784,599,592,28,77,88,86,32,58,75,77,603.2,46152,47038,3783100,11473659,13836168,6903,22668,28151
Jiangyin,529,178,5261,7013,2005,2006,2007,2007,781,1026,716,819,62,109,139,152,19,66,69,77,1068.1,82096,83672,5252570,15504563,18296772,9929,37771,46474
Chek Lap Kok,529,193,12754,22540,2007,2007,2007,2007,509,1542,1928,2009,31,135,262,265,31,85,162,167,1191.4,91904,93668,9378649,22165686,26982716,17729,59377,72622
Zhuhai,509,329,34078,49730,2007,2008,2010,2009,685,1810,2234,2160,68,167,379,384,28,80,154,143,3077.8,226098,230439,12637315,47137983,47282464,24828,124349,169510
Xiuyu,483,408,58066,99406,2008,2008,2009,2009,1727,2068,2460,2427,151,200,349,342,35,69,82,77,4240.8,317587,323684,28887998,75108951,81401635,59810,219532,282278
Huangpu,464,365,13202,22296,2007,2007,2009,2009,546,1283,1507,1558,77,142,388,391,17,56,88,88,1511.0,116549,118787,8776001,24370695,30190965,18914,75232,92820
Caojing,452,206,6252,8692,2008,2009,2008,2008,890,1374,1656,1630,72,113,282,270,25,45,44,44,1193.1,91675,93435,6015629,19255547,21748014,13309,56062,73241
Yizheng,450,325,15562,24750,2008,2008,2011,2011,1264,2096,2501,2560,121,205,432,445,29,75,107,112,2003.6,154215,157176,12389013,30646114,37836436,27531,109957,137182
Lian Jiang,432,268,20207,37345,2008,2005,2009,2009,622,2150,2087,2246,62,217,303,304,27,129,98,98,1517.7,116779,119021,11628023,25928952,30694160,26917,88572,107849
Majishan,425,357,60898,114006,2006,2006,2010,2010,1155,1907,2593,2676,133,194,396,397,24,54,69,69,2912.4,225209,229533,22140598,59187138,68080644,52096,171871,213934
Fuzhou,416,70,1303,1753,1999,2002,1999,1999,253,1160,451,423,24,149,164,151,11,102,80,53,393.4,30065,30642,2973088,7633113,9265682,7147,20772,24834
Jinguzhou,414,26,116,20,2010,2008,2009,2006,295,1013,484,267,26,128,261,182,8,16,52,41,166.1,12473,12713,778050,1596678,2012772,1879,4420,5814
Zhapu,412,264,7606,11405,2008,2008,2007,2007,982,1570,2042,2093,74,140,355,360,32,50,74,75,1435.6,110143,112258,6994906,22385071,26226130,16978,74646,92954
Qingdao,407,324,20826,27470,2005,2005,2009,2010,1050,1831,1843,2161,92,172,313,362,24,57,70,86,2393.7,184609,188154,13191032,38484195,46815959,32410,118147,142137
Huizhou,372,299,45176,84826,2009,2009,2011,2011,1386,1673,2164,2188,123,168,294,295,22,38,50,49,2877.9,222505,226777,28516206,55611704,62474815,76656,210674,263849
Humen,371,253,7446,11363,2007,2007,2007,2008,984,1310,1547,1536,90,116,260,260,24,57,79,81,1164.8,89800,91525,6013490,20513161,24272066,16209,70300,89006
Gaogang,369,246,17507,30812,2006,2007,2011,2011,1053,2141,2642,2762,113,205,431,438,25,62,101,101,1526.4,117700,119960,11245401,26399126,32493528,30475,105360,127412
Hukou,365,235,7793,11082,1998,2000,2006,2005,713,1608,1835,1748,54,181,504,515,31,86,105,116,1354.8,103855,105849,10186961,20157535,23777502,27909,87892,109692
Shanwai,353,126,15095,24364,2005,2008,2010,2010,196,2046,1901,2212,21,231,450,407,12,58,75,80,1280.8,98776,100672,7804878,22558117,24976218,22110,85487,106530
Zhenhai,343,249,4928,7655,2005,2005,2007,2007,909,1356,1672,1698,74,122,278,285,25,44,46,46,959.0,73779,75195,4555458,15816568,18989355,13281,58490,72909
Jingjiang,339,242,16208,29695,2008,2009,2012,2012,1045,1740,2504,2588,84,159,368,371,33,59,83,84,1412.5,108823,110913,9927036,24887348,29390752,29283,97057,116611
Taijiang,334,68,849,1210,1999,2002,1999,1999,258,1209,404,389,23,142,146,134,15,90,47,49,278.3,21233,21641,2053077,5385968,6749594,6147,18947,23157
Penglai,333,286,54287,96651,2009,2009,2010,2010,2496,2800,3001,2944,213,249,362,351,28,72,115,118,3415.4,264295,269370,22116816,63592809,68336325,66417,254511,329248
Gaolan,325,240,3912,6247,2007,2007,2008,2008,528,952,913,959,50,94,210,215,15,31,43,43,748.8,57596,58702,4527028,14051021,16932591,13929,52214,63556
Changxindao,325,156,11542,20696,2008,2007,2010,2010,1055,1680,2433,2552,100,203,530,549,29,66,44,44,1401.7,107743,109812,8952447,22712722,26746440,27546,89000,109062
Weifang,314,122,3268,4433,2004,2001,2003,2004,994,1445,1396,1414,85,147,199,204,12,65,65,65,651.7,50191,51155,5329824,14129785,17690771,16974,54808,66744
Jangjin,309,262,72392,139451,2009,2010,2010,2010,3281,2931,3241,3252,266,267,328,327,58,89,105,105,3411.4,264165,269237,30732178,64396936,74037929,99457,293598,344055
Weihai,307,130,9787,11579,2003,2005,2004,2009,523,1980,1847,2294,53,195,428,394,19,61,46,60,1571.0,120947,123269,8725985,22771381,27407249,28423,85203,95226
Jinshan,304,167,10028,13155,2008,2008,2008,2008,1024,1857,2434,2374,86,171,338,330,24,46,77,73,1348.9,104043,106041,5362897,21948330,21533183,17641,96538,133372
Guishan,298,249,8597,13153,2006,2007,2008,2008,1226,1434,1609,1667,128,207,360,373,32,85,110,117,1513.9,116514,118752,6297360,18012806,22228887,21132,82568,102502
Shenzhen,294,237,34615,55832,2007,2007,2008,2008,1500,2214,2175,2250,140,300,446,477,23,58,65,68,4180.7,323140,329344,21909063,53493603,60303715,74521,234667,283247
Ningde,271,219,7858,13157,2003,2002,2005,2006,1202,2347,1599,1575,102,273,477,424,66,197,293,256,1117.4,85613,87257,10412831,16305719,20429599,38424,119560,147527
