int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Puerto Suarez,7,3,2009,2001,2012,2014,2428756,2843474,443,489,459,436,2,151
Puerto Busch,4,3,1993,2000,1998,2006,672105,745002,280,278,231,282,1,56
