Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,791,385,3266,4273,1992,1997,1996,1997,752,922,1088,1065,73,92,183,186,50,67,87,86,810.9,61854,63042,7127343,21054291,29885980,9011,33791,45913
Cruise,455,71,11019,1145,2001,2000,2002,2002,252,432,461,460,19,35,49,50,8,11,13,14,2522.0,195137,198883,6474520,24817179,25909742,14230,48355,47005
Container,363,82,4004,4539,2007,2006,2008,2008,162,419,267,277,16,32,45,47,13,66,54,57,625.2,48227,49153,4068390,12474064,14203726,11208,37837,44787
Bulk carrier,318,98,8583,15605,1980,2002,2008,2008,241,2345,2845,2976,24,192,388,393,40,109,114,112,785.7,60606,61769,4944453,12055686,14583098,15549,57906,70296
Ferry-RoPax,292,10,2161,645,1979,1987,1990,1993,128,956,511,949,12,60,1139,1693,12,38,147,212,579.9,44455,45309,4006684,9908212,12157439,13722,29290,26677
Chemical tanker,147,96,2627,4235,2006,2007,2006,2006,740,1141,1164,1167,66,109,653,656,29,74,138,137,552.7,42658,43477,1472684,7467276,8784821,10018,58969,72583
Oil tanker,102,78,12669,23655,2007,2007,2008,2008,1326,2043,2010,2018,130,213,291,292,26,61,49,50,1421.5,110074,112187,10968577,22436137,24883400,107535,272289,335777
Ferry-pax only,93,10,28,5,1993,1993,1991,1989,296,1556,788,640,9,173,235,158,29,79,267,192,43.7,3284,3347,393791,801992,1010262,4234,9847,12981
Service - tug,42,20,38,28,1998,2000,2002,2002,236,1125,1215,1189,76,431,1236,1046,20,213,491,519,37.3,2807,2860,721089,1705158,2283115,17169,44333,59857
Liquefied gas tanker,16,9,554,658,2001,1999,2007,2007,1770,2643,4954,5014,168,237,746,749,16,67,379,380,106.2,8190,8347,225507,1207656,1085606,14094,104202,153390
Service - other,7,6,19,16,1989,1991,1994,1993,225,1087,1930,2329,34,161,301,309,17,36,95,96,14.2,1066,1086,113359,232588,250628,16194,36035,40688
Refrigerated bulk,5,5,60,68,1997,1997,1994,1993,1301,1461,1401,1388,74,101,105,103,28,128,172,176,37.1,2812,2866,202057,441505,497314,40411,86116,92980
Ro-Ro,4,4,30,24,2002,2002,2002,2002,500,729,384,371,104,94,113,111,108,150,127,123,14.6,1129,1151,25952,47821,55756,6488,15249,16187
