Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Hvar,299,55,417,110,1997,1992,1999,1997,616,1091,586,684,33,64,106,93,12,97,125,133,264.2,19968,20352,1382693,3026893,3822939,4624,11059,14011
Milna,277,32,254,60,1997,1996,1999,1999,606,971,848,539,27,56,75,65,28,90,103,99,185.1,13971,14240,1094224,2311689,2888907,3950,9139,11552
Split,263,58,807,113,1998,1994,1997,1997,551,887,371,424,27,46,128,116,13,103,85,151,356.8,27153,27674,1199287,2989331,3690926,4560,11112,12765
Rijeka Luka,234,59,303,208,1997,1997,2000,2000,293,453,349,330,31,124,122,84,13,36,30,37,160.1,12124,12357,1171458,2786633,3458389,5006,13167,16829
Vranjic,186,45,188,245,2003,1997,2003,2003,228,1116,333,326,21,112,74,56,22,73,68,60,110.7,8395,8556,692662,1795545,2290586,3724,11320,14445
Rogac,133,21,203,38,1994,1989,1996,1996,195,2036,853,772,40,173,803,745,9,308,1691,1609,173.1,13022,13272,353195,819232,1022187,2656,5847,6454
Supetar,132,22,188,37,2002,1991,2004,2004,184,1568,628,629,22,157,874,838,19,63,94,97,147.4,11064,11277,373573,856728,1064076,2830,6273,6935
Gazenica,126,26,220,44,1989,1990,1998,1994,138,1530,424,560,21,266,635,803,16,104,93,140,108.6,8215,8373,379892,1028048,1272565,3015,7615,8802
Pula,124,40,78,30,1993,1993,1994,1998,156,692,349,127,25,66,651,185,32,172,211,227,92.1,6923,7056,398786,845022,1063732,3216,7753,10151
Stari Grad,115,24,513,123,2001,1997,1995,1996,278,577,1445,1191,29,55,524,480,9,77,147,152,195.8,14899,15185,784828,1904586,2342460,6825,14870,14569
Vis,113,33,503,107,1994,1993,1990,1996,474,820,1758,888,51,84,645,438,10,51,13,27,187.6,14241,14514,591415,1458801,1875119,5234,12547,14234
Sveti Kajo,109,26,102,133,1991,1993,1990,1990,447,650,661,685,31,69,200,198,14,55,52,42,60.8,4604,4692,352117,835462,1051527,3230,9511,12205
Rovinj,106,33,86,13,1991,1992,1997,1994,202,408,293,325,46,68,123,622,20,28,19,45,68.9,5213,5313,106438,320812,415790,1004,3039,3850
Bakar,83,13,59,86,2004,2000,2006,2007,179,251,225,225,20,124,36,30,20,61,26,24,48.5,3687,3758,196344,524996,646951,2366,7372,9110
Mali Losinj,75,30,50,10,1987,1986,1973,1975,386,1023,1158,576,24,81,273,152,28,106,223,186,39.8,2994,3052,119529,264162,335437,1594,3844,4888
Vela Luka,67,32,151,98,1991,1989,1996,1996,260,781,522,416,19,77,145,80,22,41,80,80,58.3,4439,4524,210373,572788,773042,3140,9612,12119
Unije,66,26,46,31,1989,1992,1981,1978,343,1382,1131,725,29,71,199,134,32,136,222,205,58.6,4406,4490,232527,502146,635878,3523,8942,11740
Kali,66,7,5,2,1990,1990,1987,1988,108,560,509,309,22,35,157,149,10,40,223,142,17.7,1331,1356,70712,147050,182854,1071,2509,3259
Ubli,65,33,345,146,1995,1993,2000,1997,422,684,1014,672,28,44,217,156,25,62,39,48,105.0,8039,8193,608753,1552672,1966197,9365,22882,24646
Kostrena,61,16,94,103,2003,2002,2007,2006,225,623,376,328,25,130,85,55,18,98,95,43,66.1,5003,5099,237428,642485,798896,3892,11742,14140
Kraljevica,60,21,74,72,2000,1997,2000,2003,215,787,398,316,24,133,237,99,18,53,43,34,51.4,3890,3965,374471,897206,1138721,6241,15912,20024
Plomin,58,16,33,44,1999,1995,1997,1997,103,444,563,547,25,67,129,108,34,36,29,24,22.8,1721,1754,79612,232147,309589,1373,4553,6100
Novalja,57,15,47,15,1991,1988,1995,1992,402,1720,1886,1289,29,145,392,455,12,61,62,42,26.4,1981,2019,302148,646824,810133,5301,12134,15013
Trogir,56,28,70,24,1995,1993,1993,1996,417,1745,742,754,43,210,341,410,20,118,136,122,96.7,7265,7405,461845,915979,1184382,8247,17819,23863
