Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Italy,1338,410,10989,7432,1993,2000,2003,2005,214,491,341,387,20,59,59,78,19,55,46,56,2610.1,201193,205056,10600115,31718250,37108902,7922,24620,27654
Greece,272,187,6362,6978,1996,1997,2004,2007,810,970,818,1069,70,106,141,194,10,31,32,45,1023.5,79099,80618,5324693,15329756,17802495,19576,63085,75186
Turkey,193,156,3496,5982,1995,1998,2006,2007,1098,1146,1266,1286,115,126,176,182,35,98,47,46,428.1,32896,33528,4110093,10264313,12792489,21296,66256,84604
Malta,159,77,2617,2918,2004,2004,2003,2006,737,776,730,777,64,83,74,87,22,49,40,49,529.5,40879,41664,2828468,8468886,9607341,17789,56832,65620
Slovenia,153,73,472,363,2003,2002,2007,2009,137,228,169,152,17,32,22,24,23,48,29,45,134.8,10355,10553,457594,1632779,1979143,2991,11231,13591
Montenegro,147,40,406,81,1984,1998,2002,1989,165,308,142,187,21,31,18,34,16,46,11,33,113.5,8745,8913,283100,1061940,1264970,1926,7068,8070
Egypt,98,59,2699,3244,1989,1993,2006,2005,1303,1496,1451,1425,136,163,123,125,126,205,68,76,354.7,27284,27807,2546989,6549010,8544499,25990,88706,114368
Albania,58,28,283,145,1996,1994,1999,1996,414,642,295,474,44,61,47,80,10,43,23,48,84.9,6521,6646,488009,1366492,1616144,8414,24530,28720
France,39,24,343,366,1988,1995,1992,1998,523,739,582,730,44,81,151,184,12,68,225,311,66.4,5104,5202,341255,878017,1104301,8750,26886,31674
Spain,30,29,929,1599,2005,2005,2006,2006,1679,1760,1866,1883,158,165,197,201,8,37,49,49,122.5,9435,9616,830382,2105377,2714642,27679,95714,123131
Lebanon,29,11,116,89,1974,1980,1976,1978,1342,1440,1382,1400,134,142,142,143,36,47,55,49,31.2,2367,2412,259609,744953,1064344,8952,29672,42525
Israel,27,8,215,307,1983,1992,1990,1993,1300,1383,1349,1356,131,137,131,128,21,102,86,98,40.5,3083,3142,328336,996361,1419240,12161,45729,63073
Gibraltar,20,20,1353,2486,2007,2007,2010,2010,1688,1731,1704,1698,142,214,178,169,9,11,13,13,137.4,10524,10726,845273,2050214,2403213,42264,137919,164327
Algeria,8,7,143,232,1998,1996,1999,1999,1471,1868,1904,1904,143,212,233,231,32,42,37,37,22.2,1709,1742,164866,624484,816740,20608,95957,124273
Saudi Arabia,7,7,311,382,2005,2005,2005,2005,1929,1961,1926,1931,169,167,155,155,16,34,35,36,50.0,3863,3937,177018,560804,734637,25288,113128,143721
Libya,7,7,80,134,1988,1988,1999,2001,920,968,1049,1064,96,100,102,103,38,32,36,37,9.3,716,729,119455,297624,385922,17065,48844,66345
Bosnia and Herzegovina,6,4,8,9,1997,2000,2007,2008,225,354,330,339,28,39,46,47,12,12,12,12,2.3,172,175,20804,48571,59251,3467,10118,12544
Tunisia,6,6,95,161,2002,2002,2005,2006,961,1005,946,942,98,160,112,111,70,158,71,62,15.2,1170,1192,125481,332408,414129,20914,64338,84168
Cyprus,6,6,110,169,1996,1996,1998,1998,1567,1803,1978,2036,167,172,183,186,16,36,43,44,21.0,1610,1641,91141,303260,407513,15190,71069,92151
Russian Federation,6,6,270,485,2002,2002,2008,2008,1653,1403,1609,1628,154,148,176,178,40,71,29,27,20.5,1586,1617,204294,405633,487623,34049,98855,118943
Morocco,5,5,49,73,2007,2007,2007,2007,1887,1902,1935,1938,208,231,235,233,19,27,20,20,9.3,714,728,132017,386376,535105,26403,103744,132385
United Kingdom of Great Britain and Northern Ireland,4,4,186,250,2002,2002,2004,2005,2949,2858,2679,2712,286,316,244,247,30,112,22,23,19.9,1528,1557,145564,411526,579312,36391,150130,200081
United Arab Emirates,4,2,1991,3823,2016,2013,2008,2008,286,11747,22819,23260,34,828,1636,1636,20,46,74,74,183.9,14245,14519,1402904,2644045,2979569,350726,920710,1112475
United States of America,4,4,679,1234,2006,2006,2011,2011,6100,5969,6119,6117,592,566,604,605,62,66,67,68,54.6,4200,4281,297671,878800,1113317,74418,350670,439685
Belgium,3,3,30,46,2006,2006,2005,2005,2905,2838,2837,2836,260,250,248,248,11,15,15,15,13.0,1000,1019,102214,284033,364731,34071,113899,142913
Singapore,2,2,21,19,2006,2006,1993,1993,3505,3505,5668,6533,256,256,441,445,76,76,146,147,14.0,1049,1069,133748,274394,296331,66874,148894,168511
Austria,2,2,54,97,2005,2005,2002,2003,768,768,453,432,44,44,51,50,10,10,12,12,4.9,381,389,35082,69471,84658,17541,54461,63226
China,2,2,46,84,2010,2010,2009,2009,676,676,719,730,60,60,67,68,8,8,4,3,3.2,245,250,20760,59763,76701,10380,47954,59890
Denmark,2,2,256,425,2008,2008,2006,2006,3779,3779,3593,3558,280,280,280,281,40,40,23,19,29.2,2246,2290,211470,479464,558250,105735,298646,380917
