Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Rijeka Luka,431,208,6328,7223,2004,2001,2008,2008,181,772,432,450,38,83,80,84,32,60,39,40,818.4,63090,64302,5212404,14360414,18101131,12094,42613,53133
Split,306,47,4495,495,1989,1998,1998,1997,209,434,370,361,15,48,44,45,10,123,17,88,1169.8,90397,92133,2854218,10059389,10414668,9328,29136,27439
Sveti Kajo,197,48,327,467,1977,1999,1999,2000,229,722,682,723,26,79,109,111,18,64,78,81,88.3,6736,6865,663318,1827497,2480682,3367,12007,15523
Vranjic,191,110,780,1047,1997,1998,2003,2003,600,751,817,814,67,77,114,114,31,71,61,64,200.0,15317,15612,1628046,4672692,6074806,8524,28768,37010
Tunarica,152,43,411,440,1978,1983,1980,1981,887,1067,960,875,98,131,161,165,30,69,79,85,114.6,8721,8889,1163155,3282522,4632508,7652,25592,35657
Dubrovnik,113,11,685,70,1985,2002,1999,1998,107,321,263,240,11,22,23,23,12,21,13,13,204.1,15773,16075,413444,1439108,1489548,3659,11231,10459
Omisalj,97,79,8940,16662,2008,2008,2008,2008,1010,1496,1547,1554,94,147,517,525,23,41,50,50,759.3,58786,59915,7281974,15041279,16705273,75072,194465,240026
Kostrena,71,67,1582,2446,2004,2004,2005,2005,871,1130,1169,1190,88,166,247,247,22,73,98,96,353.2,27177,27699,1363704,4355084,5174429,19207,73681,89830
Ubli,70,45,703,670,1988,1989,1992,1992,1105,1761,1547,1772,100,185,228,290,22,44,55,56,177.2,13599,13860,1621952,4417724,5717430,23171,70112,84666
Vela Luka,66,61,983,1606,1998,1998,2006,2007,784,1110,1436,1560,74,96,243,266,28,59,43,43,135.5,10409,10609,856894,2530728,3247253,12983,50331,63485
Sustjepan,65,25,1393,143,2004,2006,2002,2002,218,337,288,288,15,26,39,40,8,10,13,13,357.1,27662,28194,785928,3041475,3104635,12091,41288,39142
Kraljevica,64,48,1050,1765,2003,2002,2007,2007,878,998,1159,1175,80,113,143,143,33,80,53,51,176.4,13572,13833,791507,2628304,3141254,12367,52511,64082
Hvar,63,33,572,307,1997,1996,2000,2006,429,583,510,702,38,59,61,90,11,40,18,23,139.7,10739,10945,464330,1824699,2246176,7370,28189,33355
Rovinj,60,20,59,33,2001,1998,2007,2000,149,383,157,440,15,61,100,242,10,57,96,248,46.5,3518,3586,128886,340184,448364,2148,6559,8618
Ploce,59,52,607,1005,2001,2002,2009,2010,714,738,787,803,70,79,96,97,26,58,26,24,86.6,6656,6784,546037,1649668,2079534,9255,36555,45978
Gazenica,46,11,732,157,2005,2001,2004,2007,162,496,251,353,15,39,29,46,35,21,23,22,262.8,20354,20745,452837,1698262,1708566,9844,33648,32163
