Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,98,15,1142,1288,2009,2010,2012,2011,556,541,649,626,40,44,61,60,22,24,30,29,213.3,16435,16750,1126905,4196101,4661249,11499,44424,52970
General cargo,32,15,209,275,2007,2007,2008,2008,455,1385,948,911,42,137,226,220,26,162,124,117,54.0,4137,4216,221412,701319,999661,6919,31570,41900
Chemical tanker,26,7,110,167,2008,2007,2008,2008,808,1126,957,956,71,114,129,126,32,35,47,46,58.2,4442,4527,345008,957854,1190991,13270,41849,52081
Oil tanker,23,1,143,185,2001,2001,2001,2001,978,978,999,999,154,154,154,154,42,42,45,45,66.8,5113,5212,327608,350984,330579,14244,48521,64495
Liquefied gas tanker,13,1,38,39,2011,2011,2011,2011,789,789,787,787,56,56,73,73,30,30,35,35,22.3,1707,1740,29292,84865,93718,2253,12337,16223
Vehicle,12,1,180,49,2010,2010,2010,2010,726,726,741,741,61,61,61,61,4,4,9,9,30.1,2321,2366,49430,217934,252390,4119,15657,16850
Ro-Ro,10,4,312,137,2003,2004,2001,2001,3156,2836,2207,2117,280,228,264,265,22,20,29,30,71.2,5414,5518,427026,3117168,1509119,42703,103944,145623
Service - other,8,4,25,15,1985,1995,2003,2000,587,754,933,879,130,186,321,661,96,80,65,125,22.5,1693,1725,101962,209203,225429,12745,28360,32023
Cruise,3,2,48,6,2015,2014,2011,2012,619,823,914,886,86,74,84,84,8,7,8,8,12.3,949,968,16719,125808,190488,5573,36689,50469
Bulk carrier,2,2,22,40,2012,2012,2012,2012,502,502,482,481,45,45,45,45,52,52,13,11,1.8,136,138,16409,42136,49412,8205,30467,37589
Service - tug,2,2,0,0,2016,2016,2017,2017,528,528,596,643,408,408,198,167,42,42,65,69,2.1,156,159,6593,15590,20874,3296,8512,11492
Other liquids tankers,1,1,42,54,1994,1994,1994,1994,2754,2754,2754,2754,166,166,166,166,63,63,63,63,11.1,862,879,27762,79269,170904,27762,96178,155413
