int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,500,303,2006,2008,2009,2009,6114266731,9743301686,539,839,947,959,1365,102792
Refrigerated bulk,22,19,1994,1992,1993,1993,431747359,448177000,790,1790,2892,2866,371,27889
General cargo,2743,788,1999,2000,2002,2002,5824872928,8307129405,468,617,628,635,1582,118803
Container,239,66,2005,2005,2005,2005,2534705722,2987728249,500,671,701,705,550,41237
Bulk carrier,595,385,2009,2011,2011,2011,18111056023,32293389139,840,1090,1113,1119,1662,125241
Liquefied gas tanker,103,14,1999,2001,2001,2000,280378189,318489169,281,789,444,439,112,8412
Oil tanker,200,87,1996,2005,2009,2009,3336961949,5975459541,410,722,763,773,814,61146
Cruise,42,23,1999,1999,2005,2004,557924378,64018390,291,317,328,327,162,12146
Service - tug,73,27,1984,1989,1986,1986,15949475,7171315,437,512,556,507,44,3287
Service - other,25,15,1985,1989,1985,1985,21466209,23318204,344,448,530,548,26,1961
Ferry-RoPax,1012,7,2001,1996,1998,1998,7762667656,1441249984,158,376,284,251,1562,117308
Miscellaneous - fishing,200,44,1984,1984,1982,1980,28967630,14214707,487,674,603,508,165,12401
Ro-Ro,4,4,1996,1996,2001,2000,44618778,29704004,668,809,745,778,11,813
Other liquids tankers,1,1,2014,2014,2014,2014,29740876,41281089,1053,1053,1053,1053,3,188
