int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ventspils,2147,862,2002,2003,2009,2009,16859368057,25080239096,396,785,527,781,3379,254134
Roja,429,308,2001,2001,2005,2007,4727200793,6542556070,673,876,1134,1190,873,65553
Mersrags,275,219,2003,2003,2008,2009,4587246953,7498053870,698,1022,1338,1379,575,43361
Riga,1098,523,2002,2004,2006,2010,13057798313,15641067429,452,822,675,946,2118,159225
Liepaja,1680,651,1996,2000,2000,2005,5034659928,5686858706,387,475,494,557,1358,102015
Skulte,63,42,2002,2001,2004,2004,123968001,169783859,431,627,553,558,40,2995
Lapmezciems,13,13,2006,2006,2009,2008,328414047,566328883,557,981,1260,1328,37,2768
Salacgriva,44,34,2001,2000,2002,2002,67697568,91985008,439,565,512,510,23,1691
Engure,8,8,2007,2007,2012,2012,163972434,276681235,1138,1295,1371,1375,21,1609
Jekabpils,1,1,2019,2019,2019,2019,142485101,138061459,941,941,941,941,3,228
Ainazi,1,1,1986,1986,1986,1986,2512707,3016269,729,729,729,729,1,47
