int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ventspils,2066,824,2002,2003,2010,2010,31577497047,51052481010,401,1271,1002,1627,4899,371405
Roja,407,297,2001,2001,2006,2008,3895540609,5589841223,660,964,1040,1168,755,56837
Mersrags,240,191,2002,2002,2009,2010,4405306731,7225313531,687,1178,1699,1824,639,48443
Riga,1220,594,2002,2004,2010,2012,22854394613,33916026609,523,1227,1077,1718,3042,230138
Liepaja,1684,655,1996,2000,2002,2005,6917439626,8812583692,428,730,687,879,1681,126639
Skulte,70,46,2001,2001,2003,2003,139890023,188205262,488,995,556,552,62,4658
Lapmezciems,14,14,2002,2002,2012,2012,342442239,518763641,677,1045,1445,1356,42,3217
Salacgriva,46,35,2001,2000,2004,2004,78275149,107265439,421,579,561,562,23,1725
Engure,9,9,2004,2004,2008,2008,70052228,107774036,896,1108,1028,1024,16,1175
Karsava,1,1,2019,2019,2019,2019,66880762,64804358,442,442,442,442,1,107
Ainazi,1,1,1986,1986,1986,1986,832057,998807,241,241,241,241,0,17
Marupe,1,1,1999,1999,1999,1999,3085661,5144483,1029,1029,1029,1029,2,146
