int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Huasco,67,64,2011,2011,2011,2011,29247344744,55734651908,7198,6172,7595,7692,1626,125917
Puerto Angamos,416,262,2010,2011,2012,2012,32612712243,51382535771,816,3299,2428,2742,4024,307622
Iquique,291,192,2008,2008,2009,2009,17359403574,17380638171,673,1451,1028,1149,1717,132773
San Antonio,627,354,2010,2009,2010,2011,84500211219,84008300694,1417,2903,2228,2129,7569,586050
Quintero,252,209,2010,2010,2009,2010,53787939166,66978010148,4210,4098,4958,4511,7211,488327
Antofagasta,87,78,2009,2010,2011,2011,4770285055,7341831202,1338,2178,2232,2230,627,48026
San Vicente,126,113,2009,2009,2009,2009,26359015112,43548280891,4320,5411,4959,4837,2941,227607
Lirquen,89,75,2010,2011,2010,2010,10891575342,16944630382,1921,3189,2635,2919,1336,103357
Ayacara,1,1,2016,2016,2016,2016,225353,142412,144,144,144,144,0,18
Punta Arenas,187,103,2007,2005,2011,2012,7555264274,9999595909,1059,3027,2129,3403,1185,89623
Isla De Pascua,10,10,1994,1994,1998,1995,585856565,81869157,2032,1708,1884,1893,168,12929
Puerto Montt,95,84,2003,2002,2011,2012,5326127290,7835289549,805,2865,4385,5026,708,54539
Puerto Natales,6,6,2001,2001,2005,2003,15270192,2652903,197,431,466,341,10,764
Coloso,36,36,2012,2012,2013,2013,2308232432,4010631485,1329,2028,2028,2016,229,17764
Patillos,70,58,2010,2011,2010,2010,1509874325,2539125296,709,876,899,910,150,11579
Calbuco,49,37,2006,2005,2010,2011,12980483569,17199704412,7528,5531,8766,8680,800,61956
Arica,290,124,2009,2009,2010,2010,9913810349,12723911409,636,1317,1190,1323,1466,113301
Caldera,59,54,2011,2010,2014,2014,25669923006,49140847311,4087,5108,7062,7190,1266,98027
Valparaiso,217,164,2005,2006,2007,2008,26882419032,33711764625,3611,3472,4037,4013,3898,300473
Coquimbo,21,21,2000,2000,2001,2003,1083620802,1090074926,1821,2771,2206,2638,257,19684
Hualaihue,1,1,1997,1997,1997,1997,241314,241314,451,451,451,451,1,70
Coronel,139,106,2008,2009,2009,2009,25996169409,36300280080,3491,4570,6015,5731,1799,139179
Tres Puentes,33,27,1994,1997,1989,1990,244480232,100348725,774,2370,1469,1729,145,11040
Barquito,26,11,2004,2007,2004,2004,222058904,343682215,933,824,837,849,64,4870
Guayacan,14,14,2012,2012,2012,2012,11008110744,21228239516,9559,8175,8968,8991,500,38706
Tocopilla,55,52,2012,2012,2010,2010,4022525167,7250842474,1454,2156,2665,2828,361,27925
Michilla,3,3,2012,2012,2012,2012,82697623,144922332,839,835,835,835,7,545
Bahia De Valdivia,3,3,1989,1989,1983,1983,3623926,3957213,238,1279,1228,1189,3,251
Puerto Chacabuco,11,11,1991,1991,1983,1985,16909498,8262269,577,2001,594,430,36,2722
