int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1000,783,2011,2011,2011,2011,182053697712,308793651030,3067,4126,5010,4988,13431,1039645
Chemical tanker,426,222,2009,2010,2010,2010,20543135635,34157732734,1516,2428,2495,2486,3314,255589
Vehicle,233,153,2007,2007,2008,2008,75921896997,25845270575,3612,5817,5494,5576,4409,341544
Oil tanker,163,114,2009,2009,2009,2009,26269805745,48358586773,2655,2963,3218,3233,3124,241718
Ferry-RoPax,35,22,2005,2005,2009,2013,200654697,73908220,488,3425,1270,2955,148,11147
General cargo,344,205,2006,2004,2010,2011,20326121802,31355208968,1303,3043,3992,4192,2336,179869
Container,820,227,2009,2009,2009,2009,162892157664,184222078371,1493,3298,2963,2959,16921,1310513
Ro-Ro,7,7,1988,1988,1989,1990,8796897,6331487,164,259,276,395,27,2068
Liquefied gas tanker,98,57,2011,2011,2009,2010,28352296927,24650613847,3935,4504,4474,4369,3436,218787
Miscellaneous - fishing,124,86,1994,1994,1990,1989,752566703,569443597,493,2000,4191,3906,374,28308
Cruise,95,39,2003,1999,2002,2000,2161890631,244319299,556,1117,775,805,735,56219
Service - tug,81,62,2008,2007,2000,1993,17222534,13607747,238,702,590,729,83,6212
Refrigerated bulk,72,41,1993,1993,1993,1993,3525525249,3822664491,4626,4086,4032,4049,1452,110876
Service - other,32,18,2003,2005,2005,2005,656084814,261764609,1040,7594,3992,3119,370,27893
Offshore,32,12,1999,1998,2014,2012,1021206983,1107703307,282,1799,4260,3920,117,7771
Other liquids tankers,2,2,2015,2015,2015,2015,374597215,525580866,6703,6703,6708,6703,33,2584
Ferry-pax only,32,3,2013,2004,2012,2014,79088899,9895277,447,433,599,544,32,2380
