port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Malabo - Bata,485,55,1997,2003,2001,2003,606332357,627275843,152,244,183,184,556,42187
Malabo - Punta Europa Termina,47,8,2013,2008,2012,2011,27476691,19576377,765,869,709,511,70,5251
Luba - Luba,2,1,2012,2012,2012,2012,594666,525323,1051,1051,1051,1051,1,51
Aseng Fpso - Bata,10,5,1980,1986,1986,1989,29148409,40713776,774,1005,718,623,8,597
Luba - Serpentina Terminal,292,6,2003,2008,2005,2005,84870630,84263390,77,353,135,136,35,2636
Serpentina Terminal - Malabo,68,6,2004,2006,2008,2008,27485194,27189548,80,355,196,199,10,766
Punta Europa Termina - Aseng Fpso,44,3,2005,2008,2008,2008,3225932,3164180,60,91,107,108,17,1287
Luba - Bata,38,10,1998,2001,2003,2003,73240953,69936425,450,3777,1004,819,86,6439
Serpentina Terminal - Bata,1,1,2007,2007,2007,2007,5676276,9298988,285,285,285,285,1,102
Luba - Malabo,9,7,2000,2001,2002,2002,6406424,6595581,248,393,305,277,6,453
Luba - Punta Europa Termina,4,3,2012,2012,2013,2013,1810376,1703429,224,202,183,176,5,385
Luba - Aseng Fpso,44,6,2007,2006,2007,2007,12063306,12635683,103,104,123,123,10,719
Aseng Fpso - Serpentina Terminal,1,1,2002,2002,2002,2002,272603,275883,117,117,117,117,0,12
Malabo - Aseng Fpso,83,11,2004,1999,2001,2005,52429618,59195805,82,412,250,220,34,2615
