int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,875,560,2007,2009,2009,2009,80928212610,149914763433,1016,2215,2403,2486,5458,422560
Liquefied gas tanker,383,138,2008,2008,2006,2006,115290426275,87792980310,1919,3067,4717,4342,16014,997907
Chemical tanker,692,384,2008,2009,2010,2010,27422219711,45346108805,1081,1949,1970,1988,4439,342687
Oil tanker,799,501,2006,2007,2010,2010,187192375076,354061421217,1008,2709,3461,3504,13524,1046038
Container,1583,338,2007,2007,2009,2009,191648466970,213323997282,1180,2000,1921,1909,19811,1533525
Vehicle,262,181,2008,2008,2008,2008,14724156770,4854431887,335,956,946,944,884,68489
Service - tug,99,66,2005,2005,2007,2007,91111458,72892433,407,1351,1213,1154,164,12356
General cargo,345,195,2002,2003,2006,2006,4960141770,6826051384,700,1157,1186,1185,936,71760
Ro-Ro,68,41,2003,2002,2002,2000,2239625442,1290343040,378,1584,2247,2280,526,40361
Cruise,105,43,2006,2003,2005,2005,7687514795,798157925,528,1154,961,1013,1798,139274
Offshore,47,16,1989,2001,2010,2010,435509859,332383530,304,1678,1623,1514,122,9175
Service - other,24,15,2004,2003,2006,2006,718280341,740237839,1876,7206,3445,3189,221,16668
Miscellaneous - fishing,4,4,1975,1975,1976,1977,22613600,16447830,3900,6462,6105,5745,27,2043
Refrigerated bulk,1,1,1997,1997,1997,1997,28149148,32951062,5519,5519,5519,5519,11,839
Ferry-RoPax,54,4,2012,2012,2010,2011,132492573,13144241,719,986,1750,1548,195,14653
