int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,3579,695,2006,2007,2010,2010,382576309167,421408281715,1315,1838,1907,1864,38233,2958515
Oil tanker,491,401,2007,2007,2007,2007,84502652103,158181295798,1655,2256,2271,2269,5873,454476
Bulk carrier,1011,717,2008,2009,2010,2010,60774896259,106507712738,1281,2120,1974,1969,5398,417739
Chemical tanker,332,228,2007,2008,2007,2007,11735692626,19230825409,1522,1689,1799,1799,1837,141797
Vehicle,255,161,2007,2007,2007,2006,20655884910,6987020810,1424,1492,1459,1478,1328,102885
Liquefied gas tanker,258,124,2009,2008,2008,2008,12105058010,13198693883,1507,2181,2219,2202,1615,119637
General cargo,198,153,2002,2003,2001,2002,5390141862,6787133137,1391,1882,1982,1948,912,70102
Service - tug,87,69,2004,2007,2013,2011,179833104,129289979,1045,1314,1676,1425,155,11675
Miscellaneous - fishing,9,8,2002,2001,1999,1993,43970275,22195889,3793,4150,3267,3800,30,2226
Service - other,42,37,2003,2002,2003,2003,847140467,705921467,1706,3092,2702,2438,328,24960
Ro-Ro,5,1,1994,1994,1994,1994,45210035,14487913,391,391,668,668,8,610
Cruise,58,44,2001,2001,2002,2001,4019121872,455873052,1127,1302,1226,1199,922,71396
Offshore,27,27,2012,2012,2011,2011,1027746768,689254870,1576,2492,3036,3126,278,21096
Ferry-RoPax,1,1,1990,1990,1990,1990,79986246,18407446,3023,3023,3023,3023,16,1203
Refrigerated bulk,3,3,1991,1991,1990,1991,39962424,43496344,1486,2153,2711,2734,38,2896
Other liquids tankers,1,1,2009,2009,2009,2009,84312709,95370025,2728,2728,2728,2728,9,679
