port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Mawella - Colombo,9,9,2007,2007,2002,2002,74603352,118072444,152,1154,755,912,24,1800
Koggala - Colombo,24,18,1998,2000,1997,1996,105047592,143701247,251,655,384,362,78,5910
Galle - Colombo,91,44,1999,2001,2004,2004,793840556,1243421540,126,350,496,549,245,18652
Trincomalee Harbor - Hambantota,10,9,1999,2000,2009,2010,136048716,217034911,275,619,918,1101,34,2610
Colombo - Trincomalee Harbor,72,44,2000,2005,2005,2005,821493481,1323446985,478,612,659,671,276,21091
Hambantota - Koggala,4,4,2006,2006,2001,2000,15978908,21094261,73,224,168,210,4,275
Hambantota - Colombo,29,26,2002,2003,2003,2000,202995218,146314560,175,1176,264,463,67,5049
Galle - Mawella,8,8,2004,2004,2014,2014,92672592,151376221,201,272,412,385,9,654
Kondavattavan - Trincomalee Harbor,1,1,2004,2004,2004,2004,2844961,3187884,406,406,406,406,1,62
Galle - Hambantota,16,4,1998,1996,1998,1999,10876404,16679039,85,79,88,88,9,709
Colombo - Oluvil,5,5,2002,2002,2005,2005,16132177,21940233,248,237,274,272,3,228
Oluvil - Galle,6,2,2000,2001,1999,1999,32887810,55250806,538,379,814,821,12,886
Trincomalee Harbor - Galle,86,11,2000,2005,2002,2002,344167620,577346748,301,481,365,363,102,7712
Hambantota - Oluvil,1,1,1996,1996,1996,1996,1345531,2189858,50,50,50,50,0,8
Mawella - Trincomalee Harbor,1,1,2014,2014,2014,2014,571872,822680,258,258,258,258,0,12
Trincomalee Harbor - Oluvil,5,2,2004,1998,2004,2004,3136794,4159136,336,299,672,664,3,260
Oluvil - Mawella,1,1,2008,2008,2008,2008,213552,253373,98,98,98,98,0,7
Kondavattavan - Hambantota,1,1,1999,1999,1999,1999,4244048,7153992,536,536,536,536,1,73
Mawella - Koggala,1,1,1999,1999,1999,1999,22503748,37933509,2842,2842,2842,2842,7,502
Koggala - Oluvil,2,2,2004,2004,1999,1999,1827480,3052837,165,165,218,220,1,66
Galle - Kondavattavan,1,1,1999,1999,1999,1999,4653013,7843365,588,588,588,588,1,86
Koggala - Trincomalee Harbor,1,1,1999,1999,1999,1999,2245646,3785380,284,284,284,284,1,71
Colombo - Kondavattavan,2,1,1996,1996,1996,1996,59936673,79029269,2793,2793,2793,2793,15,1161
Koggala - Galle,1,1,2007,2007,2007,2007,605593,698729,26,26,26,26,0,18
Colombo - Colombo,6,1,2010,2010,2010,2010,306897610,534187003,1780,1780,1555,1555,16,1213
