int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Colombo,4876,1589,2006,2007,2010,2010,637855033342,736990852363,1484,2661,2747,2700,67736,5236715
Koggala,199,193,2008,2008,2009,2009,38763556229,70348340694,2161,3157,3470,3549,2720,209771
Galle,530,484,2008,2008,2008,2008,91540383842,161415881587,2275,3331,3367,3432,7083,543827
Trincomalee Harbor,401,330,2008,2008,2009,2009,44260240329,77362028694,2316,3179,3516,3550,3847,297349
Hambantota,292,210,2007,2007,2009,2010,36525555742,28104679971,1899,2177,2235,2662,2305,178484
Kankesanturai,1,1,2000,2000,2000,2000,1616523335,3246291983,10821,10821,10821,10821,88,6787
Mawella,43,40,2002,2004,2010,2011,4820462694,8711383559,1411,1958,2831,2922,328,24633
Kondavattavan,1,1,2010,2010,2010,2010,130176398,226574600,3962,3962,3962,3962,9,687
Oluvil,15,15,2002,2002,2003,2005,451072071,548159587,466,1405,1525,1649,71,5446
