port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Dar Es Salaam - Zanzibar,438,28,2003,2000,2004,1998,193777339,126313737,77,386,184,117,291,21874
Mtwara - Dar Es Salaam,10,10,2010,2010,2012,2012,75936810,121495307,280,332,373,390,25,1872
Zanzibar - Kilwa Kivinje,2,1,1997,1997,1997,1997,983771,1253521,166,166,166,166,1,66
Kilwa Kivinje - Dar Es Salaam,2,2,2007,2007,2016,2012,5980794,2039355,792,792,877,422,2,186
Zanzibar - Pangani,2,1,2014,2014,2014,2014,1805501,698557,5374,5374,5374,5374,4,281
Dar Es Salaam - Tanga,45,8,2002,2006,2010,2010,65504347,74741907,135,320,257,237,75,5788
Dar Es Salaam - Lindi,1,1,2012,2012,2012,2012,2977713,1103626,231,231,231,231,1,54
Lindi - Mtwara,2,2,2007,2007,2005,2003,4158076,3903429,103,103,107,111,6,426
Zanzibar - Zanzibar,30,4,2015,2015,2015,2015,22273539,3794162,481,761,1332,1064,20,1517
Zanzibar - Kilwa Masoko,3,2,1970,1974,1974,1972,2267465,462589,220,218,218,218,2,124
Zanzibar - Mtwara,1,1,2008,2008,2008,2008,1526145,2213556,287,287,287,287,1,48
Zanzibar - Tanga,66,5,2014,2003,2014,2013,17799099,11158258,114,139,171,166,26,1970
Mtwara - Mtwara,2,1,1987,1987,1987,1987,125358,178383,144,144,144,144,0,18
Mtwara - Kilwa Kivinje,1,1,2017,2017,2017,2017,1049430,286530,272,272,272,272,0,19
