int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Nolsoy,90,52,1998,1994,2004,2004,573680501,510789626,746,1198,924,896,195,14777
Torshavn,483,106,1998,1995,2000,2000,4097240666,2408121625,568,1538,550,598,1127,85402
Klaksvik,127,77,1990,1991,1990,1993,586132609,480416115,815,1705,1482,1381,317,23890
Thorshavn,21,13,1995,1995,1995,1996,62137707,55905831,499,1398,948,686,22,1684
Fuglafjordur,95,56,1997,1995,1996,1998,529298215,328519273,802,1725,1869,1224,173,13064
Vagur,18,17,1994,1995,1995,1996,97661661,91431571,549,1801,2552,2545,42,3141
Eidi,28,11,1984,1983,1991,1990,43263363,54806084,663,957,887,892,26,1922
Lopra,15,11,1984,1989,1989,1990,50573871,56308230,676,1305,2137,2589,38,2840
Sorvagur,12,6,1980,1988,1992,1990,32247246,18702529,497,1363,918,857,12,884
Runavik,133,79,1995,1994,1994,1995,1409095092,1057505790,1228,2410,1953,1750,658,49714
Hoyvik,31,20,1993,1993,1991,1995,119022357,109690952,558,793,745,758,41,3091
Vestmanna,8,6,1990,1990,1996,1998,22370638,24186334,418,789,930,1029,15,1108
Kollafjordur,70,31,1998,1995,1999,2000,364253448,260278696,693,1035,640,664,123,9314
Skali,16,15,1994,1992,2002,2003,34307493,34897686,447,1223,864,778,29,2211
Toftir,44,27,1983,1991,2001,1993,177101509,113814924,786,1306,959,1106,84,6323
Leirvik,40,20,1992,1994,1997,1997,91262995,113153190,813,845,976,956,38,2883
Streymnes,12,6,1986,1989,1982,1982,18498742,24510634,613,494,693,693,7,531
Strendur,7,7,1997,1997,1998,1999,26517225,29279561,530,1056,782,756,12,875
Tvoroyri,24,20,1992,1992,1991,1992,70508209,68488306,839,1445,1065,1026,51,3880
Noryskali,6,6,1988,1988,1997,1996,9110461,11003803,659,782,790,724,5,368
Nordregota,3,3,1987,1987,1990,1988,3219292,3835713,804,741,776,821,1,83
