int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Nolsoy,90,50,1999,1996,2003,2004,398997995,392801441,634,835,642,682,159,12004
Runavik,141,81,1995,1993,1993,1994,1158382115,963069648,1142,1767,1491,1440,520,39302
Thorshavn,18,11,1998,1999,1997,1998,39215447,48962351,524,564,638,628,15,1142
Vagur,23,20,1994,1994,1996,1996,55979855,44790730,659,1153,1028,998,32,2396
Toftir,47,29,1983,1991,1998,1993,189046453,107235686,606,1444,982,986,88,6691
Torshavn,463,96,1998,1996,2001,2000,3994211097,2445298596,570,1161,541,618,1138,86224
Fuglafjordur,104,62,1993,1992,1995,1997,607667384,455976796,760,1805,2199,1715,234,17669
Leirvik,40,23,1991,1991,1994,1994,89859782,111909863,696,969,995,990,47,3540
Lopra,17,13,1984,1988,1989,1990,21062805,19543105,570,882,795,866,12,919
Klaksvik,120,75,1991,1992,1992,1995,432720539,343630404,757,1482,1220,1090,213,16036
Sorvagur,6,6,1986,1986,1993,1992,19154330,10885890,666,950,681,721,8,585
Hoyvik,26,18,1992,1992,1991,1995,71828266,72166257,542,639,510,608,25,1867
Eidi,28,11,1984,1983,1988,1987,24294460,30034852,407,592,483,501,17,1320
Kollafjordur,75,36,1998,1995,1999,1999,462434243,352563046,748,1258,779,852,170,12899
Tvoroyri,27,24,1994,1993,1997,1995,122670331,85950222,664,1460,1364,998,64,4831
Skali,19,17,1993,1992,2003,2003,47774106,47928767,604,913,954,854,20,1538
Strendur,9,9,1990,1990,1996,1998,52492899,36944001,665,1375,1506,979,18,1367
Streymnes,11,5,1985,1988,1982,1983,14273621,19081143,454,496,545,546,5,383
Vestmanna,8,4,1992,1994,1998,1999,48597553,56623462,1366,1316,1877,1934,29,2203
Nordregota,6,5,1987,1990,2001,2001,22081025,22531936,677,1453,1646,1655,8,592
Noryskali,5,5,1994,1994,1997,1995,5883630,7488163,428,538,521,497,3,192
