int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,278,53,1991,1993,1996,1997,504138117,663312300,454,813,646,652,182,13764
Service - other,15,11,1984,1989,1998,1995,25439043,14223370,476,821,760,829,25,1890
Chemical tanker,74,23,2004,2002,2008,2008,199669244,291693484,674,577,686,677,94,7113
Miscellaneous - fishing,333,159,1993,1991,1994,1996,1704791803,992786991,1046,1993,2129,1871,762,57365
Bulk carrier,9,3,1979,1986,1980,1980,20146397,27074946,732,678,698,697,7,519
Refrigerated bulk,139,50,1994,1992,1993,1993,1061314752,1125608425,1471,1544,1520,1527,621,46912
Cruise,32,23,1988,1991,2000,1994,644345056,74150706,362,544,491,459,150,11476
Ro-Ro,54,3,1980,1980,1980,1980,208756958,199244003,633,618,848,847,87,6519
Container,214,14,2003,2006,2002,2003,1611742679,1934929194,574,623,623,624,522,39686
Offshore,5,5,2008,2008,2010,2009,8464396,5276063,701,1493,974,567,17,1284
Service - tug,4,4,1989,1989,1988,1988,421085,281803,503,457,457,459,2,147
Ferry-RoPax,110,3,2003,1996,2003,2003,1790629106,306347460,565,1916,459,462,332,25137
Oil tanker,2,1,1962,1962,1962,1962,378218,558158,573,573,573,573,2,154
Ferry-pax only,1,1,1991,1991,1991,1991,423068,114018,3000,3000,3000,3000,1,96
Vehicle,11,1,1996,1996,1996,1996,97559752,39216152,451,451,467,467,19,1475
Yacht,2,1,1974,1974,1974,1974,408264,599287,936,936,936,936,2,165
