Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Abidjan,1143,642,52790,63509,2004,2004,2008,2008,1192,2487,1916,2109,113,251,346,357,30,125,67,77,7086.7,545560,556035,53300802,141620264,167432712,46632,144326,170294
Port Bouet,490,314,25527,37430,2007,2005,2008,2008,1208,2620,2149,2170,172,359,442,466,32,98,72,59,3926.2,302224,308026,27117399,72568051,82728404,55342,175406,210145
San Pedro,320,144,18882,20991,2000,2003,2005,2003,1838,2085,1919,1794,133,201,227,228,27,63,43,47,2361.1,182267,185766,16209551,45320361,52174478,50655,162042,190261
Baobab Marine Terminal,12,12,2090,3935,2002,2002,2009,2009,3366,3244,3766,3788,325,344,419,419,41,188,57,52,219.6,16900,17225,1533697,3138003,3569022,127808,353174,427539
Assinie-Mafia,10,6,2357,4478,1989,1998,2008,2008,371,3354,6668,6856,65,328,830,830,8,24,25,25,147.9,11432,11651,1233880,2180978,2345085,123388,332460,411342
Espoir Marine Terminal,8,7,666,1265,2010,2010,2012,2012,975,1481,1887,1926,92,160,286,289,31,179,60,57,56.4,4366,4450,557467,1150514,1306088,69683,183296,226439
Sassandra,5,5,4,3,1987,1987,1987,1984,1182,1107,620,507,135,163,201,190,11,10,10,10,3.0,225,229,22761,51356,59536,4552,10955,13207
Kosagi,2,2,3,3,2001,2001,2001,2001,1421,1421,440,422,288,288,253,248,34,34,51,53,2.2,162,165,7309,20097,26707,3654,13089,16338
Gbabam,2,2,32,15,2002,2002,2005,2000,2952,2952,477,710,266,266,203,312,6,6,6,6,7.6,570,581,71227,171861,195980,35614,88396,103474
Dabou,1,1,6,7,2001,2001,2001,2001,825,825,825,825,431,431,431,431,3,3,3,3,1.1,85,86,11371,33356,46001,11371,45556,57441
Fresco,1,1,3,4,1985,1985,1985,1985,1061,1061,1061,1061,117,117,117,117,86,86,86,86,0.7,53,54,12611,36180,51993,12611,41107,59123
