Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ghana,271,168,1647,1955,1997,2000,2001,2000,328,1362,472,426,30,184,369,339,71,186,492,326,626.9,47528,48440,4915656,11632032,13466982,18139,48034,57587
Spain,244,172,15714,20614,2004,2005,2006,2006,2511,2506,2505,2510,208,259,228,235,12,47,25,24,2192.2,169263,172513,16801710,47143731,53768850,68859,215054,253103
Togo,242,110,3955,4148,2002,2003,2004,2003,455,515,490,517,35,74,74,94,28,52,46,57,657.9,50719,51693,3542038,9701282,11053468,14637,47621,56036
Senegal,205,87,5544,5720,2003,2002,2008,2007,1207,3099,1288,1285,102,394,216,204,21,105,56,63,918.7,70505,71858,8145129,21079055,24568576,39732,109668,129428
Nigeria,98,66,3425,5386,2007,2006,2008,2008,711,1109,1011,1060,101,174,296,320,43,59,46,45,516.1,39724,40487,2937877,6624035,7676292,29978,90209,109355
Brazil,79,78,5857,9845,2010,2010,2011,2011,2859,2821,2869,2876,251,323,341,344,106,158,158,159,567.5,43887,44730,3736860,8758210,11477066,47302,179285,218047
Cameroon,78,50,1531,2033,2008,2007,2009,2008,909,1059,988,1000,82,215,236,255,48,289,283,342,450.4,34624,35289,2025740,5009572,5815744,25971,74034,85807
Benin,73,39,1608,990,2009,2005,2012,2010,462,511,469,489,34,67,42,60,21,53,27,39,167.2,12894,13142,964043,2283343,2660128,13206,38151,43334
Morocco,64,30,4769,6369,2006,2005,2006,2006,2738,2727,2805,2807,198,207,202,201,13,21,15,15,792.6,61350,62528,5409341,19048317,20885662,84521,303737,356310
Sierra Leone,45,23,609,849,1998,2003,2004,2004,724,792,746,735,67,99,90,95,31,53,42,46,90.2,6935,7068,394249,1150217,1509900,8761,36647,45855
Guinea,38,34,961,1282,2007,2008,2006,2007,836,952,904,937,80,107,120,139,68,114,104,128,100.4,7760,7909,579449,1569547,1981122,15249,57470,68809
Belgium,38,21,5306,6323,2002,2004,2002,2002,3635,3773,3742,3745,243,269,257,263,20,42,35,32,716.9,55321,56383,5039049,14053426,15854045,132607,405634,470416
