Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Abidjan,1122,618,39303,48053,2003,2004,2008,2007,1013,2236,1464,1661,122,375,475,571,50,148,126,157,6245.6,479462,488667,37497962,91307497,111435491,33421,103531,123082
Port Bouet,520,343,19571,30507,2006,2005,2008,2008,821,2657,1550,1674,90,296,499,488,53,173,198,196,3237.1,248892,253671,23626255,56689313,66068973,45435,139202,168930
San Pedro,299,155,13139,18609,2002,2004,2006,2006,1036,1968,1380,1610,81,192,396,451,37,81,77,86,1656.1,127940,130396,11390060,30838563,36197971,38094,128376,152550
Espoir Marine Terminal,15,14,1172,1854,2003,2003,2010,2014,1002,1864,2543,2817,210,300,652,741,31,32,29,31,130.5,10091,10284,956932,2154029,2511563,63795,177151,214128
Baobab Marine Terminal,15,15,2662,4489,2005,2005,2011,2012,2999,3142,3984,4070,364,371,559,577,15,72,28,29,201.2,15511,15808,1896108,3772690,4276572,126407,333045,395282
Assinie-Mafia,13,9,808,1505,1992,1998,2006,2006,514,1233,1867,1990,110,233,233,236,17,49,104,106,57.4,4438,4524,563714,1109309,1247174,43363,120073,147180
Sassandra,6,6,84,100,1990,1990,2000,2000,2215,2405,1153,1104,286,272,169,153,4,8,9,8,10.9,829,845,181922,456765,513162,30320,80653,94731
Dabou,2,1,38,43,2001,2001,2001,2001,2664,2664,2664,2664,364,364,386,386,8,8,7,7,3.7,282,288,73445,215442,297108,36722,147119,185501
Fresco,2,2,26,34,2002,2002,2003,2003,2802,2802,1014,1003,500,500,124,113,20,20,19,19,5.5,419,427,31622,109025,118760,15811,54879,64137
Gbabam,1,1,22,7,2013,2013,2013,2013,343,343,343,343,20,20,20,20,71,71,71,71,1.4,107,109,6990,30816,35688,6990,26567,28592
Jacqueville,1,1,6,7,1989,1989,1989,1989,1297,1297,1297,1297,519,519,519,519,235,235,235,235,10.3,774,789,19449,42498,47870,19449,41446,44749
