Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,584,165,15086,19001,2004,2005,2004,2004,534,734,733,729,68,74,100,100,27,35,37,37,2270.2,175682,179056,15571893,46147379,51369901,26664,84530,98440
Bulk carrier,313,285,26543,45411,2008,2008,2008,2008,2556,3162,3288,3325,384,498,690,693,132,183,219,219,2862.8,221436,225687,18306982,39860046,51497326,58489,206772,247343
Refrigerated bulk,223,71,1874,2134,1996,1992,1998,1997,1355,1365,1264,1261,128,220,248,247,59,145,114,116,1500.0,113663,115846,6330814,13833136,15581727,28389,60497,65319
General cargo,221,123,4415,6218,2001,2006,2007,2007,975,1804,1898,1898,136,265,806,850,82,107,99,99,820.0,62905,64112,3790568,12528155,18081805,17152,84891,114141
Miscellaneous - fishing,135,71,1360,1191,1991,1991,1994,1994,3349,7282,6611,6360,405,866,1174,1197,127,452,678,712,755.8,56853,57945,8376643,18581009,21124726,62049,146030,173110
Chemical tanker,125,98,3108,5067,2007,2008,2007,2007,779,1473,1589,1610,121,204,370,373,66,120,179,180,757.3,58233,59351,2044502,9472242,11153945,16356,87277,106814
Ro-Ro,103,21,7745,3616,2012,2009,2014,2013,854,1207,1290,1303,69,106,140,145,23,27,26,25,607.5,47040,47943,3892609,7265817,8386693,37792,88840,94442
Oil tanker,99,56,10195,18881,2010,2009,2010,2010,935,2850,2494,2513,135,363,493,493,55,124,98,96,1183.9,91454,93210,9347608,15780692,18145708,94420,247143,304269
Vehicle,81,43,4196,1496,2006,2007,2004,2003,817,825,922,926,68,65,124,116,11,15,21,21,303.7,23515,23966,1514839,6678818,7734751,18702,71085,76503
Liquefied gas tanker,48,14,1428,1632,2012,2011,2014,2014,462,934,1257,1251,77,125,324,323,112,113,107,108,237.8,18186,18535,1201296,3542954,3884545,25027,138040,182141
Service - tug,40,27,129,107,2005,2006,2009,2008,1047,1599,1444,1298,266,389,546,552,74,285,222,265,92.2,6950,7084,2734605,6466517,8658317,68365,176531,238347
Service - other,19,12,666,444,2009,2006,2008,2008,2863,6770,4457,5401,290,1521,3504,4393,23,126,128,143,147.4,11198,11413,3099596,6359690,6852952,163137,363006,409886
Cruise,3,2,84,9,2001,2005,2011,2011,1018,875,942,963,65,54,65,65,8,8,9,10,20.5,1585,1615,22962,190062,253461,7654,52862,62846
Ferry-pax only,2,1,1,0,1983,1983,1983,1983,753,753,753,753,128,128,128,128,36,36,36,36,0.6,45,45,9540,19430,24475,4770,11093,14624
