Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ghana,467,222,4522,4744,2004,2003,2007,2006,325,950,395,397,32,204,468,454,30,109,75,85,1006.6,77038,78518,7210349,18361417,20929950,15440,42797,50174
Senegal,265,122,8899,9764,2001,2002,2004,2005,1199,2481,1188,1177,96,275,150,149,37,144,69,76,1351.9,104152,106152,9983786,26612695,31083619,37675,111077,131130
Togo,146,85,1779,2549,2003,2007,2003,2003,452,803,516,518,64,173,213,220,59,114,87,90,525.0,40241,41013,2215320,5347264,6170759,15173,53262,65394
Nigeria,137,87,3131,4842,2006,2005,2007,2008,821,832,891,906,88,158,166,165,60,118,121,132,657.3,50545,51515,3141292,8063015,9244718,22929,72777,87957
Cameroon,117,72,3105,3942,2003,2006,2003,2003,1002,1073,1003,1005,93,179,134,147,34,87,47,50,520.5,40089,40858,3515588,10001711,11575039,30048,97129,115702
Spain,103,100,5348,8819,2006,2006,2008,2009,2223,2656,2538,2545,237,414,480,492,106,166,165,166,910.4,70007,71351,5041669,12028455,14779229,48948,163521,197331
Benin,99,60,1870,2412,2008,2008,2008,2008,493,549,524,524,53,151,109,124,32,86,59,67,331.2,25608,26100,1848667,4901977,5562678,18673,57360,67220
Mauritania,63,43,605,698,1992,1993,1992,1992,1683,1708,1712,1712,259,265,292,292,78,130,114,116,475.1,35987,36678,2170910,4779338,5362130,34459,75127,82715
Liberia,61,37,625,873,2000,2000,2002,2002,528,1654,573,558,82,314,307,294,37,124,107,100,177.6,13590,13851,771037,2431020,2841233,12640,45488,55154
Morocco,58,26,5309,3222,2008,2004,2013,2011,2489,2436,2508,2505,169,298,208,254,24,91,42,68,589.7,45408,46280,4065082,8416629,9742109,70088,168760,184084
Gibraltar,52,49,4363,7467,2008,2009,2009,2009,2780,2795,2791,2789,428,568,578,581,130,134,135,137,512.1,39635,40396,3107298,6638879,8238180,59756,200943,238140
Angola,48,43,1186,1298,1996,1998,2001,2002,2134,4832,2011,1795,345,433,356,322,134,388,417,383,340.8,25810,26306,3249873,7559287,8737060,67706,169475,202342
Guinea,46,27,1473,891,2009,2008,2010,2010,841,1264,855,894,77,230,135,243,22,120,40,71,159.3,12265,12501,783652,2497801,3014990,17036,58506,66840
Sierra Leone,42,22,1498,906,2006,2002,2012,2010,761,1023,785,823,71,213,142,245,39,196,48,76,152.5,11735,11960,846317,1849850,2213313,20150,55935,63493
Singapore,36,35,9988,17424,2009,2009,2010,2010,8338,8399,8440,8438,736,851,867,869,142,210,202,202,929.8,72010,73392,6741942,14864781,18133795,187276,639890,759690
Equatorial Guinea,18,15,288,193,2006,2007,2012,2010,906,1372,1431,706,114,262,1570,892,54,280,98,114,50.2,3836,3910,888651,1963954,2353108,49370,122568,149894
