port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Varna East - Burgas,167,77,1989,1998,2007,2006,188312137,231033381,80,312,316,283,262,19758
Burgas - Ignatievo,117,24,1998,1995,2001,2000,125553274,157278209,77,172,90,92,75,5642
Akhtopol - Varna East,22,17,2001,2002,2009,2009,44336571,56154761,96,363,280,247,25,1868
Akhtopol - Ignatievo,7,6,1991,1992,1983,1983,55460019,70570831,101,654,1016,896,20,1532
Nessebar - Varna East,17,11,1987,1991,1991,1992,8000312,10631747,77,142,122,120,11,853
Burgas - Balchik,15,13,1992,1991,1994,1994,4971576,6673309,85,95,93,92,3,223
Ignatievo - Nessebar,2,2,2000,2000,2001,2002,1672993,2590998,113,113,92,103,1,44
Nessebar - Burgas,4,4,2004,2004,2010,2010,5951407,9126994,82,83,120,123,2,142
Varna East - Balchik,1,1,1991,1991,1991,1991,251113,342783,196,196,196,196,0,9
Nessebar - Balchik,8,8,1989,1989,1996,1993,1648402,1964001,101,158,116,111,1,89
Ignatievo - Varna East,11,9,2006,2004,2003,2003,10370008,15419940,86,150,115,112,8,638
Akhtopol - Balchik,4,4,1995,1995,1995,1993,1943197,2922973,96,97,98,97,1,61
Sozopol - Nessebar,7,2,1993,1988,1994,1994,2213075,1064895,1281,1330,1599,1601,5,341
Varna East - Sozopol,2,1,1979,1979,1979,1979,399556,136423,221,221,221,221,2,127
Akhtopol - Nessebar,1,1,2016,2016,2016,2016,219513,235722,62,62,62,62,0,9
Sozopol - Burgas,1,1,2015,2015,2015,2015,1330767,983015,685,685,685,685,1,61
Sozopol - Balchik,2,1,1982,1982,1982,1982,177635,81599,625,625,625,625,1,94
