dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Offshore,33,10,2012,2012,2012,2011,57903802,61501136,159,338,466,466,41,3070
General cargo,115,87,1992,1993,2006,2006,181104642,237044968,77,220,401,371,68,5174
Bulk carrier,20,17,2002,2003,2004,2004,28315204,45002921,79,79,81,81,12,930
Service - tug,10,8,2001,2002,2006,2005,2502838,1518135,359,714,740,881,11,848
Container,100,9,2001,2001,2002,2002,108629786,129878975,76,73,76,76,63,4752
Chemical tanker,4,4,2012,2012,2009,2009,3396909,4765274,89,127,148,149,3,221
Service - other,19,5,1981,1984,1982,1982,54858586,66488514,152,1089,1763,2322,39,2986
Ferry-pax only,6,1,1995,1995,1995,1995,2035088,983134,1406,1406,1639,1639,4,288
Oil tanker,81,4,1978,1983,1978,1978,14064697,20028525,86,316,117,113,176,13222
