int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Burgas,1370,687,1998,2001,2004,2005,6229934704,9463460670,204,365,374,371,2195,168127
Balchik,259,195,1990,1991,1994,1994,354420044,512105745,222,360,354,356,111,8383
Varna East,821,572,1998,2000,2003,2004,3326550849,5102709314,203,451,484,487,1214,92679
Ignatievo,601,282,1997,1998,2000,2002,1988908811,2524916275,218,407,350,349,804,61429
Sozopol,8,7,2000,1999,2001,1995,25361443,17430555,230,6860,226,93,45,3394
Nessebar,24,22,1989,1989,1999,2000,32936734,49575715,228,253,190,174,8,622
Akhtopol,63,52,1994,1995,1996,1996,154645420,246245247,246,319,309,303,36,2740
Nikopol,14,6,1966,1967,1966,1966,8206973,10774964,307,362,355,355,2,141
Kuklen,2,2,2012,2012,2009,2009,19975962,24667087,826,826,969,948,12,895
Gurkovo,1,1,2013,2013,2013,2013,3231162,3434517,662,662,662,662,1,110
Oryakhovo,1,1,1967,1967,1967,1967,517843,646758,312,312,312,312,0,12
