int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Burgas,1250,669,1998,2001,2007,2007,9346227494,14762370445,319,574,613,621,1816,139306
Balchik,275,202,1989,1991,1991,1991,338728659,488508042,207,313,321,321,126,9550
Varna East,850,591,1998,2000,2006,2006,4858287997,7678470752,249,549,681,707,1194,91291
Ignatievo,692,287,1997,1998,2001,2003,2943040154,3864356998,259,442,426,444,765,58528
Sozopol,6,5,2001,1999,1992,1993,156889784,235748256,3498,3732,1425,1272,40,3050
Nessebar,25,22,1992,1993,2001,2001,52526676,76051919,275,339,255,227,12,948
Akhtopol,49,42,1993,1994,1998,1998,121535272,192082258,306,417,345,336,35,2643
Nikopol,14,6,1966,1967,1966,1966,7008086,8648067,301,291,303,285,2,149
Kuklen,2,2,2012,2012,2008,2008,9499272,11487478,330,330,461,442,4,305
Gurkovo,1,1,2013,2013,2013,2013,2751032,2924170,564,564,564,564,4,314
Oryakhovo,1,1,1967,1967,1967,1967,319090,398526,192,192,192,192,0,7
