int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Imbituba,95,88,2010,2010,2010,2010,10188688877,17324911926,3958,4002,4068,4262,1120,86502
Santos,2102,1390,2009,2010,2011,2011,444047245767,686662198709,4474,5497,4985,5645,41354,3200370
Belem,36,34,2009,2009,2010,2011,1589617459,2471249042,2532,2449,2608,2709,255,19615
Porto De Suape,134,115,2009,2009,2009,2009,15514945116,23809850497,3402,3365,3673,3712,2052,158030
Rio Grande,840,674,2009,2009,2010,2010,129203911767,221495821280,3473,4716,5014,5458,11449,885762
Niteroi,289,270,2008,2008,2010,2010,45782072736,82482344899,3558,3808,4525,4691,4554,350662
Navegantes,227,88,2009,2008,2011,2011,11412976287,13256362484,731,1640,874,876,1317,101645
Pecem,219,161,2010,2010,2011,2011,36119570877,45638335103,3308,3365,3470,3420,3592,271491
Salvador,172,104,2008,2009,2009,2009,28856921975,32937272070,3373,3679,3454,3532,3419,264003
Paranagua,1031,796,2010,2010,2010,2010,169538016949,287222496843,3877,5001,3716,4505,14428,1116622
Sao Vicente,166,149,2011,2011,2011,2011,27409883502,48252974793,4207,5059,5293,5603,2435,188434
Itaqui,471,383,2009,2009,2008,2008,467551718792,901851695516,9751,8245,9792,9834,22048,1707458
Ilha Guaiba,231,173,2006,2008,2003,2004,220043686020,410072582516,8996,7645,8629,8579,10930,846568
Gebig,95,70,2011,2011,2011,2011,91975796063,177938534375,9003,7448,8507,8563,5925,458906
Tubarao,921,818,2011,2011,2010,2010,431945118298,828291475708,5187,5591,6901,6971,24381,1887115
Santana,167,151,2010,2010,2010,2010,25056820347,41965394857,4073,4212,4509,4463,2228,172265
Rio De Janeiro,591,436,2008,2008,2010,2010,87073286892,116388083248,3596,3471,3825,4293,10656,817835
Itapoa,115,40,2013,2011,2011,2010,11196984120,15369904443,756,2349,1162,1318,1034,79123
Aratu,294,245,2009,2010,2010,2010,39871827792,68308770295,4184,4726,5236,5476,4222,325135
Vitoria,131,118,2009,2009,2009,2010,11359965748,14967273146,2544,3339,3541,3841,1393,107388
Sepetiba,61,59,2013,2013,2013,2013,11661495689,20623754982,5464,5245,5230,5260,1066,82329
Porto Trombetas,95,80,2011,2011,2011,2011,13854413892,25373885801,3832,3613,3568,3567,1200,92785
Sao Luis,167,158,2009,2009,2010,2011,35760781423,64440375057,4477,5627,6229,6396,2851,220539
Vila Do Conde,506,376,2006,2008,2009,2010,61458983371,100575281033,3530,4467,4494,4654,6060,468267
Itaguai,451,327,2011,2010,2011,2011,324310105398,576357145176,8823,8021,8166,8400,18519,1434242
Santarem,102,97,2009,2009,2010,2010,11080428474,18714708005,3135,3310,3529,3844,1079,83452
Suape,115,72,2006,2007,2007,2007,20489809614,21039258560,3007,3035,3641,3928,2394,185335
Ilheus,14,14,2008,2008,2009,2009,610634938,921494534,3150,3326,3325,3320,96,7429
Alumar,123,109,2011,2011,2011,2011,10141697941,16896032721,3526,3193,3269,3262,1070,82485
Sao Francisco Do Sul,154,147,2009,2010,2010,2010,25286230081,46432775109,3876,4208,4909,5063,1901,147134
Ilha Do Mel,35,35,2010,2010,2012,2012,1459758855,2583158115,790,1318,1463,1560,140,10846
Sao Sebastiao,103,91,2003,2005,2009,2011,14198703268,23628291130,3650,3375,3660,3861,1470,113600
Usiba Pt.,11,11,2014,2014,2014,2014,433056055,701022909,1902,1728,1691,1681,44,3410
Manaus,49,41,2005,2006,2008,2008,3896331408,6322214878,3373,2994,3292,3373,552,42630
Outeiro,16,16,2007,2007,2008,2009,600914038,983091564,269,1497,1578,1599,64,4971
Maceio,57,56,2008,2008,2008,2009,3886637776,5586908927,3235,3252,3228,3312,530,40910
