int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Imbituba,133,95,2012,2011,2012,2011,14736249306,22947872669,3286,3925,2020,2442,1266,97903
Santos,1783,1249,2009,2010,2010,2010,380047024785,579562080536,4713,5221,5180,5647,34645,2681089
Itaqui,478,389,2009,2009,2008,2008,399668162096,769941719757,9626,7178,8304,8333,17804,1378794
Porto De Suape,147,124,2009,2010,2010,2010,19442812945,29239362816,4316,3740,3958,3938,2677,206952
Rio Grande,1148,717,2009,2009,2010,2010,132386502112,217875069790,627,4428,2541,3126,10540,815372
Niteroi,277,261,2008,2008,2010,2010,45950958436,83768055647,2186,3164,4183,4632,3755,289437
Rio De Janeiro,548,398,2009,2008,2012,2012,103426162388,127769301342,3510,3343,4538,4704,10867,831381
Sao Vicente,149,130,2011,2011,2011,2011,27241107179,47455997179,5493,5798,6030,6263,2361,182533
Ilha Guaiba,238,181,2006,2009,2005,2005,210162108591,393186786653,8938,8136,8202,8212,9268,717894
Sao Sebastiao,107,91,2003,2004,2009,2010,15830718344,27548794533,3739,3569,4122,4399,1650,127598
Madre De Deus,80,70,2008,2009,2010,2009,14093377708,19003545228,3637,3634,4084,3997,1745,124856
Icoarachi,23,21,2009,2009,2008,2008,869516856,1282081051,2712,2323,2392,2414,155,11906
Gebig,89,67,2010,2010,2011,2011,75758821309,146621462012,8296,6485,7401,7433,4818,373046
Tubarao,861,766,2011,2011,2011,2011,444118715677,853447091692,8011,6410,7205,7256,22564,1747313
Paranagua,869,765,2010,2010,2010,2010,157633834324,275770421006,5178,5383,5386,5842,13677,1058184
Santana,471,349,2008,2009,2010,2010,54464704915,91086681158,3156,3578,3407,3568,4648,359687
Porto Alegre,10,7,2009,2010,2010,2009,81157353,108139608,631,1321,1179,1135,26,1968
Navegantes,159,70,2009,2009,2009,2009,13386433819,15169639194,831,2282,1495,1489,1655,127809
Suape,195,82,2009,2009,2010,2010,40456555400,41465459476,3031,3027,3078,3084,4305,333369
Vila Do Conde,481,368,2006,2008,2009,2010,44055504865,74293441682,2943,3455,3551,3741,4226,326536
Pecem,175,153,2011,2011,2011,2012,22130645573,33710114915,2534,3208,3245,3201,2045,152955
Macapa,68,65,2009,2009,2010,2010,7211842988,12507498474,3134,3201,3185,3287,616,47656
Sao Luis,310,289,2010,2010,2011,2011,41266291424,72594514726,3613,4138,4630,4723,3821,295171
Ilheus,13,12,2007,2007,2008,2008,354849455,540924606,2603,2523,2379,2378,58,4462
Porto De Mucuripe,127,101,2007,2007,2009,2009,7223727456,10007762305,2657,2645,2624,2692,990,76278
Itaguai,431,354,2011,2010,2011,2011,281306313226,506442439989,8804,7204,7879,7897,15232,1179662
Aratu,305,261,2010,2010,2010,2011,41284685252,66715236917,4239,4533,4891,5172,4529,349158
Sao Francisco Do Sul,182,174,2010,2010,2011,2011,39479073309,70751004149,5923,5993,6487,6608,3181,246020
Alumar,106,89,2010,2010,2010,2010,7305191949,12376808504,2616,2434,2591,2593,772,59618
Recife,89,80,2008,2008,2008,2009,10219133146,14252014848,3655,3934,3875,4201,1178,90736
Vitoria,185,152,2007,2008,2006,2008,19634766587,16243556543,3283,3155,3418,3365,2044,157706
Sepetiba,68,65,2012,2012,2012,2012,13586282785,24923849633,4754,5016,5123,5155,1107,85583
Ilha Do Mel,24,24,2006,2006,2007,2007,3431445364,6129972539,4705,4723,5134,5276,325,25068
Usiba Pt.,20,20,2011,2011,2011,2011,2043259504,3263936072,4457,4189,4285,4302,240,18485
Outeiro,19,19,2008,2008,2007,2007,1585895037,2835483147,1273,2492,3558,3918,128,9887
Maceio,73,70,2009,2009,2009,2009,5176861651,8386879764,3240,3252,3413,3440,675,52084
Acu Pt/Sao Joao Da Barra,99,94,2010,2010,2011,2011,31702942190,60439452903,4071,4173,6297,6411,1904,147165
