,exp_code_str3,exp_name,HS2,description,USD,tonne
0,400,Jordan,31," Animal or vegetable fertilizers, in packs >10 kg",340371778.06299996,1137685.538548
1,400,Jordan,28, Chlorine,412552224.287,826450.747691
2,400,Jordan,25," Salt (sodium chloride) including solution, salt water",59568110.707,702041.104972
3,400,Jordan,68," Stone setts, curbstones, flagstones (except slate)",23700236.256,146178.746131
4,400,Jordan,27," Anthracite, not agglomerated",43188079.496,82407.506003
5,400,Jordan,48, Newsprint,48496319.313,36049.806194000004
6,400,Jordan,07," Potatoes seed, fresh or chilled",26680119.084,32397.382123
7,400,Jordan,39, Polyethylene - specific gravity <0.94 in primary form,47276875.667,25179.984603
8,400,Jordan,22, Mineral and aerated waters not sweetened or flavoured,8492069.385,22051.225678000003
9,400,Jordan,73, Sheet piling of iron or steel,19272109.47,20717.747306999998
10,400,Jordan,34," Soaps, for toilet use, solid",18767903.224,20381.180798
11,400,Jordan,61," Mens, boys overcoats, etc, of wool or hair, knit",385144851.15500003,17728.016956
12,400,Jordan,29, Saturated acyclic hydrocarbons,25929729.887000002,12924.114892
13,400,Jordan,72," Pig iron, non-alloy, <0.5% phosphorus",9522083.019,11631.315702
14,400,Jordan,20," Cucumbers,gherkins, prepared or preserved by vinegar",14967197.188,11447.301464
15,400,Jordan,38, Artificial graphite,15203433.363,9296.347538
16,400,Jordan,32, Quebracho tanning extract,16796845.167,9231.071298
17,400,Jordan,08," Coconuts, fresh or dried",8220491.6899999995,7661.618719
18,400,Jordan,76," Aluminium unwrought, not alloyed",29553119.793,7138.055577
19,400,Jordan,57," Carpets of wool or fine animal hair, knotted",8194264.3549999995,7011.594266
20,400,Jordan,47, Mechanical wood pulp,1248002.794,6660.879664
21,400,Jordan,04, Milk not concentrated nor sweetened < 1% fat,17852621.151,6496.693188
22,400,Jordan,24," Tobacco, unmanufactured, not stemmed or stripped",24382260.689,6319.815228
23,400,Jordan,86," Rail locomotives, externally electrically powered",275377.132,6304.746223
24,400,Jordan,62," Mens, boys overcoats of wool or hair, not knit",104779695.17999999,5549.593606999999
25,400,Jordan,15," Lard, other pig fat and poultry fat, rendered",5435352.3,4508.036486
26,400,Jordan,84, Nuclear reactors,33304849.696999997,4142.106902
27,400,Jordan,96," Worked ivory, articles of ivory",7655085.09,4070.844575
28,400,Jordan,94," Seats, aircraft",9454536.6,4035.201038
29,400,Jordan,23," Flour or meal, pellet of meat or offal for animal fee",8103829.904,3661.483144
30,400,Jordan,09," Coffee, not roasted, not decaffeinated",16042240.059,3050.609902
31,400,Jordan,21," Coffee extracts, essences, concentrates, preparations",5266278.862,2595.926282
32,400,Jordan,85, Electric motors of an output < 37.5 watts,10873101.280000001,2422.7254989999997
33,400,Jordan,19," Infant foods of cereals, flour, starch or milk, retai",7849591.719,2293.011321
34,400,Jordan,78, Lead refined unwrought,3863141.945,2081.359413
35,400,Jordan,63, Electric blankets of textile material,6345561.501,1758.769804
36,400,Jordan,30," Glands and other organs, dried, for therapeutic uses",24142622.557,1647.998544
37,400,Jordan,41," Bovine skins, whole, raw",1679427.182,1449.995564
38,400,Jordan,74, Copper mattes,6669072.251,1363.1206849999999
39,400,Jordan,16," Sausages, similar products of meat, meat offal & bloo",4340717.545,1255.578749
40,400,Jordan,17," Raw sugar, cane",3720623.926,1218.072559
41,400,Jordan,70," Glass cullet, waste or scrap, glass in the mass",1434753.139,1206.147622
42,400,Jordan,87, Pedestrian controlled tractors,7013178.353,1183.343507
43,400,Jordan,40," Natural rubber latex, including prevulcanised",3031528.569,1071.840843
44,400,Jordan,02," Bovine carcasses and half carcasses, fresh or chilled",1802858.647,859.2971090000001
45,400,Jordan,56," Sanitary towels, diapers and similar articles",1556427.407,605.529834
46,400,Jordan,35, Casein,1338246.287,568.285159
47,400,Jordan,59, Gum or amylaceous covered textiles for book covers et,1122809.939,427.35145700000004
48,400,Jordan,33, Essential oils of bergamot,2188944.654,418.656345
49,400,Jordan,26," Iron ore, concentrate, not iron pyrites,unagglomerate",605123.884,414.841109
50,400,Jordan,13, Lac,685555.551,388.66532200000006
51,400,Jordan,12, Soya beans,4045047.82,310.072693
52,400,Jordan,44, Fuel wood,809473.149,183.874413
53,400,Jordan,11, Wheat or meslin flour,223539.076,175.709191
54,400,Jordan,46, Plaits and products of plaiting materials,380371.74700000003,162.62793100000002
55,400,Jordan,69," Bricks, blocks and ceramic goods of siliceous earths",110298.892,136.913963
56,400,Jordan,71," Pearls natural, not permanently mounted or set",3469237.21,114.26297
57,400,Jordan,90," Optical fibres, except for telecommunications",1634044.663,113.285009
58,400,Jordan,10, Durum wheat,52458.2,112.51295800000001
59,400,Jordan,55," Filament tow of nylon, polyamides",162639.434,108.839293
60,400,Jordan,18," Cocoa beans, whole or broken, raw or roasted",442590.716,100.29480799999999
61,400,Jordan,79," Zinc, not alloyed, unwrought, >99% pure",135194.783,95.324811
62,400,Jordan,82, Spades and shovels,85116.981,68.060114
63,400,Jordan,49," Brochures, leaflets and similar, in single sheets",454498.885,67.889107
64,400,Jordan,60," ""Long pile"" knit or crochet textile fabric",281035.356,61.89694
65,400,Jordan,83, Padlocks of base metal,165935.511,60.742799
66,400,Jordan,54, Sewing thread of synthetic filaments,191513.454,60.463210000000004
67,400,Jordan,03," Ornamental fish, live",226051.071,58.680252
68,400,Jordan,06," Bulbs, tubers, corms, crowns and rhizomes, dormant",87633.288,53.212751000000004
69,400,Jordan,89," Cruise ships, excursion boats, ferry boats",100648.479,49.41867
70,400,Jordan,80, Tin not alloyed unwrought,53498.783,44.659183
71,400,Jordan,75, Nickel mattes,642.595,35.033279
72,400,Jordan,95," Rideable wheeled toys, dolls carriages",534776.272,30.418590000000002
73,400,Jordan,42," Saddlery and harness, of any material",100444.83099999999,24.948829
74,400,Jordan,58," Woven pile fabric of wool or fine animal hair, w >30c",70145.359,13.318825
75,400,Jordan,45," Natural cork, raw or simply prepared",13745.612,13.270377
76,400,Jordan,05," Hair, human, unworked, waste of human hair",10612.185,9.278274
77,400,Jordan,81," Powders, tungsten (wolfram)",287.37899999999996,8.246459999999999
78,400,Jordan,65," Hat-forms, etc of felt, not shaped, no formed brim",133628.796,7.8946
79,400,Jordan,93," Military weapons, other than hand guns, swords, etc",375001.382,7.4255510000000005
80,400,Jordan,64," Waterproof footwear (Wellingtons etc), metal toe cap",74922.863,5.011451
81,400,Jordan,37, X-ray plates and films,22138.357,2.182135
82,400,Jordan,88," Gliders, hang gliders",96393.96100000001,1.5355759999999998
83,400,Jordan,52," Cotton, not carded or combed",4795.3679999999995,1.066819
84,400,Jordan,67," Bird skins and feathers, articles therefrom",2510.5640000000003,0.363612
85,400,Jordan,92," Upright pianos, including auto-players",7699.966,0.24996
86,400,Jordan,91," Wrist-watch, precious metal, battery, with hands",24614.016,0.165044
87,400,Jordan,66, Garden and similar umbrellas,348.04900000000004,0.158705
88,400,Jordan,51," Greasy shorn wool, not carded or combed",3729.567,0.147768
89,400,Jordan,14, Bamboos used primarily for plaiting,191.906,0.044326000000000004
90,400,Jordan,01," Horses, live pure-bred breeding",13.549,0.004888999999999999
91,400,Jordan,43," Raw mink furskins, whole",2.292,0.00171
92,400,Jordan,50, Silk-worm cocoons suitable for reeling,0.0,0.0
