int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ingeniero Buitrago,27,27,2009,2009,2011,2011,1261392160,2206128316,316,1517,1590,1567,111,8605
Ramallo,40,37,2006,2007,2011,2011,2877864844,5180645985,287,1875,3033,3200,216,16701
Dock Sur,463,215,2006,2007,2009,2009,9629969259,12106523865,164,707,487,498,1497,115262
Campana,214,178,2008,2009,2010,2010,6191346311,9832501482,392,1394,1371,1321,1091,84091
Las Palmas,77,69,2007,2008,2008,2007,2407670751,4087052058,225,1013,1269,1429,212,16357
Bahia Blanca,122,93,2009,2009,2011,2011,9174650616,12409777880,1458,2319,2761,2700,991,72271
Quebracho/San Lorenzo,45,45,2012,2012,2010,2010,2329567677,4112586353,412,1592,1727,1773,179,13886
Resinfor,234,226,2011,2011,2012,2012,7057366609,12449963778,387,918,935,937,636,49190
San Lorenzo,155,142,2010,2010,2011,2011,4175483916,7419209735,383,904,1010,1037,391,30227
La Plata,490,407,2008,2009,2010,2011,12712020070,19591594127,141,961,891,1059,1227,94661
Zarate,276,163,2006,2007,2007,2007,7049114117,5478666207,275,819,727,828,751,57990
San Martin,364,346,2010,2010,2011,2011,16596060904,29793364233,381,1347,1545,1588,1345,104051
Rosario,402,346,2008,2010,2010,2010,19664498694,34957413131,362,1605,1840,1913,1492,115423
Goya,33,17,1993,1991,1990,1988,24727975,25494285,356,373,371,367,12,896
Puerto Madero,538,157,2009,2007,2011,2011,15251115426,13428043249,157,590,432,415,2323,179583
Bella Vista,84,20,1991,1990,1984,1983,111681018,141734692,293,298,510,599,51,3846
La Paz,34,17,1994,1992,1985,1983,33961256,36311981,472,511,479,478,15,1165
Mar Del Plata,145,123,1991,1988,1999,2001,424141250,412297596,460,2634,755,630,667,50126
Ushuaia,326,65,1992,1994,1995,1993,2706234160,674471620,660,1218,683,1037,1068,81675
Quequen,133,121,2008,2009,2010,2010,9770696386,16946986952,1226,2619,2858,2918,893,69035
Puerto Alumbrera,268,247,2010,2011,2011,2011,12814357157,22816420658,387,1527,1738,1789,1056,81710
San Nicolas,133,125,2010,2010,2012,2012,2518775651,4308775885,297,709,702,707,325,25073
Ensenada,56,42,2009,2009,2009,2009,558292247,888136036,157,695,729,740,145,11125
Puerto Galvan,133,112,2009,2009,2011,2011,18743426790,22427843778,1808,3457,4453,4107,1954,136114
Madryn,105,70,2007,2006,2011,2011,10575207087,14442981272,2230,4291,2628,4010,1363,105121
San Pedro,29,27,2003,2003,2002,2004,1041848372,1356381853,1057,2250,2026,1764,294,22389
Puerto Ingeniero White,19,19,2008,2008,2004,2004,1020236464,1628606466,722,1998,1760,1634,102,7889
Santa Cruz,16,16,2007,2007,2006,2006,1827147306,2900409602,2772,4003,4495,4588,201,15445
Puerto Rosales,23,21,1995,1995,2008,2009,1039321954,1861919463,489,1186,2389,2464,143,11030
Resistancia,36,20,2004,2000,2001,2001,20382958,23025060,265,274,102,71,11,794
Puerto Deseado,46,42,1997,1996,2010,2012,1264479216,1536675131,3381,4175,4704,4959,363,27635
Comodoro Rivadavia,31,27,2009,2010,2010,2010,7232344796,13450475379,4591,4289,4528,4554,560,43235
Puerto Ibicuy,25,24,2004,2006,2010,2010,159679858,258755129,233,360,351,347,17,1344
Villa Constitution,18,18,2008,2008,2006,2005,965692719,1696127707,375,1843,2092,2144,86,6622
Escobar,61,55,2010,2010,2009,2009,8377042103,7483524314,201,1756,2048,1894,926,57994
Puerto Nacional,18,15,2006,2006,2009,2008,3013712332,2810756528,1959,2762,3963,3467,389,24405
Corrientes,54,21,2004,1999,2000,1997,18884223,19401763,233,272,262,252,18,1318
Buenos Aires,40,25,1984,1988,1976,1975,3418903,3904935,117,148,178,194,109,8215
San Antonio Oeste,30,13,2005,2002,2008,2008,1546125078,1917177873,1464,4411,2831,2926,299,22929
Conception D Uruguay,38,11,1998,1998,2014,2014,373937479,592074705,152,1742,1900,2035,59,4491
San Sebastian Bay,18,10,2004,2004,2005,2005,776706710,1330515115,1478,2206,1764,1767,105,8074
Puerto Belgrano,11,11,1990,1990,1997,1995,265945,194828,9,63,64,47,40,2971
San Julian,2,2,1986,1986,2007,2007,19204272,25267397,1283,1283,1965,1974,5,366
Tigre,9,4,1982,1992,2009,2009,93824964,147022454,260,1189,2575,2530,32,2405
Caleta Cordoba,3,3,2005,2005,2007,2007,694901447,1320608963,2415,3057,3457,3488,47,3612
Santa Fe,16,3,2002,1990,1993,1989,3148257,3280937,385,259,255,228,9,652
Punta Colorada,1,1,2008,2008,2008,2008,14861905,23699289,734,734,734,734,2,133
Parana,6,5,1999,1996,1989,1988,4944431,5211652,402,445,474,483,2,159
Diamante,3,3,1978,1978,1975,1977,4934648,5787142,475,413,498,509,1,104
Iguazu,1,1,1999,1999,1999,1999,48993869,90507543,322,322,322,322,22,1671
Rio Gallegos,5,5,2001,2001,2007,2007,536260076,941184888,2219,2743,3187,3188,70,5398
Necochea,2,2,1986,1986,1988,1988,8439,6148,38,38,36,29,14,1046
Rawson,1,1,1989,1989,1989,1989,822,670,4,4,4,4,0,15
San Fernando,6,1,1980,1980,1980,1980,186237,364891,94,94,79,79,1,44
Pablo Podesta,1,1,1987,1987,1987,1987,194750,122636,410,410,410,410,0,21
