int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
San Martin,152,144,2010,2010,2012,2012,12626583264,21637310182,2386,3055,3206,3213,1293,100049
Ramallo,20,17,1999,2002,2012,2012,439392914,760848444,377,1156,1554,1636,118,9008
Dock Sur,427,194,2006,2007,2011,2011,8975199275,12640575016,176,1077,462,530,1156,89113
La Plata,1027,909,2009,2009,2011,2011,114983270247,193638377190,4459,4124,4197,4316,11546,891958
Escobar,239,220,2010,2010,2011,2011,41822709234,56532173265,4588,3961,4500,4329,3781,266688
Zarate,287,143,2006,2007,2009,2010,16728312640,8663395230,971,1644,1450,1564,1206,93327
Bahia Blanca,215,177,2011,2011,2012,2012,43854174281,77581758000,4213,5631,5804,6396,3673,281044
Quebracho/San Lorenzo,18,18,2011,2011,2013,2013,1682666449,2814992747,2794,3671,3607,3601,185,14321
Villa Constitution,18,18,2007,2007,2013,2013,771253408,1253434612,1105,2205,1685,1577,115,8845
Rosario,234,165,2007,2009,2011,2011,15206667812,25236957149,1213,3210,2902,3038,1591,123079
Mar Del Plata,122,94,1990,1989,1995,1996,609926938,794100230,900,2285,901,849,477,35983
Resistancia,32,17,2006,2004,2005,2003,21975180,26457599,256,349,111,82,12,937
Las Palmas,61,51,2003,2005,2012,2012,3614270763,5544385802,1158,2469,2851,2960,374,28887
La Paz,47,24,1992,1993,1986,1985,47650048,52664355,467,479,469,474,25,1859
Goya,35,20,1993,1992,1987,1986,35702257,35032178,421,439,454,446,25,1864
Corrientes,47,21,2003,1999,1997,1994,17375338,18479114,240,311,319,326,16,1220
Puerto Madero,484,149,2009,2007,2011,2011,17862558306,15551804569,441,1512,530,508,3000,216553
Quequen,234,210,2010,2010,2012,2012,40661229219,73659789058,4249,4808,5479,5621,3347,259104
Puerto Alumbrera,127,110,2010,2010,2011,2011,10167177173,17610312000,2089,3158,3427,3474,1046,80864
Campana,146,120,2006,2009,2009,2009,5110186866,7366712218,874,2200,2043,1907,916,70406
San Lorenzo,75,64,2010,2010,2011,2011,4474752902,7503156549,1376,2631,2873,2877,500,38623
Puerto Ingeniero White,62,61,2010,2010,2010,2010,18979673448,35185985765,9328,7351,7869,7977,1440,111506
San Nicolas,48,46,2010,2010,2012,2012,1657405816,2769212836,331,1281,1443,1459,185,14275
Ushuaia,333,65,1993,1995,1997,1997,3903010805,931017081,633,1092,865,1132,1327,101697
Puerto Deseado,47,44,1994,1993,2003,2006,519189247,527019760,1024,2832,2400,2164,197,14920
Puerto Galvan,169,140,2009,2009,2011,2011,23424779998,33205716922,1712,3614,4265,4307,2340,170052
Ensenada,52,44,2007,2008,2009,2009,2677693725,4233187313,1042,3266,3549,3543,379,29257
Ingeniero Buitrago,17,17,2011,2011,2012,2012,957327458,1640452334,1154,1961,2040,2032,105,8115
Resinfor,116,113,2010,2010,2011,2011,11248927823,19422713571,4364,3541,3471,3441,1086,83987
Santa Cruz,7,7,2004,2004,2005,2006,116701260,150627427,1263,1649,1452,1513,20,1537
Madryn,152,105,2001,1998,2008,2009,4106373738,4553053372,1099,3041,1084,1346,953,72931
Comodoro Rivadavia,42,36,2005,2004,2010,2010,8954952232,16888517963,2151,5080,5913,6045,826,63580
Puerto Rosales,32,27,2001,2001,2008,2008,1937592843,3565147264,492,1712,2460,2568,230,17658
Diamante,3,3,2002,2002,2009,2010,329786,247064,224,277,217,214,1,95
San Julian,3,3,1985,1985,2006,2007,7344886,9610173,349,467,735,742,2,163
San Pedro,25,24,2002,2002,2006,2007,1632180632,2232417099,5508,3856,4258,4283,330,25325
Bella Vista,60,20,1990,1993,1984,1984,84752993,91876012,536,454,517,520,49,3677
Conception D Uruguay,44,12,2000,1999,1997,1997,65345960,87869297,117,278,359,342,55,4139
Puerto Nacional,26,16,2007,2006,2008,2008,3094670776,2811590747,554,2481,3435,2741,351,22218
Puerto Ibicuy,48,41,2007,2009,2012,2012,2699749458,4529367069,859,2435,2671,2691,254,19664
San Sebastian Bay,21,15,2004,2004,2005,2005,2143996068,3737653313,1456,4091,3715,3778,263,20290
San Antonio Oeste,36,14,2003,2001,2001,2001,1191955059,1435032822,1470,3276,1867,1852,295,22587
Buenos Aires,20,9,1976,1976,1970,1970,30584410,36215983,226,5262,3446,4044,66,4957
Caleta Cordoba,4,4,2002,2002,2007,2007,1589895926,3071786023,5102,5647,7905,8104,207,15824
Tigre,9,4,1980,1987,2004,2005,10388126,16623432,214,398,634,658,5,377
Parana,8,6,2006,2005,2000,1998,4572992,3637977,555,531,493,480,3,229
Santa Fe,20,3,2005,2005,2003,2002,3289822,3823938,259,246,248,240,8,636
Punta Colorada,1,1,2008,2008,2008,2008,156916027,250223526,7754,7754,7754,7754,18,1362
Iguazu,1,1,1999,1999,1999,1999,23135005,42737846,152,152,152,152,7,545
Rawson,2,2,1985,1985,1980,1982,1595014,603637,1407,1407,1693,1304,5,395
Rio Gallegos,5,5,2005,2005,2009,2009,238812994,414653119,1647,1363,1433,1438,34,2641
San Fernando,6,1,1980,1980,1980,1980,2362303,4628430,848,848,1002,1002,7,538
Puerto Belgrano,1,1,1987,1987,1987,1987,344961,459919,596,596,596,596,4,295
