int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,1030,446,2006,2008,2009,2009,33115365950,47301093916,898,2574,2667,2662,5198,399232
Bulk carrier,1747,1012,2009,2011,2010,2010,156182579148,271231621775,1601,3316,2863,2923,13506,1043012
Chemical tanker,1633,519,2009,2010,2010,2010,60001488055,99604433302,775,1974,1656,1654,11204,863086
Container,2246,408,2007,2007,2009,2009,442993022828,494863701481,1585,3229,3332,3281,51293,3970538
Miscellaneous - fishing,61,43,1988,1990,1994,1999,478169391,587263910,281,6020,5856,7447,380,28582
Offshore,327,232,2003,2003,2007,2007,1963647879,1633663381,215,833,1642,1542,1009,74669
Liquefied gas tanker,410,108,2012,2011,2013,2013,40872014798,36988830193,709,2816,2733,2505,5402,359482
Cruise,1634,120,2003,2003,2006,2005,117289466065,11124975397,564,662,695,700,23325,1795965
Vehicle,730,312,2008,2008,2008,2008,122123226859,39641434039,1857,3197,2922,2941,7482,578680
Oil tanker,961,416,2008,2008,2009,2009,109378752386,205627958313,835,1991,2031,2078,10611,817806
Ferry-RoPax,9,7,2003,2005,2009,2008,32495729,7795957,725,3582,521,696,32,2408
Service - tug,163,115,1996,1999,2002,2003,84824007,70097694,204,708,691,660,164,12349
Service - other,67,55,1997,1996,2001,2003,380842373,350594465,716,1212,1100,1221,186,14076
Ro-Ro,50,16,1993,2000,2000,1995,1993330599,1356953487,842,1321,1996,1793,240,18499
Ferry-pax only,12,10,1989,1988,1980,1975,24269983,6706696,1137,3311,1444,1263,27,2000
Refrigerated bulk,19,18,1993,1993,1994,1994,751958870,812890318,6047,5407,5557,5547,413,31389
