int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Veracruz,1283,744,2008,2009,2007,2007,55400249153,49261262758,1015,1338,1441,1207,5760,442289
Altamira,1368,673,2008,2009,2008,2008,45609916871,44852063446,618,1168,963,873,5333,398628
Cabo San Lucas,84,37,2003,2003,2005,2010,7197395906,1362239094,827,1363,1012,1841,1591,122647
Salina Cruz,111,67,2006,2007,2006,2006,8612954076,14775224269,1927,2268,2169,2165,1685,129321
Manzanillo,1159,566,2008,2009,2009,2009,233941502426,263646415665,1921,3309,3400,3349,24386,1869179
Tuxpan,548,306,2009,2010,2011,2010,14274346033,17300516215,770,1023,1056,912,2058,156888
Progreso,431,156,2005,2008,2005,2009,9877039624,6673138850,603,972,661,762,1873,142961
Ciudad Madero,391,239,2009,2008,2009,2009,8868836155,14656725362,685,815,807,807,1710,130244
Coatzacoalcos,640,338,2007,2008,2007,2008,18339337146,29002017107,840,1349,1186,1171,3149,240749
Lazaro Cardenas,1012,460,2008,2009,2009,2009,120900291129,131147610893,1617,2296,2087,2068,10566,817395
Mazatlan,159,119,2002,2004,2008,2008,12244875665,5630171217,1618,3261,2130,2108,1135,87163
Guaymas,267,226,2011,2011,2011,2011,27360572323,46372938884,2616,3692,3728,3774,2995,231054
Topolobampo,122,108,2010,2010,2011,2011,7930438863,12304550134,2326,2609,2673,2698,980,75551
Ensenada,337,105,2000,2005,2008,2010,37040030083,36925572134,295,3328,1590,4056,5048,388810
El Sauzal,44,18,1999,2004,2006,2006,6067443968,6497268603,280,3555,2138,4856,745,51365
Boca Del Rio,40,40,2008,2008,2009,2008,1170344578,985619779,720,850,914,888,118,9082
San Marcos,64,30,2007,2010,2008,2008,5100636447,8483228125,2110,3062,2208,2213,459,35318
Cayo Arcas Terminal,46,40,2007,2008,2009,2009,3671688710,6894186982,702,1244,1360,1382,425,32424
Cozumel,1093,91,2005,2005,2007,2006,78876876211,7323716501,551,898,647,655,14832,1138997
Cantarell,45,45,2004,2004,2011,2011,4829314301,9068335858,161,964,3689,3892,298,22991
