port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ensenada - Manzanillo,194,80,2009,2010,2010,2010,16848352109,18787120383,1105,1105,1108,1108,1939,150195
Tuxpan - Veracruz,90,62,2008,2007,2011,2010,694479532,631340824,162,260,236,269,121,9326
Tuxpan - Altamira,173,47,2001,2007,2003,2003,351251370,365451443,132,188,213,220,165,12509
Veracruz - Altamira,755,269,2006,2007,2006,2006,9415345824,9549342293,248,259,256,256,1231,95177
Tampico - Ciudad Del Carmen,31,23,1998,1998,2002,2001,25818245,27163555,471,865,820,813,63,4761
Ciudad Del Carmen - Cantarell,2844,113,2001,1999,2002,2000,282078673,290369288,83,185,147,131,634,47942
Cantarell - Seybaplaya,21,11,2000,2000,2003,2004,20151403,17593322,156,228,238,198,23,1764
Cantarell - Yuum Kaknaab,95,40,2005,2006,2010,2011,107444541,104274985,145,226,247,187,64,4856
Yuum Kaknaab - Ciudad Del Carmen,5889,168,2003,2001,2004,2001,707949979,754708365,99,188,171,164,1264,94975
Ciudad Del Carmen - Dos Bocas,652,122,1997,2001,2004,2001,131530392,141985918,128,369,279,251,322,24161
Dos Bocas - Cantarell,934,74,2005,2005,2010,2011,380580306,504845002,129,180,184,179,279,20975
Dos Bocas - Yuum Kaknaab,4036,153,2008,2006,2010,2010,1803323631,2429017121,117,262,250,265,1303,98622
Cantarell - Frontera,71,35,2006,2004,2009,2007,30228309,26126337,103,123,167,145,17,1281
Frontera - Dos Bocas,1320,90,2009,2006,2009,2009,242362787,241316633,77,126,121,123,296,22258
Yuum Kaknaab - Seybaplaya,61,20,1995,2001,2007,2006,20059412,23320663,132,148,165,167,24,1842
Cozumel - Isla Mujeres,9,4,2014,2012,2009,2009,763189947,83075307,275,1027,2910,2714,202,15574
Coatzacoalcos - Tampico,89,18,1987,1993,1991,1991,406337342,578575690,332,674,616,641,123,9469
Coatzacoalcos - Veracruz,218,157,2007,2009,2005,2007,1093649081,1668411669,143,230,213,198,430,33168
Veracruz - Tampico,59,46,2002,2005,2007,2008,174133744,250405632,243,296,260,259,99,7487
Tuxpan - Tampico,139,42,2000,2000,2004,2004,252270107,322863216,155,959,500,484,199,14990
Coatzacoalcos - Dos Bocas,138,23,1997,1999,2001,2001,135995284,186202767,116,378,169,177,118,8922
Dos Bocas - Tampico,65,35,2006,2005,2009,2009,106683660,130660266,407,813,770,774,125,9373
Frontera - Ciudad Del Carmen,984,92,1995,1998,1996,1994,145679021,160106335,95,199,166,153,307,23089
Manzanillo - Lazaro Cardenas,680,232,2007,2009,2008,2008,9060880165,10601718473,172,245,190,191,1272,98263
Dos Bocas - Rabon Grande/Coatzacoalcos,211,33,2004,2003,1999,2000,136129530,132164573,103,199,292,245,79,5970
Yuum Kaknaab - Frontera,555,118,2007,2004,2010,2009,167616352,139207740,71,137,150,142,129,9720
Manzanillo - Salina Cruz,53,26,2008,2008,2008,2008,913097017,1493424088,620,636,641,641,188,14552
Isla Mujeres - Punta Venado,2,2,2006,2006,2017,2017,2684460,3930204,53,53,56,56,0,18
Lazaro Cardenas - Mazatlan,58,45,2007,2007,2007,2009,984766256,966077819,486,664,515,517,162,12530
Mazatlan - Manzanillo,339,173,2006,2009,2007,2009,3019867364,3983482771,332,540,364,369,760,58593
Guaymas - Mazatlan,90,58,2007,2009,2009,2009,901451577,1429469655,411,469,444,443,231,17859
Coatzacoalcos - Boca Del Rio,5,4,2010,2010,2010,2010,18972875,32600258,130,131,131,131,4,300
Veracruz - Ciudad Madero,80,67,2010,2010,2010,2010,676114715,1103298777,245,359,311,305,212,16272
Topolobampo - Rosarito,8,8,2012,2012,2012,2012,260415176,438871354,1023,1104,1102,1101,34,2659
Coatzacoalcos - Ciudad Madero,239,140,2008,2009,2009,2009,2493795268,4136203992,334,386,383,383,897,69376
Mazatlan - Pichilingue,743,24,1992,2002,1994,1996,2383879970,1133247227,244,286,259,266,851,65429
Pichilingue - Guaymas,144,29,1984,2008,2001,2003,375370633,569626887,228,287,290,297,139,10610
Salina Cruz - Lazaro Cardenas,84,36,2008,2007,2008,2008,1314126321,2214019074,479,511,501,502,314,24329
Mazatlan - Topolobampo,79,69,2007,2008,2007,2008,618683097,965110612,255,581,305,289,182,13973
Morro Redondo - Mazatlan,3,3,2003,2003,2004,2004,17213252,25093036,801,3953,976,848,7,510
Tuxpan - Coatzacoalcos,79,54,2008,2009,2009,2010,534414523,863778075,266,385,357,363,142,10966
Lazaro Cardenas - Acapulco,96,32,2009,2008,2008,2010,650181134,589797590,168,183,188,190,131,10172
Acapulco - Mazatlan,22,13,2006,2006,2007,2008,517538275,268255158,624,646,634,625,56,4308
Huatulco (Santa Maria Huatulco) - Pichilingue,3,2,2004,2006,2001,2002,76585601,8029936,1051,1129,1069,1076,24,1878
Cabo San Lucas - Puerto Madero,6,4,2001,1999,2002,2002,405447829,49292845,1137,1166,1130,1123,108,8341
Seybaplaya - Ciudad Del Carmen,39,16,1999,1998,2007,2007,12165780,14859224,137,202,209,225,49,3667
Manzanillo - Barra De Navidad,2,2,2006,2006,2008,2008,2221594,3578063,59,59,59,59,0,27
Dos Bocas - Cayo Arcas Terminal,105,29,2009,2007,2010,2010,335474163,588949221,163,183,203,203,501,38743
Cayo Arcas Terminal - Yuum Kaknaab,349,42,2010,2007,2013,2014,204815936,327302625,85,139,271,302,143,10897
Rabon Grande/Coatzacoalcos - Ciudad Madero,12,11,2008,2007,2010,2010,189297858,318813076,363,523,599,604,59,4552
Tuxpan - Tecolotlan,12,5,1998,1999,2000,2002,6904111,9329905,126,155,100,94,4,269
Tuxpan - Ciudad Madero,79,57,2008,2008,2008,2008,358011760,582298487,164,359,237,236,220,16927
Veracruz - Progreso,44,30,2012,2011,2013,2013,605908504,816335007,420,614,482,485,108,8309
Manzanillo - Pichilingue,10,9,2009,2009,2009,2009,158241319,259977532,537,555,555,555,25,1960
Mazatlan - La Paz,54,41,2009,2009,2009,2009,472822758,779901314,294,330,316,315,167,12956
Rosarito - La Paz,10,10,2011,2011,2011,2011,297072438,499336034,989,997,997,997,55,4243
La Paz - Guaymas,69,45,2010,2009,2010,2010,544096001,906083903,242,264,270,271,164,12706
Manzanillo - Topolobampo,78,74,2011,2011,2011,2011,1032120413,1667413640,521,529,524,523,148,11410
Topolobampo - La Paz,32,30,2008,2008,2008,2008,147861107,246727637,145,157,157,157,73,5648
Topolobampo - Guaymas,65,57,2011,2011,2011,2011,478178285,783180689,219,264,266,267,137,10579
Acapulco - Puerto Vallarta,3,3,1998,1998,2000,2000,59676458,8402301,475,472,473,474,15,1142
Puerto Vallarta - Cabo San Lucas,31,16,2004,2003,2005,2005,879110165,89542316,301,311,316,316,240,18618
Acapulco - Cabo San Lucas,16,9,2001,2002,2002,2002,761537329,72496650,692,691,690,691,175,13571
Ensenada - Puerto Vallarta,5,4,1993,1999,2012,2009,365660584,36582121,1060,1457,1041,1053,79,6092
Puerto Vallarta - Mazatlan,79,15,2005,2000,2007,2007,1744425188,167459048,210,262,218,221,407,31496
Pichilingue - Cabo San Lucas,4,4,2002,2002,2005,2004,43890382,4587848,207,244,208,205,11,851
Dos Bocas - Chiltepec,34,16,1996,2000,2004,2004,6796436,8187878,192,196,204,201,14,1063
Chiltepec - Cantarell,14,8,1997,2002,2006,2006,1670776,1998819,101,110,119,124,2,178
Yuum Kaknaab - Chiltepec,37,19,2001,2002,2005,2004,5894848,6859348,103,146,149,143,5,395
Chiltepec - Rabon Grande/Coatzacoalcos,3,3,2001,2001,2010,2010,192828,200637,63,87,79,82,0,20
Rabon Grande/Coatzacoalcos - Frontera,14,9,2009,2008,2008,2008,3398564,3740303,79,140,154,157,2,173
Yuum Kaknaab - Rabon Grande/Coatzacoalcos,12,9,2010,2009,2012,2011,4968197,4404420,160,246,227,207,2,182
Dos Bocas - Tuxpan,23,14,2005,2006,2011,2012,32339511,39519848,296,807,631,602,26,1994
Lazaro Cardenas - Coatzacoalcos,3,3,2009,2009,2009,2009,225776857,379761387,3160,3214,3153,3153,32,2443
Manzanillo - Guaymas,98,54,2006,2009,2008,2009,1378126412,2147252503,676,706,702,702,229,17664
Ensenada - Mazatlan,24,14,2005,2006,2011,2009,569068116,729493792,923,962,945,955,67,5159
Manzanillo - Morro Redondo,6,6,2012,2012,2012,2012,158708566,271013786,935,972,985,987,13,1036
Manzanillo - San Marcos,9,8,2012,2011,2013,2013,176678637,306708771,697,694,698,698,16,1261
Lazaro Cardenas - Guaymas,81,25,2000,2009,1998,1998,2270900054,3911385651,830,995,895,896,284,21949
Boca Del Rio - Veracruz,37,36,2009,2009,2009,2009,215043739,294288142,154,200,212,201,61,4643
Ciudad Madero - Salina Cruz,1,1,2009,2009,2009,2009,7657558,12419020,328,328,328,328,4,275
Salina Cruz - Rabon Grande/Coatzacoalcos,1,1,2009,2009,2009,2009,468208,759339,20,20,20,20,0,8
Rabon Grande/Coatzacoalcos - Coatzacoalcos,6,5,2008,2006,2005,2005,54542219,83937792,148,432,357,344,45,3462
Coatzacoalcos - Seybaplaya,74,14,2009,2008,2009,2009,704589911,1147322408,266,374,376,375,228,17619
Coatzacoalcos - Cantarell,3,1,2009,2009,2009,2009,25703918,41686589,448,448,368,368,18,1400
Cantarell - Ciudad Madero,2,2,1996,1996,2008,2008,10161598,16543658,395,395,424,424,3,224
Coatzacoalcos - Salina Cruz,3,2,2010,2011,2012,2012,107300005,177682184,392,1691,1397,1413,26,2014
Coatzacoalcos - Cayo Arcas Terminal,6,3,2006,2007,2007,2007,38313642,61517700,196,367,283,284,33,2560
Cayo Arcas Terminal - Cantarell,37,17,2010,2007,2010,2010,6256438,8321173,67,81,57,51,5,353
Seybaplaya - Ciudad Madero,1,1,2009,2009,2009,2009,12104392,19630891,519,519,519,519,2,190
Coatzacoalcos - Yuum Kaknaab,10,7,2000,1999,2013,2012,17065314,19388673,171,202,178,174,10,787
Topolobampo - Pichilingue,758,17,1985,2000,1991,1993,767966930,500741233,118,186,124,126,411,31245
Rosarito - Guaymas,57,27,2012,2011,2012,2012,2163191720,3636732116,1135,1307,1287,1287,323,25033
Tuxpan - Alvarado,1,1,1982,1982,1982,1982,1956108,815468,2540,2540,2540,2540,0,30
Alvarado - Veracruz,19,15,2006,2006,2003,2007,119014372,90385463,175,202,195,205,12,937
Veracruz - Nautla,7,7,2001,2001,2005,2005,39046300,54054684,113,332,192,223,8,585
Nautla - Tuxpan,36,4,2006,2000,2001,2004,10350113,10511461,165,261,131,128,15,1156
Puerto Morelos - Tuxpan,2,2,1983,1983,1982,1983,1335091,613619,1251,1251,1275,1268,4,287
Tuxpan - Frontera,5,4,1999,2003,2015,2015,143782336,163240430,336,998,2506,2652,12,953
Tuxpan - Rabon Grande/Coatzacoalcos,9,8,2003,2005,2010,2010,57597400,94837468,287,471,520,529,11,824
Tuxpan - Boca Del Rio,6,6,2003,2003,2005,2007,29491881,41318010,188,331,184,181,7,527
Boca Del Rio - Rabon Grande/Coatzacoalcos,2,2,1998,1998,2006,2003,838246,256508,307,307,329,319,0,28
Altamira - Yuum Kaknaab,20,8,2006,2005,1993,1993,67327234,51108282,452,627,1031,972,23,1772
Ciudad Del Carmen - Chiltepec,101,24,1992,1993,1998,1994,6922815,9472003,133,188,160,165,22,1687
Cayo Arcas Terminal - Ciudad Del Carmen,124,23,2006,1999,2008,2006,12622854,13385669,133,145,180,186,19,1446
Ciudad Madero - Boca Del Rio,4,4,2010,2010,2010,2010,39203225,67306023,366,347,346,347,8,656
Rabon Grande/Coatzacoalcos - Veracruz,19,18,2004,2004,2002,2005,236707820,298824336,206,955,567,453,69,5337
Altamira - Tampico,31,21,2003,2002,1998,2003,48473559,56337960,200,313,291,239,45,3357
Tampico - Ciudad Madero,135,21,2000,1997,2005,2005,30512514,32808945,195,851,364,397,76,5677
Ciudad Madero - Altamira,14,10,2000,1996,2007,2003,64722044,63266669,443,593,330,256,37,2775
Cantarell - Campeche,2,1,1976,1976,1976,1976,2216013,2349075,418,418,418,418,2,141
Cancun - Isla Mujeres,27,5,2004,1999,2003,2004,15956568,14434825,637,2556,1877,1857,40,3017
Cancun - Ciudad Del Carmen,3,3,2004,2004,2001,2001,12113939,10402701,6364,13271,12685,11571,38,2816
Coatzacoalcos - Progreso,204,32,2010,2009,2011,2011,2472644984,4092009899,375,435,435,435,666,51577
Manzanillo - Veracruz,6,6,2012,2012,2013,2013,663163213,1145283341,3279,3324,3320,3321,50,3883
Salina Cruz - Dolores Hidalgo,1,1,2006,2006,2006,2006,12649997,22136811,304,304,304,304,2,141
Progreso - Rabon Grande/Coatzacoalcos,23,8,2012,2011,2011,2011,289098363,471548472,380,671,462,457,73,5624
Progreso - Seybaplaya,25,6,2011,2009,2012,2012,151180435,251148037,191,209,215,215,31,2364
Topolobampo - Salina Cruz,18,11,2011,2012,2011,2011,548356179,871580765,1118,1151,1153,1153,96,7410
Lazaro Cardenas - La Paz,3,3,2009,2009,2009,2009,60835566,101797081,674,676,676,676,11,843
Ensenada - Rosarito,128,4,1994,1993,1996,2001,11300816,13157630,57,301,75,80,85,6418
Lazaro Cardenas - Ensenada,37,9,2009,2010,2010,2009,1267301417,1657068122,1257,1259,1265,1265,173,13433
Cabo San Lucas - Puerto Escondido,1,1,2013,2013,2013,2013,3362656,440829,306,306,306,306,3,208
Puerto Escondido - Pichilingue,8,4,1986,1990,1999,1997,2894159,434039,177,165,163,167,6,462
Manzanillo - El Sauzal,7,5,2011,2012,2011,2011,315446948,399654026,1107,1107,1124,1123,38,2968
Progreso - Tampico,14,10,2002,2000,2006,2005,75804765,90871982,512,814,564,523,35,2667
Progreso - Altamira,70,14,2004,2007,2007,2007,336864018,437311946,470,473,481,483,74,5681
