Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Haifa,427,139,1064,1120,2003,2002,2003,2004,90,184,113,115,9,39,135,116,32,67,48,54,410.6,31357,31959,1249337,3631223,4222048,2926,9503,11267
Ashdod,410,129,1469,1631,2003,2004,2005,2005,88,134,112,113,9,47,39,46,21,38,34,38,453.3,34805,35473,1408670,4097737,4681814,3436,11013,12867
Akko,11,11,27,40,2005,2005,2005,2005,81,98,81,86,46,124,129,138,69,83,71,72,24.9,1912,1949,20448,67776,80372,1859,7565,9177
Ashkelon,8,7,252,494,2009,2010,2007,2007,256,322,416,421,286,281,438,443,84,81,68,68,31.8,2463,2510,110383,245401,282641,13798,42687,49696
Caesarea,5,4,239,468,2007,2008,2005,2005,426,571,915,945,45,95,230,235,65,70,185,188,16.4,1270,1294,111245,220867,254969,22249,62810,72322
Hadera,4,4,26,38,2007,2007,2006,2008,114,384,134,105,46,54,60,53,98,376,600,383,17.0,1316,1341,17937,35900,43145,4484,11747,13476
Kfar Vitkin,3,3,54,103,2012,2012,2013,2013,321,267,279,280,303,273,319,318,151,135,124,123,9.1,707,721,22202,52705,60447,7401,26238,31235
Eilat,2,2,56,15,2011,2011,2012,2010,624,624,631,619,76,76,64,83,12,12,13,12,12.2,943,961,38810,130743,129014,19405,69373,71322
Tel Aviv-Yafo,2,2,15,25,2008,2008,2008,2008,245,245,200,192,64,64,55,58,17,17,17,17,2.1,162,165,4992,26741,30762,2496,17006,20869
Binyamina-Giv'At Ada,1,1,0,0,1984,1984,1984,1984,51,51,51,51,77,77,77,77,15,15,15,15,0.2,14,14,391,802,864,391,869,982
Herziliyya,1,1,4,7,2010,2010,2010,2010,75,75,75,75,63,63,63,63,141,141,141,141,1.3,103,105,1419,4166,4759,1419,6485,7926
