Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Haifa,2408,679,73905,83214,2000,2002,2007,2007,601,1263,1673,1679,60,119,240,244,36,87,42,48,10487.2,809170,824706,52314000,149186917,180517378,21725,77269,94275
Ashdod,1642,578,53948,62382,2000,2003,2007,2008,397,1330,1392,1485,49,129,245,266,48,96,61,71,7336.7,566501,577378,40531798,108721951,128798503,24684,80533,95927
Eilat,254,188,19017,15317,2005,2006,2004,2005,1191,1768,2129,1500,116,165,291,255,34,65,60,75,1828.5,137052,139684,8614300,31420191,36844398,33915,139854,168613
Ashkelon,91,46,11969,22737,2008,2008,2011,2011,803,2386,3186,3341,89,250,554,562,56,85,110,111,1015.0,78539,80047,6920051,16609036,18806508,76045,240083,289619
Hadera,40,36,11791,19234,2010,2010,2010,2011,5087,4129,4272,4075,546,512,558,584,133,160,167,180,1070.1,75581,77032,4180966,12898862,13496004,104524,453666,586512
Akko,17,17,1241,1443,2006,2006,2009,2009,845,1317,2121,1897,69,110,241,231,17,56,29,32,162.6,12575,12816,696486,2014993,2395916,40970,152990,185233
Gush Halav,7,2,160,44,1987,1986,1988,1988,1091,1074,1779,1774,76,105,164,164,5,10,8,8,25.0,1921,1957,44373,195639,226570,6339,24095,25931
Caesarea,4,3,829,1610,1991,1997,2007,2006,2628,3785,5656,5705,513,491,509,508,40,56,86,87,55.4,4278,4360,366052,822786,951097,91513,300076,355688
Tel Aviv-Yafo,2,2,299,543,2008,2008,2010,2010,3254,3254,3994,4122,456,456,484,484,6,6,8,8,26.4,2048,2088,110099,361265,413376,55050,269200,329266
Tiberias,1,1,2,2,1993,1993,1993,1993,100,100,100,100,16,16,16,16,151,151,151,151,0.8,64,65,1747,5061,5589,1747,9563,12576
Binyamina-Giv'At Ada,1,1,72,119,1984,1984,1984,1984,4234,4234,4234,4234,302,302,302,302,14,14,14,14,10.9,843,859,48654,135066,209919,48654,229217,297082
Karmei Yosef,1,1,0,0,2013,2013,2013,2013,927,927,927,927,845,845,845,845,37,37,37,37,0.9,66,68,2363,5587,7481,2363,6101,8238
Herziliyya,1,1,261,474,2010,2010,2010,2010,5097,5097,5097,5097,558,558,558,558,31,31,31,31,23.3,1804,1839,96593,283528,323897,96593,441385,539431
Magshimim,1,1,11,17,2007,2007,2007,2007,360,360,360,360,124,124,124,124,12,12,12,12,3.3,255,260,3256,23843,27490,3256,28115,34561
Acre,1,1,107,173,2000,2000,2000,2000,4621,4621,4621,4621,394,394,394,394,8,8,8,8,17.2,1332,1358,33353,244256,281623,33353,288022,354064
Ofra,1,1,24,43,2012,2012,2012,2012,763,763,763,763,70,70,70,70,71,71,71,71,2.2,172,176,19111,37825,46915,19111,61012,70937
Kfar Vitkin,1,1,203,369,2011,2011,2011,2011,3958,3958,3958,3958,327,327,327,327,72,72,72,72,20.3,1561,1591,75064,220335,251706,75064,343009,419202
