Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Turkey,1576,516,13705,17903,1998,2001,2004,2004,501,735,632,652,51,79,98,115,63,99,71,78,2776.3,213109,217201,15711362,46680545,56485811,9969,34744,42899
Cyprus,794,140,2925,3015,1999,2000,2001,2001,193,370,232,245,19,50,28,30,30,75,214,259,936.4,71810,73189,4731965,11920852,13943605,5960,17411,20803
Egypt,473,210,4089,4479,2005,2005,2006,2006,292,340,324,324,24,57,57,56,26,60,42,48,848.6,65300,66553,3711249,10858749,12771715,7846,26066,30945
Greece,374,195,3290,3307,1998,2000,2001,2002,666,667,696,699,61,78,74,83,44,85,53,66,725.1,55516,56582,3213662,10694845,13543117,8593,32885,40713
Italy,281,93,6193,5789,2003,2004,2003,2005,1346,1235,1318,1309,100,125,111,118,23,78,44,59,1202.8,92656,94435,6453833,20228829,23437535,22967,79115,93830
Saudi Arabia,103,64,7668,8751,2010,2009,2012,2012,874,963,894,899,77,102,94,101,44,75,56,64,539.3,41759,42561,3517924,8553311,10853059,34155,125285,154065
Singapore,100,60,46915,45235,2007,2008,2009,2010,5187,5171,5190,5207,313,344,320,325,30,44,33,32,4681.3,362585,369547,20572967,54034219,66547257,205730,739060,889701
Spain,78,69,2977,3881,2005,2005,2006,2007,1928,1941,1890,1971,172,179,180,202,50,82,85,104,388.9,30004,30580,2272693,6866247,8453002,29137,107172,130491
India,77,41,18055,22092,2006,2006,2006,2006,3154,3223,3210,3202,198,222,211,218,23,39,27,28,1988.9,154060,157018,10525190,30208007,34994218,136691,479762,570657
Malaysia,71,40,20310,23257,2006,2006,2005,2006,5028,5182,5137,5127,296,334,327,333,24,40,31,31,2774.4,214892,219018,16159762,42971126,48055377,227602,684461,796839
Russian Federation,70,57,6402,11174,2002,2002,2010,2010,1483,2861,3667,3967,197,340,537,556,102,132,159,164,642.5,49501,50452,3265963,9425482,11152540,46657,190860,233998
Portugal,45,11,704,588,1990,1996,1998,1996,2303,2158,2246,2188,210,177,192,209,20,50,29,34,157.6,12089,12321,1196964,3425314,4788485,26599,92586,125952
Gibraltar,34,34,2428,4287,2010,2010,2011,2011,2005,2174,2176,2171,168,198,254,258,98,130,135,137,256.2,19829,20209,1348509,3362455,4149519,39662,148130,178912
Slovenia,28,9,495,238,1987,1987,1994,1993,1389,1436,1433,1438,98,138,107,112,16,26,21,21,62.6,4834,4926,429077,1456022,1908056,15324,52827,68639
Croatia,27,8,215,307,1983,1992,1990,1993,1300,1383,1349,1356,131,137,131,128,21,102,86,98,40.5,3083,3142,328336,996361,1419240,12161,45729,63073
Romania,27,14,185,225,1984,1991,1998,2001,1066,1165,1110,1107,112,119,108,109,17,62,84,97,37.9,2895,2951,300817,838209,1185859,11141,38199,52609
Sri Lanka,26,16,4107,5397,2007,2008,2008,2008,3875,4445,4698,5220,292,392,596,752,24,39,38,35,446.3,34552,35216,3595571,11419052,12583199,138291,462406,539757
Malta,26,25,810,1342,2004,2004,2008,2009,1040,1241,1262,1246,118,186,232,235,80,87,110,121,125.5,9677,9862,573021,1827618,2197531,22039,85066,102930
United States of America,26,25,5322,8359,2009,2009,2010,2010,6736,6472,6708,6679,568,591,596,594,102,152,164,176,578.5,43579,44415,2664231,8501271,10121984,102470,470860,592666
Jordan,25,23,440,340,2007,2008,2007,2009,213,291,341,214,58,75,86,130,15,40,38,67,79.3,6143,6260,216360,713758,789086,8654,30730,34010
Ukraine,19,19,382,612,2003,2003,2007,2008,1268,1250,1252,1255,136,155,166,168,90,128,125,127,55.1,4240,4322,337811,900449,1244530,17780,71218,89679
France,18,16,1641,1953,2008,2008,2008,2009,1783,2518,3118,3202,192,223,292,338,46,104,37,44,224.9,16558,16876,1138154,3354750,3675111,63231,220097,275418
Colombia,16,6,9115,17927,2011,2010,2011,2011,6129,6127,6159,6159,556,610,584,584,146,157,166,166,487.9,37793,38519,4033111,8000079,9212375,252069,714226,824828
United Arab Emirates,14,13,1134,1927,2005,2006,2007,2008,2819,2845,2814,2808,222,236,233,233,32,101,97,98,116.6,9027,9201,705908,1770384,2159211,50422,184705,223690
Djibouti,11,11,452,729,2004,2004,2005,2004,1529,1508,1536,1537,128,303,360,374,95,128,137,144,61.3,4730,4820,307221,775951,1069673,27929,115408,145469
Netherlands,11,10,352,521,2005,2005,2002,2002,3713,3635,3794,3807,335,320,317,318,31,78,46,43,92.6,7121,7257,370148,1376417,1754341,33650,151213,191830
Australia,10,5,1375,840,2001,1996,1996,1996,6442,6508,6546,6546,440,446,442,444,35,45,56,57,209.3,16177,16487,736502,2303254,3247115,73650,334388,434089
Yemen,10,10,287,475,2006,2006,2008,2008,1289,1326,1309,1300,162,209,178,174,50,96,100,102,29.8,2294,2338,201018,480540,649118,20102,77239,94890
Denmark,8,8,1433,2588,2010,2010,2012,2012,4096,4132,4172,4181,388,493,529,535,83,103,114,116,125.5,9665,9851,574073,1670186,2014864,71759,329562,406839
Tunisia,8,8,153,222,2008,2008,2008,2008,1204,1159,1046,1082,106,98,91,95,37,57,54,56,25.0,1933,1970,131773,361562,497576,16472,65268,82960
China,8,7,1160,1154,2006,2005,2003,2006,3346,4039,2945,2379,203,294,467,422,38,52,47,41,167.5,12967,13216,859665,2486281,2882455,107458,343115,399459
Algeria,7,7,281,421,2009,2009,2008,2009,1455,1432,1339,1365,129,136,123,129,67,70,68,69,32.8,2540,2588,212352,474063,596705,30336,99557,118033
Oman,6,6,781,447,2003,2003,2005,2008,2244,2387,2534,2717,170,218,211,270,33,96,48,91,124.1,9122,9297,284393,1387009,1483794,47399,244413,308807
Belgium,6,4,767,649,1999,1999,2002,2004,3396,3341,3333,3320,219,219,222,223,19,28,28,28,143.8,11095,11308,532711,1497355,1683574,88785,262787,298401
Libya,6,3,75,31,1988,1988,1988,1990,1062,1077,1037,1068,72,94,74,75,5,122,58,152,24.2,1843,1878,56741,163028,186089,9457,25039,26996
Bulgaria,4,4,13,18,1992,1992,1991,1991,1057,1058,1050,1051,126,132,129,129,100,130,133,129,3.6,269,274,47080,135842,193165,11770,40615,56273
Trinidad and Tobago,4,2,2092,1717,2008,2008,2008,2008,5473,5461,5461,5462,306,312,311,311,82,88,88,88,334.2,19862,20244,399903,2987856,2481043,99976,904244,1405081
Albania,4,2,39,47,2006,2006,2007,2007,940,940,951,951,68,64,72,72,32,32,28,28,11.1,851,868,56928,189396,215404,14232,50170,59800
