Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1463,218,64517,71990,2005,2006,2007,2007,689,1069,1145,1160,59,82,157,161,17,25,29,28,8610.5,665581,678360,50391571,140579851,160532532,34444,110606,129943
General cargo,1296,431,5706,7281,1994,1998,1999,1999,436,918,897,843,88,150,270,267,36,61,63,67,1449.7,110608,112732,10363770,30942994,43756457,7997,31385,41950
Bulk carrier,654,340,24639,43508,2004,2008,2009,2009,872,1786,1781,1803,126,243,345,345,24,63,54,54,2253.4,173991,177331,15096086,34821469,44814710,23083,83976,101961
Chemical tanker,374,132,4444,7171,2007,2007,2006,2006,706,1345,1158,1177,80,146,226,227,24,47,55,54,1161.5,89202,90914,4816844,17578124,21004178,12879,53327,65034
Vehicle,189,40,13086,4390,2002,2003,2003,2002,863,1753,1595,1554,60,131,271,268,9,17,28,27,824.2,63816,65042,4445080,19598037,22696525,23519,89395,96209
Oil tanker,165,44,4088,7523,2008,2009,2008,2008,320,856,875,908,31,146,260,265,48,41,41,41,655.1,50473,51442,3936942,7696678,8567569,23860,62771,77128
Ro-Ro,112,8,1011,567,1984,1997,2001,2001,249,701,505,476,22,56,115,111,10,30,114,110,172.5,13252,13506,694099,1988582,1671404,6197,14663,16525
Cruise,109,29,1754,211,1987,2001,2000,1997,316,680,603,520,28,51,82,75,10,14,16,16,497.9,38531,39271,892245,4536039,5391240,8186,36037,38982
Liquefied gas tanker,45,26,3159,2797,2007,2007,2009,2009,1207,1945,2234,2200,106,165,255,258,28,53,32,37,414.5,27467,27994,1013451,5177161,4714496,22521,162166,236771
Service - other,34,12,100,143,1987,1987,1986,1986,782,1000,847,834,606,1831,914,940,32,47,74,74,90.7,6823,6954,995993,2043560,2202060,29294,65184,73602
Service - tug,22,14,13,13,1989,1990,2000,2000,447,801,684,643,146,338,632,568,48,113,109,113,16.0,1205,1228,344171,813860,1089715,15644,40396,54541
Ferry-RoPax,4,2,11,3,2001,2001,2002,1999,420,447,378,280,20,19,20,21,22,39,51,27,4.3,329,336,16804,41556,50990,4201,8968,8168
Refrigerated bulk,3,3,149,167,1993,1993,1994,1994,5639,5658,6148,6121,386,388,445,445,45,160,78,82,58.5,4460,4546,496066,1083927,1220942,165355,352370,380454
Miscellaneous - fishing,2,1,1,0,1968,1968,1968,1968,811,811,811,811,286,286,456,456,374,374,137,137,2.6,196,199,2328,5164,5871,1164,2739,3247
