Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1463,217,100724,108967,2004,2006,2008,2008,601,1927,1793,1763,47,126,235,234,23,30,30,30,12868.9,995475,1014588,65154303,179692165,208562418,44535,148719,176107
General cargo,1296,428,6813,7815,1994,1998,1999,1999,573,1020,1078,911,70,117,253,229,86,105,84,94,1688.5,128992,131468,11090034,33124966,46887023,8557,33527,44922
Bulk carrier,660,342,33580,60892,2004,2008,2010,2010,766,1999,2408,2506,78,220,447,456,104,138,157,158,3025.3,233496,237979,17992435,41778484,51962641,27261,98522,118805
Chemical tanker,379,131,4412,7224,2007,2008,2006,2007,673,1298,1138,1172,67,126,233,237,39,62,72,72,1120.9,86020,87671,4059418,16101156,19198641,10711,48563,59544
Vehicle,186,40,12763,4368,2002,2003,2002,2001,678,2147,1584,1574,42,143,262,265,24,24,46,45,871.1,67458,68753,4423229,19501697,22584953,23781,90391,97280
Oil tanker,165,46,6629,12344,2008,2009,2010,2010,312,1411,1444,1518,60,161,516,529,30,45,43,42,802.7,61905,63093,6124891,12240537,13610600,37121,97042,119132
Ro-Ro,113,8,811,489,1984,1997,2000,2000,237,814,404,409,20,76,74,78,18,24,24,22,155.9,11966,12195,605741,1787590,1471878,5361,12690,14371
Cruise,109,29,1876,244,1987,2001,1997,1994,400,659,644,599,33,49,75,73,8,27,23,23,624.9,48346,49274,995666,5230390,6290332,9135,41447,45283
Liquefied gas tanker,43,25,5937,5069,2007,2006,2007,2006,973,2686,4140,3924,83,193,402,417,40,78,58,58,814.9,51532,52522,1385856,8997399,7706659,32229,266875,405668
Service - other,27,8,187,248,1989,1991,1982,1982,209,1167,1837,1673,25,39,82,99,49,297,2735,2597,53.2,4068,4147,1729642,3548846,3824096,64061,142546,160955
Service - tug,24,16,9,10,1991,1992,1997,1998,571,644,449,444,118,331,399,366,34,84,65,59,16.7,1255,1279,250549,592473,793290,10440,26957,36396
Ferry-RoPax,4,2,80,30,2001,2001,1997,1996,1476,2380,2664,3060,257,394,696,766,8,9,8,8,25.6,1955,1993,183410,453559,556519,45853,97877,89145
Refrigerated bulk,3,3,18,21,1993,1993,1993,1993,874,759,762,772,75,57,69,70,7,120,222,220,16.8,1270,1295,62546,136667,153942,20849,44428,47969
Miscellaneous - fishing,1,1,0,0,1968,1968,1968,1968,381,381,381,381,127,127,127,127,28,28,28,28,0.3,26,27,546,1211,1377,546,1285,1523
