Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,659,112,2030,2290,2004,2004,2004,2005,87,107,102,103,8,16,21,22,26,32,35,35,624.7,47945,48866,1941357,5793117,6502346,2946,9550,11184
General cargo,79,40,91,131,2000,1995,2001,2001,103,177,215,218,17,64,117,120,58,103,76,79,45.2,3429,3495,228677,671043,933447,2895,11318,14594
Chemical tanker,39,20,71,111,2005,2006,2006,2006,108,193,200,198,20,51,198,187,49,71,107,104,120.5,9108,9283,118422,368464,443937,3036,10839,13188
Bulk carrier,33,26,620,1206,2011,2011,2008,2008,133,185,351,366,107,154,314,319,79,106,128,129,70.0,5413,5517,286719,595612,702050,8688,26383,30920
Vehicle,23,5,83,33,1999,1999,1999,1998,81,82,97,99,8,8,10,10,15,14,16,16,8.7,671,684,33591,148100,171515,1460,5551,5974
Cruise,16,13,143,16,2006,2005,2011,2010,88,150,155,157,10,16,34,35,12,14,14,15,42.7,3306,3369,77953,337252,366564,4872,18361,18251
Service - other,11,4,16,23,1996,1994,2002,2003,351,333,453,472,156,144,247,243,16,75,67,62,7.3,551,561,158542,325293,350523,14413,32071,36213
Ro-Ro,5,1,134,110,1999,1999,1999,1999,1238,1238,3044,3044,83,83,894,894,65,65,132,132,44.1,3415,3481,118087,217598,253705,23617,55510,58925
Oil tanker,3,1,7,11,2004,2004,2004,2004,90,90,90,90,9,9,9,9,62,62,84,84,11.3,876,893,9665,23210,26183,3222,9804,11465
Service - tug,3,1,0,0,2016,2016,2016,2016,200,200,246,246,405,405,743,743,26,26,34,34,1.7,128,130,4643,10978,14699,1548,3996,5395
Miscellaneous - fishing,2,1,0,0,1968,1968,1968,1968,150,150,150,150,48,48,46,46,20,20,22,22,0.3,20,20,432,957,1088,216,508,602
Liquefied gas tanker,1,1,10,10,2009,2009,2009,2009,612,612,612,612,96,96,96,96,11,11,11,11,2.4,188,192,7744,22436,24776,7744,42399,55755
