dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Offshore,1,1,1984,1984,1984,1984,14288299,7091602,2285,2285,2285,2285,3,246
Service - tug,2,1,1975,1975,1975,1975,31760,38776,46,46,46,46,0,8
Bulk carrier,2,1,1994,1994,1994,1994,20386080,34959600,390,390,390,390,2,185
