int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Wien,1,1,2018,2018,2018,2018,21831,1985,331,331,331,331,0,9
Linz,1,1,2018,2018,2018,2018,903668,932555,122,122,122,122,0,19
Dobermannsdorf,1,1,2016,2016,2016,2016,138996296,267355664,1480,1480,1480,1480,6,447
Freudenau,2,2,1996,1996,1982,1976,20638,21442,50,50,50,50,0,11
Nuziders,1,1,1997,1997,1997,1997,1013918,70875,202,202,202,202,0,20
Falkenstein,1,1,2003,2003,2003,2003,103054294,193136707,1825,1825,1825,1825,7,513
Prinzersdorf,1,1,2020,2020,2020,2020,145272,112547,87,87,87,87,0,3
Bischofshofen,1,1,1994,1994,1994,1994,27317347,46845864,1045,1045,1045,1045,3,249
Schrattenthal,1,1,2004,2004,2004,2004,12358722,19851596,532,532,532,532,4,281
Wulkaprodersdorf,1,1,1971,1971,1971,1971,405015,268458,129,129,129,129,0,34
Steeg,1,1,1984,1984,1984,1984,12448139,6178290,1990,1990,1990,1990,3,214
Neufelden,1,1,2006,2006,2006,2006,55982138,101649520,1825,1825,1825,1825,5,368
Judendorf,1,1,2006,2006,2006,2006,34037907,8657269,1237,1237,1237,1237,8,593
