int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - other,2,2,2018,2018,2018,2018,25154,2287,191,191,191,191,0,16
Oil tanker,3,3,2008,2008,2003,2003,116316684,213920857,532,826,1335,1418,11,813
Bulk carrier,3,3,2005,2005,2011,2011,222295781,415851048,1480,1450,1475,1479,14,1064
Service - tug,2,2,1998,1998,2015,2013,162587,133687,68,68,80,78,0,7
Ferry-RoPax,2,2,2002,2002,2006,2006,35051825,8728144,720,720,1078,1188,8,613
Ro-Ro,1,1,1971,1971,1971,1971,405015,268458,129,129,129,129,0,34
Offshore,1,1,1984,1984,1984,1984,12448139,6178290,1990,1990,1990,1990,3,214
