int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1301,945,2010,2010,2011,2011,88674698887,160809754940,695,1826,2064,2127,7970,616770
General cargo,923,340,1992,2002,2005,2005,11124737632,14835893376,476,1405,1375,1363,2071,158994
Ro-Ro,563,44,1994,1998,2009,2009,9424464029,6752881707,316,719,923,992,1327,102319
Oil tanker,2734,1110,2008,2009,2009,2009,403794300432,762894790734,557,1414,1348,1346,26038,2016036
Vehicle,525,266,2008,2008,2008,2008,60202981907,20493847423,676,2031,1919,1924,3693,286001
Chemical tanker,1522,618,2009,2010,2009,2009,48703791587,79032676392,828,1338,1480,1476,8122,627481
Service - tug,610,355,2008,2009,2009,2009,337559213,286361813,303,561,516,513,414,31139
Container,3146,612,2008,2008,2010,2010,459642342443,494887043953,854,1517,1727,1711,43886,3397361
Service - other,105,78,2010,2009,2005,2005,131903619,88245448,396,991,821,674,153,11512
Ferry-RoPax,385,14,1989,1988,1984,1986,1274070408,359958004,120,491,220,193,489,37099
Liquefied gas tanker,413,172,2008,2009,2008,2008,26219568066,30559907651,1468,2424,2165,2162,3209,247818
Offshore,307,214,2008,2010,2006,2004,1057823335,1593617401,329,985,1131,1886,656,49310
Cruise,3,2,1993,1992,1989,1990,214439108,26624926,1372,2794,3150,2956,81,6298
Refrigerated bulk,41,5,2007,2004,2007,2007,655295809,615125128,331,769,1149,1150,216,16525
Miscellaneous - other,5,1,1972,1972,1972,1972,70984004,118321667,706,706,692,692,14,1100
Ferry-pax only,3,2,1979,1983,1973,1973,563068,83058,251,213,178,177,1,108
