int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Jeddah,3433,1200,2003,2007,2010,2010,456867115969,482847045589,1457,2188,2398,2371,42426,3281749
Al Jubail,594,371,2008,2009,2010,2010,30728324404,39015340175,464,1469,1118,1168,3180,245975
Dammam,1116,729,2008,2008,2009,2009,48554855972,52444419111,348,793,972,988,4285,331165
Jizan,133,112,2007,2007,2009,2009,5582407848,8893060696,1830,2281,1649,1636,1124,86480
Ras Tanura,1389,859,2008,2008,2009,2009,288551769716,546882405724,487,1920,2922,2970,20358,1575522
Al Jubayl,1575,988,2010,2010,2011,2011,93226823583,157118542414,557,1837,1960,1965,12045,931193
Yanbu Industrial,712,472,2008,2009,2007,2007,88436249110,154844356257,2292,2663,2311,2319,9169,709230
Juaymah,1122,556,2008,2009,2009,2010,728982919643,1394125415679,3867,4494,4833,4882,42747,3309286
Yanbu,138,118,2006,2007,2009,2010,6686733251,11428887333,1326,1743,1924,1940,772,59558
Ras Al Mishab,39,38,2011,2011,2011,2010,57509629,48448178,392,1245,780,682,125,9412
Rabigh,1063,396,2007,2007,2009,2009,182846284229,211323620226,1675,2379,2154,2147,18304,1417209
Ras Al Khair,296,243,2010,2011,2009,2010,8487968430,12073875343,518,1157,1566,1464,1091,84119
Safaniya,107,99,2011,2011,2015,2016,281969013,284600964,356,1281,853,890,217,16345
Duba,718,57,1992,2002,1998,2003,3750474475,3641508493,156,1195,371,640,1226,93795
Khafji,145,82,2005,2006,1998,1999,1124661129,1520045323,494,2376,2069,1907,402,30464
Umm Lajj,3,3,1984,1984,1986,1989,851961,892000,1320,1230,1033,799,5,373
Al Khobar,2,2,1996,1996,1997,1997,343495327,640175380,2670,2670,1882,1861,83,6439
Buraydah,2,2,2002,2002,1996,1996,188891294,326284774,3735,3735,6820,6858,26,2015
