port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Jeddah - Dammam,9,7,2001,1999,2007,2006,1393835765,1377524842,3030,2620,3302,3404,140,10861
Jeddah - Jizan,104,47,2007,2007,2007,2008,1787282804,2429286521,520,1878,1003,975,527,40029
Al Jubayl - Ras Al Khair,982,153,2012,2011,2011,2011,655117507,702965486,180,359,288,288,468,35205
Ras Al Khair - Ras Tanura,673,156,2011,2011,2011,2010,420524835,445024922,205,475,336,347,401,30147
Ras Tanura - Al Jubayl,697,205,2011,2010,2011,2012,2095341126,3177759294,141,484,241,231,751,57486
Al Jubayl - Ras Al Mishab,111,61,2011,2010,2011,2010,61556678,51288507,250,628,419,433,87,6551
Ras Al Mishab - Ras Al Khair,358,96,2011,2011,2009,2008,198530113,157271148,205,505,397,410,292,21893
Al Jubail - Ras Tanura,534,146,2010,2010,2010,2010,812679967,928698148,217,437,374,397,402,30305
Ras Tanura - Safaniya,717,207,2010,2010,2010,2010,514163523,405956111,235,683,406,394,603,45449
Ras Tanura - Ras Al Mishab,353,89,2011,2010,2011,2011,144832243,123029937,208,473,295,297,167,12508
Safaniya - Ras Al Khair,2365,212,2012,2011,2014,2014,2770788503,2684461953,282,761,631,661,1808,136003
Ras Al Khair - Al Jubail,187,69,2010,2010,2011,2011,118420950,125001652,221,399,456,465,124,9331
Al Jubail - Ras Al Mishab,355,84,2011,2011,2011,2011,130683153,106688643,154,320,247,252,162,12166
Al Jubail - Al Jubayl,129,35,2013,2010,2009,2007,81185576,92012305,325,715,453,426,92,6903
Al Jubayl - Yanbu Industrial,40,34,2009,2009,2010,2010,2910372538,4784771593,2875,3024,3127,3137,426,32996
Safaniya - Al Jubail,642,107,2010,2011,2010,2010,181705361,140092609,170,487,288,275,318,23853
Safaniya - Dammam,137,62,2010,2011,2011,2011,84235510,61974471,283,688,388,378,165,12397
Dammam - Ras Al Khair,152,82,2010,2010,2012,2012,163009598,202445136,238,577,299,280,141,10628
Jeddah - Yanbu Industrial,441,156,2005,2008,2005,2005,5198550297,8832436608,234,352,445,450,1442,110935
Al Jubayl - Jeddah,14,14,2010,2010,2009,2009,1393294752,2390258968,2764,2769,2780,2781,152,11763
Al Jubayl - Safaniya,614,145,2012,2011,2012,2012,283579958,242052673,158,380,249,245,256,19248
Safaniya - Ras Al Mishab,343,104,2012,2011,2011,2011,192017962,137931661,524,928,754,748,446,33468
Ras Al Mishab - Juaymah,23,13,2011,2010,2010,2010,14608464,12685888,351,451,447,435,17,1258
Juaymah - Ras Al Khair,105,44,2010,2010,2010,2009,77858390,73118863,279,487,463,491,80,5975
Dammam - Al Jubail,408,133,2009,2009,2010,2010,2885642255,3083611075,136,225,171,171,364,27967
Yanbu Industrial - Rabigh,170,80,2004,2008,2000,2000,5034972176,9096794968,202,311,702,719,869,67271
Rabigh - Jeddah,216,95,2006,2006,2007,2007,1857505210,3049377738,138,350,268,283,501,38758
Juaymah - Al Jubayl,50,29,2010,2008,2010,2009,62639378,72419070,484,588,561,497,89,6703
Safaniya - Juaymah,73,38,2012,2011,2010,2010,50481235,42301251,272,783,514,541,68,5086
