Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Jakarta,5707,1038,38284,43911,2001,2004,2000,2001,488,778,657,647,59,189,177,190,28,99,61,68,9250.3,695112,708458,64356236,195585782,226685722,11277,36379,45537
Surabaya,5268,773,25724,28291,1999,2002,2000,2001,449,791,542,568,44,167,131,133,24,116,81,97,6733.7,513686,523548,59825301,174669651,209537877,11356,34688,43313
Manggis,2414,140,2093,2486,1994,1998,1997,1999,142,459,361,449,8,121,131,169,27,84,102,108,1282.7,97258,99126,8296624,18323726,22809245,3437,8766,11687
Lembar,2287,104,1058,699,1992,1993,1991,1991,127,478,287,422,10,75,104,111,10,82,93,148,769.8,57957,59070,7171613,16157018,20919537,3136,7723,10539
Balikpapan,1959,442,20203,29432,2000,2002,2002,2004,522,1094,913,984,68,237,367,405,35,118,92,92,5613.7,430516,438782,29575332,76432364,87028750,15097,44764,54848
Banjarmasin,1939,268,3063,3062,2000,2004,1997,2002,297,655,436,471,50,162,124,146,22,75,97,106,1331.6,100844,102780,8477545,22021239,26172555,4372,12638,15619
Muntok,1754,416,6909,10900,2002,2004,2003,2003,104,662,476,520,12,104,226,203,46,101,150,150,2376.8,180464,183929,11959320,26801871,32109325,6818,19109,24190
New Priok Port,1739,481,14567,20087,2000,2004,2004,2004,415,739,606,670,47,168,179,189,26,90,138,145,3295.3,252528,257377,18138643,49509275,52981122,10431,31622,38575
Gresik,1723,648,10752,15294,2003,2004,2003,2004,483,931,684,695,63,182,185,173,45,145,156,151,2982.7,227135,231496,18390187,44784938,54911369,10673,34620,43475
Ujung Pandang,1572,326,11785,15563,2000,2001,2000,2000,607,1071,822,836,68,152,346,358,47,111,109,120,2910.9,222277,226544,21258868,60540715,70845029,13523,43074,51719
