Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Singapore,8419,2792,101247,139054,2006,2007,2007,2007,576,828,796,805,53,114,180,183,30,97,88,97,19123.2,1462024,1490095,109213690,302621740,352656884,12972,44120,54274
Malaysia,5155,2357,62339,94056,2005,2007,2007,2007,543,847,800,797,55,112,214,225,34,92,99,106,10564.1,809690,825237,67453460,177743801,211579370,13085,43277,53428
China,3607,2438,424507,760147,2008,2009,2009,2009,2083,2288,2293,2302,183,231,285,288,42,108,80,79,31113.3,2393661,2439619,232003633,549692743,622629187,64320,211351,258742
Thailand,1007,720,35581,58465,2007,2008,2008,2008,1271,1557,1431,1454,119,189,622,695,47,122,108,110,4195.4,323075,329278,28143678,70249435,86053978,27948,96490,120014
Philippines,860,677,28286,42675,2007,2008,2008,2009,1125,1378,1469,1352,110,158,559,405,74,115,105,119,3648.9,273830,279088,18064004,52123175,62176122,21005,83748,105307
Australia,807,503,76458,125548,2007,2009,2010,2010,1903,2852,2892,3050,184,282,455,486,31,82,68,71,7304.6,565014,575862,48500931,123063963,145729306,60100,199913,242896
Japan,735,450,100863,151574,2006,2008,2006,2008,2895,3729,3171,3093,244,395,419,399,33,74,85,84,8487.8,619357,631249,48102230,133450725,146101661,65445,248120,320531
India,695,537,33282,53765,2007,2008,2009,2009,2050,2316,2378,2376,188,231,266,271,58,110,103,106,4448.4,343007,349593,29452782,80766314,98392564,42378,151331,184309
Viet Nam,646,512,17317,29708,2007,2007,2009,2009,1250,1541,1449,1447,121,202,207,201,68,136,147,150,2183.5,168118,171346,14300167,36421108,45451044,22136,80531,99847
"Korea, Republic of",527,389,85512,151900,2007,2009,2009,2009,2654,2951,3006,3003,237,279,430,441,35,72,96,99,6269.7,478597,487786,49056501,113562878,126806287,93086,301756,376599
"Taiwan, Province of China",523,406,45228,72531,2008,2008,2008,2009,1846,2167,2126,1994,162,215,231,227,65,125,183,143,4395.5,326828,333104,24407298,67529808,75553517,46668,178887,224602
Hong Kong,511,395,30395,52211,2007,2008,2007,2007,1761,1872,1796,1794,146,170,181,181,84,145,145,150,3023.8,232329,236790,18518755,49479606,58275241,36240,135863,165371
Brazil,384,363,269999,514019,2010,2010,2010,2010,9039,9084,9293,9301,860,871,899,900,14,30,23,23,15570.9,1205984,1229139,107675091,251846163,287429935,280404,920607,1115883
Bangladesh,306,222,9778,16060,2005,2006,2006,2006,1611,1840,1824,1829,157,263,310,317,68,120,139,144,1432.0,110306,112424,8612156,21605637,26743884,28144,101293,122581
United Arab Emirates,264,240,62111,107728,2007,2007,2007,2007,3713,4309,4740,4830,313,378,461,471,40,71,96,101,5295.0,409895,417765,37641005,89468794,99972236,142580,468010,600643
South Africa,205,202,72396,134616,2009,2009,2010,2010,5284,5645,5941,5971,494,548,666,674,15,56,52,50,4916.8,380709,388018,35583174,78928942,90120546,173576,557190,680601
Sri Lanka,174,118,10991,17368,2004,2006,2007,2007,1578,2392,2383,2572,149,273,580,628,47,110,62,62,1186.0,91522,93279,12806308,29228167,34339234,73599,210989,256035
Myanmar,127,60,1660,2598,2002,2004,2004,2004,1117,1389,1305,1350,109,225,229,250,53,98,109,116,329.2,25212,25696,3043682,7525367,9017266,23966,76133,93111
Timor-Leste,119,44,724,1006,2003,2003,2003,2004,834,1775,812,799,119,536,340,294,39,176,136,117,286.4,21757,22175,1733906,4693937,5717423,14571,47135,59580
Turkey,113,100,35438,64958,2008,2010,2009,2009,6028,6183,6723,6772,538,601,651,640,29,68,57,55,2844.5,220290,224519,24079275,49468944,57542926,213091,618290,749384
Saudi Arabia,111,100,35279,61823,2008,2009,2007,2007,4210,4460,4485,4516,352,377,362,365,22,61,135,144,2789.5,215993,220140,21952728,45725912,52020254,197772,579716,726065
Russian Federation,89,84,16981,30318,2009,2009,2011,2011,3528,4847,5698,5739,357,464,669,672,73,94,105,106,1466.3,113405,115583,10807244,24355636,28835735,121430,397391,483692
United States of America,89,78,53063,91022,2008,2010,2012,2012,12957,10898,11400,11871,943,954,1151,1179,32,73,74,73,4027.5,311414,317394,25275415,68323840,71659372,283993,1071174,1411320
Qatar,67,64,17420,25266,2011,2011,2011,2011,3855,4354,4497,4499,310,341,399,417,34,50,60,53,1646.2,125748,128163,10174594,30439026,31755908,151860,557739,741845
Canada,66,64,47428,90875,2010,2011,2011,2011,9852,9840,10616,10663,852,904,1022,1026,14,39,40,39,2794.2,216091,220240,20029588,43660539,50302889,303479,956753,1125991
Brunei Darussalam,66,59,1331,2157,2006,2006,2005,2005,1057,1173,1272,1304,110,145,227,243,46,79,55,54,177.9,13694,13957,1303825,3284958,4101789,19755,63890,81472
Mauritius,57,57,12998,24347,2007,2007,2008,2008,3387,3722,3648,3656,313,374,388,390,17,26,23,23,911.5,70489,71842,7141806,15474684,17482876,125295,373021,450966
Iran (Islamic Republic of),48,42,5701,8714,2004,2004,2004,2005,3640,3648,3929,3960,326,340,425,448,30,62,47,44,564.3,43625,44462,3285133,9251853,10657789,68440,277529,364950
Oman,47,47,13890,16277,2009,2009,2007,2008,3331,4766,6394,4691,277,354,823,605,21,84,417,264,1469.2,97886,99765,5885727,19181122,19699102,125228,534869,727175
Argentina,47,47,16591,30496,2012,2012,2012,2012,9173,8804,8995,9029,801,781,820,821,30,63,59,59,1271.9,98527,100419,7014265,19177453,22193592,149240,638679,774589
Papua New Guinea,42,34,2663,4729,2004,2005,2008,2008,2312,2215,2952,2999,237,249,357,360,21,59,36,35,288.1,22224,22650,2452816,6419773,7365604,58400,180292,225275
Christmas Island,42,23,236,348,2005,2005,2004,2003,775,866,870,875,130,154,162,159,59,64,93,99,57.3,4373,4457,365322,1056699,1453471,8698,35201,45027
Maldives,35,28,2424,3289,2008,2009,2011,2011,1899,2255,2343,2469,144,225,257,291,27,36,32,30,267.1,20659,21055,1203827,4773115,4593167,34395,173547,249212
Mozambique,32,30,5872,10569,2009,2010,2010,2010,4813,4692,4650,4652,433,459,462,463,10,22,19,18,467.0,36171,36866,2637648,7351058,8557915,82426,341307,410859
Pakistan,30,23,3029,3666,2005,2007,2009,2008,3026,2988,3407,3420,212,273,346,350,37,103,86,108,360.3,26953,27471,1331894,5719429,6477015,44396,227311,282924
Malta,30,26,8086,14528,2007,2007,2008,2008,6277,6080,6322,6311,528,528,590,596,46,112,105,98,825.7,63905,65132,6574974,14228011,15823886,219166,651930,818109
Nigeria,28,25,17659,30733,2009,2009,2010,2010,8485,7968,8274,8163,714,703,728,728,49,84,94,94,1341.3,101663,103615,12093118,23400432,26575017,431897,1175449,1471677
Guinea,28,28,23396,45334,2010,2010,2010,2010,8959,8751,9015,9016,880,858,849,848,12,57,54,55,1189.6,92147,93917,9008570,19740722,22424401,321735,941740,1112405
Angola,27,27,22350,42384,2010,2010,2011,2011,7392,7344,7382,7382,642,648,653,653,15,46,35,35,1344.0,104108,106107,12288795,22258241,24085778,455141,1216901,1503820
