Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Surabaya,5621,887,32899,37065,1999,2003,2001,2002,432,912,555,555,54,182,129,124,23,139,124,116,8679.8,661760,674465,72593388,212159397,251692814,12915,39262,48839
Jakarta,4927,751,32156,33557,2000,2002,1999,2000,489,765,771,745,67,166,194,199,36,141,101,108,8645.3,641492,653809,55527115,170487671,196564838,11270,36442,46221
Manggis,2428,140,2255,2628,1994,1998,1997,1998,133,504,387,474,11,75,131,134,14,59,73,81,1386.1,105133,107151,8296856,18198327,22630872,3417,8742,11566
Lembar,2279,108,1133,773,1992,1992,1990,1990,140,948,309,455,8,185,283,202,27,107,162,196,853.5,64250,65484,7558880,17464806,22543546,3317,8200,11233
Banjarmasin,1970,286,3251,3279,2000,2005,1998,2001,362,855,462,503,51,177,127,144,23,134,137,152,1463.6,110774,112900,9158305,23388708,27910547,4649,13457,16764
Balikpapan,1948,447,21053,31473,2000,2003,2003,2003,509,1220,972,1073,51,212,405,432,48,131,102,103,4875.5,373217,380383,31933654,79544399,90881190,16393,47817,58782
Gresik,1841,668,12619,17970,2004,2004,2003,2003,451,1142,609,614,66,269,286,248,45,164,118,113,3558.5,271087,276291,22984271,57434576,68518379,12485,38597,48169
Ujung Pandang,1629,338,10504,13746,2000,2001,2000,2000,483,813,663,664,48,142,108,107,40,85,60,61,2571.6,196333,200103,18725850,54626413,63985580,11495,37277,45073
New Priok Port,1597,417,10103,13452,1999,2003,2002,2003,379,712,526,588,41,188,201,211,26,88,77,82,2934.5,224349,228657,13317662,36020546,39809697,8339,25014,30254
Muntok,1541,422,7963,12620,2001,2004,2002,2003,296,670,594,642,38,104,266,286,18,62,152,164,1654.3,126323,128748,12622549,27935392,33225087,8191,23876,29979
Semarang,1474,362,7764,8745,1999,2002,2002,2003,307,561,413,397,29,98,121,114,20,117,107,98,2234.5,170894,174176,11702273,33456899,40222558,7939,26636,32416
Panjang,1412,278,4550,5438,1998,2002,2001,2003,168,732,333,394,17,190,207,233,26,126,158,153,1764.5,133944,136516,8034595,19392810,23529543,5690,17032,20183
Taboneo,1289,399,10208,17557,2005,2006,2005,2006,347,915,1024,1081,49,164,670,714,25,117,174,180,1441.6,110598,112721,8903568,22734321,26959663,6907,23711,29076
Makassar,1192,188,5582,4060,1996,2000,1998,2001,424,985,503,610,33,168,133,172,7,103,63,94,1663.0,126025,128445,19624124,54324318,68138115,16463,47230,61108
Tuban,1154,273,11718,19195,1998,2001,2002,2002,434,744,676,682,48,148,142,138,46,79,66,65,2299.8,176827,180222,14860174,34583128,40098914,12877,37123,45669
Samarinda,1135,207,2527,2728,2004,2005,2002,2004,358,894,805,787,39,205,179,247,40,167,78,76,1029.5,77998,79496,6408698,16893981,19322782,5646,15911,19468
Pontianak,1132,187,3137,3952,2002,2002,2006,2007,529,1038,700,720,55,177,178,181,51,155,99,107,1335.5,101367,103313,10613512,23274017,27225651,9376,26106,32499
Batu Ampar,1119,350,8521,13240,2001,2004,2005,2006,517,973,1154,1367,52,204,565,629,24,90,56,50,1807.3,137563,140204,15259857,36328278,44070028,13637,38338,49062
Sekupang,1116,214,720,876,2001,2003,2000,1999,383,1111,692,633,26,252,478,514,24,378,474,539,1165.6,88245,89940,9742384,19854193,24624995,8730,21195,27633
Ambon,1107,208,6390,7244,2000,2002,1999,2000,531,925,703,850,50,144,268,339,45,112,108,133,2134.6,162585,165706,18210740,46580501,56930722,16451,48752,61801
Merak,1090,202,5544,3110,1996,1998,1993,1998,444,661,861,628,72,131,650,407,34,61,89,111,2994.3,226229,230572,11592462,29477988,34780074,10635,25276,26183
Baubau,1076,147,3873,3307,1996,2000,1997,1998,331,658,474,542,25,149,82,104,24,61,48,71,1413.3,107307,109368,16150516,41050295,52122020,15010,42688,55413
Belawan,1058,291,11612,15298,1999,2001,2000,2001,807,962,939,974,66,121,132,142,46,173,141,166,2338.3,179494,182940,16542390,48847338,57046967,15636,53320,65480
Pulau Sambu,1021,402,10919,18028,2001,2005,2007,2007,446,944,1020,970,51,164,244,220,12,70,160,103,1967.1,148353,151202,13477402,30636085,35279654,13200,38650,48826
Dumai,1015,365,13249,21701,2006,2005,2004,2004,517,901,914,921,56,102,148,148,72,121,126,126,2976.9,228903,233298,15744842,37296226,43427241,15512,47347,58469
Cilacap,993,235,19027,31032,2000,2001,2001,2001,694,1060,1093,1120,77,162,486,513,72,114,174,181,3871.8,297995,303716,19789774,43353570,50287472,19929,60081,72851
Sungaigerong,942,223,2063,2915,2002,2003,2000,2000,99,487,264,274,9,86,106,104,63,90,170,178,1516.4,114344,116539,5470415,10638188,12653662,5807,16605,20893
Bitung,923,174,5284,6084,2002,2002,2001,2001,613,1433,721,796,55,249,152,151,47,218,94,93,1791.4,135702,138308,13426995,36396975,43767776,14547,43561,54827
