Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pulau Sambu,3544,2400,905886,1704721,2008,2009,2010,2010,2359,3045,4233,4305,224,319,655,661,43,88,83,83,52278.1,4045212,4122880,478384348,934992962,1039268727,134984,378823,467778
Batu Ampar,1548,935,208737,385698,2007,2008,2009,2009,1274,2840,3977,4065,117,290,593,602,35,98,108,110,13148.8,1015384,1034879,99003796,218714782,248074957,63956,195467,238319
Jakarta,1517,626,48491,58663,2005,2006,2008,2008,729,1511,1220,1224,68,167,165,169,19,64,49,49,6998.7,538643,548985,40551345,124684212,145454630,26731,95662,115416
Nipah,1395,730,75455,113831,2005,2005,2008,2008,427,1930,2473,2469,72,224,494,472,31,94,85,90,8946.7,665812,678596,47745684,127313557,132792626,34226,122845,162443
Tanjung Santan,1348,1032,114848,206558,2009,2009,2008,2008,1686,2191,2325,2326,162,218,376,377,48,83,115,116,9115.0,703382,716887,56754141,142410273,170061033,42102,165882,200589
Dumai,1326,753,45335,75243,2006,2007,2009,2009,1134,2173,2229,2247,120,221,471,473,28,55,86,89,7441.6,573666,584680,33980221,127682858,150809087,25626,114724,140664
Surabaya,1165,455,38846,54108,2005,2006,2006,2006,1190,1769,1528,1575,101,187,188,200,21,72,50,54,5682.2,438550,446970,38534212,120552668,139929537,33077,119844,144283
Taboneo,1028,832,97634,178151,2009,2009,2009,2009,2098,2348,2422,2430,200,238,431,438,62,86,102,102,7543.4,584026,595239,47044218,115095001,137465915,45763,174534,209904
Belawan,958,400,11198,17242,2004,2005,2007,2007,357,1132,828,900,34,132,356,390,16,45,56,58,2022.5,155525,158512,10915898,35515570,42307347,11394,44781,54839
New Priok Port,839,297,32019,27804,2006,2006,2006,2007,642,1401,1182,1152,58,138,148,159,15,42,23,28,4065.7,314461,320499,23211864,75700655,85711755,27666,93109,107609
